claim_id,page_url,source_claim,parameter_id,environment,claim_type,current_production_statement,evidence_statement,source_registry_ids,decision,decision_reason,production_action,review_date
c5603fbc359a4b45,glossary/cyanuric-acid.html,"Definition Details Values Definition Cyanuric acid is a stabilizing compound that forms a reversible bond with free chlorine in pool water, protecting it from UV degradation. &#127919; Typical Values: Standard pools: 30–50 ppm; Salt pools: 60–80 ppm; Never above 100 ppm for normal pools In Plain Lan…",salt,,,"Definition Details Values Definition Cyanuric acid is a stabilizing compound that forms a reversible bond with free chlorine in pool water, protecting it from UV degradation. &#127919; Typical Values: Standard pools: 30–50 ppm; Salt pools: 60–80 ppm; Never above 100 ppm for normal pools In Plain Lan…",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
b1f821a6668088c6,glossary/cyanuric-acid.html,"Definition Details Values Definition Cyanuric acid is a stabilizing compound that forms a reversible bond with free chlorine in pool water, protecting it from UV degradation. &#127919; Typical Values: Standard pools: 30–50 ppm; Salt pools: 60–80 ppm; Never above 100 ppm for normal pools In Plain Lan…",salt,,,"Definition Details Values Definition Cyanuric acid is a stabilizing compound that forms a reversible bond with free chlorine in pool water, protecting it from UV degradation. &#127919; Typical Values: Standard pools: 30–50 ppm; Salt pools: 60–80 ppm; Never above 100 ppm for normal pools In Plain Lan…",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
d064285c8d34de18,glossary/free-chlorine.html,"Definition Details Values Definition Free chlorine is the concentration of active, unsaturated chlorine available in pool water to sanitise and disinfect. &#127919; Typical Values: Pools: 1–3 ppm; Hot tubs: 3–5 ppm; Minimum safe: 1.0 ppm In Plain Language Free chlorine consists of two forms: hypochl…",free_chlorine,,,"Definition Details Values Definition Free chlorine is the concentration of active, unsaturated chlorine available in pool water to sanitise and disinfect. &#127919; Typical Values: Pools: 1–3 ppm; Hot tubs: 3–5 ppm; Minimum safe: 1.0 ppm In Plain Language Free chlorine consists of two forms: hypochl…",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
64d72250b0a6acd9,glossary/green-algae.html,"Definition Details Values Definition Green algae is the most common pool algae species, causing water to turn green or teal and surfaces to become slippery. &#127919; Typical Values: Kill dose: 30 ppm FC (active bloom); Maintain 1–3 ppm FC to prevent In Plain Language Green algae (Chlorophyta) is fr…",free_chlorine,,,"Definition Details Values Definition Green algae is the most common pool algae species, causing water to turn green or teal and surfaces to become slippery. &#127919; Typical Values: Kill dose: 30 ppm FC (active bloom); Maintain 1–3 ppm FC to prevent In Plain Language Green algae (Chlorophyta) is fr…",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
7e855272dcd2c18e,glossary/hypochlorous-acid.html,"The proportion of HOCl is controlled entirely by pH — at pH 7.2, about 67% is HOCl; at pH 8.0, only 22% is HOCl.",ph,,,"The proportion of HOCl is controlled entirely by pH — at pH 7.2, about 67% is HOCl; at pH 8.0, only 22% is HOCl.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
166cc39500b89698,glossary/mustard-algae.html,"Definition Details Values Definition Mustard algae is a yellow-brown pool algae species that brushes off easily but quickly returns, caused by a chlorine-resistant strain. &#127919; Typical Values: Treatment: 30 ppm FC; wash all swimwear and equipment during treatment In Plain Language Mustard algae…",free_chlorine,,,"Definition Details Values Definition Mustard algae is a yellow-brown pool algae species that brushes off easily but quickly returns, caused by a chlorine-resistant strain. &#127919; Typical Values: Treatment: 30 ppm FC; wash all swimwear and equipment during treatment In Plain Language Mustard algae…",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
913db1838d10d258,glossary/mustard-algae.html,It is resistant to normal chlorine levels but is effectively treated with a thorough superchlorination of 30 ppm FC and simultaneous treatment of all equipment that contacted the water.,free_chlorine,,,It is resistant to normal chlorine levels but is effectively treated with a thorough superchlorination of 30 ppm FC and simultaneous treatment of all equipment that contacted the water.,mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
0489924a31af66a5,glossary/ph-bounce.html,"Small additions of acid or base, rain, or even bather activity can cause pH to swing by 0.5–1.0 units.",ph,,,"Small additions of acid or base, rain, or even bather activity can cause pH to swing by 0.5–1.0 units.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
8c80c9a5b619b270,glossary/ph-increaser.html,Sodium carbonate (Na2CO3) raises pH quickly with a modest alkalinity increase.,ph,,,Sodium carbonate (Na2CO3) raises pH quickly with a modest alkalinity increase.,mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
7a9c6ef12e2838c3,glossary/ph-increaser.html,Sodium carbonate (Na2CO3) raises pH quickly with a modest alkalinity increase.,ph,,,Sodium carbonate (Na2CO3) raises pH quickly with a modest alkalinity increase.,mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
4a4c77cbb6a5f301,glossary/ph.html,"At pH 8.0, only 22% is active. pH also affects swimmer comfort (human tears are pH 7.4), surface corrosion (low pH), and scaling (high pH). pH naturally drifts upward in pools as CO2 off-gasses from the water surface.",ph,,,"At pH 8.0, only 22% is active. pH also affects swimmer comfort (human tears are pH 7.4), surface corrosion (low pH), and scaling (high pH). pH naturally drifts upward in pools as CO2 off-gasses from the water surface.",mechanical_category=NON_CHEMISTRY_ARTIFACT,,NOT_A_CLAIM,"Describes what fraction/percentage of the parameter is in an active chemical form (e.g. ""22% remains as HOCl""), a chemistry-equilibrium fact, not a concentration target -- not comparable to a canonical range.",NO_PRODUCTION_ACTION,2026-08-18
d6f39703f2b1766e,glossary/ph.html,"At pH 8.0, only 22% is active. pH also affects swimmer comfort (human tears are pH 7.4), surface corrosion (low pH), and scaling (high pH). pH naturally drifts upward in pools as CO2 off-gasses from the water surface.",ph,,,"At pH 8.0, only 22% is active. pH also affects swimmer comfort (human tears are pH 7.4), surface corrosion (low pH), and scaling (high pH). pH naturally drifts upward in pools as CO2 off-gasses from the water surface.",mechanical_category=NON_CHEMISTRY_ARTIFACT,,NOT_A_CLAIM,"Describes what fraction/percentage of the parameter is in an active chemical form (e.g. ""22% remains as HOCl""), a chemistry-equilibrium fact, not a concentration target -- not comparable to a canonical range.",NO_PRODUCTION_ACTION,2026-08-18
be1d7d65526739bf,glossary/salt-chlorination.html,"Definition Details Values Definition Salt chlorination (salt water generation) is a system that produces free chlorine continuously by electrolyzing dissolved sodium chloride in pool water. &#127919; Typical Values: Salt level: 2,700–3,400 ppm; CYA for salt pools: 60–80 ppm In Plain Language Salt ch…",salt,,,"Definition Details Values Definition Salt chlorination (salt water generation) is a system that produces free chlorine continuously by electrolyzing dissolved sodium chloride in pool water. &#127919; Typical Values: Salt level: 2,700–3,400 ppm; CYA for salt pools: 60–80 ppm In Plain Language Salt ch…",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
54289f9f4b181886,glossary/sodium-bicarbonate.html,"Definition Details Values Definition Sodium bicarbonate (baking soda) is the standard chemical for raising total alkalinity in pool water. &#127919; Typical Values: Raises TA by 6.7 ppm per pound per 10,000 gallons; minimal pH effect In Plain Language Sodium bicarbonate (NaHCO3) dissolves slowly in …",ph,,,"Definition Details Values Definition Sodium bicarbonate (baking soda) is the standard chemical for raising total alkalinity in pool water. &#127919; Typical Values: Raises TA by 6.7 ppm per pound per 10,000 gallons; minimal pH effect In Plain Language Sodium bicarbonate (NaHCO3) dissolves slowly in …",mechanical_category=NON_CHEMISTRY_ARTIFACT,,NOT_A_CLAIM,"Dosage coefficient / formula constant, not a target range -- same category as the already-disclosed calculator dosing-constant findings (Phase 7F Trust Language Audit).",NO_PRODUCTION_ACTION,2026-08-18
f46f4f5384f4ac6d,glossary/sodium-carbonate.html,"Definition Details Values Definition Sodium carbonate (soda ash) is used to raise pool water pH with minimal effect on total alkalinity. &#127919; Typical Values: Raises pH by approximately 0.2 units per pound per 10,000 gallons In Plain Language Soda ash (Na2CO3) dissolves quickly in pool water and…",ph,,,"Definition Details Values Definition Sodium carbonate (soda ash) is used to raise pool water pH with minimal effect on total alkalinity. &#127919; Typical Values: Raises pH by approximately 0.2 units per pound per 10,000 gallons In Plain Language Soda ash (Na2CO3) dissolves quickly in pool water and…",mechanical_category=NON_CHEMISTRY_ARTIFACT,,NOT_A_CLAIM,"Dosage coefficient / formula constant, not a target range -- same category as the already-disclosed calculator dosing-constant findings (Phase 7F Trust Language Audit).",NO_PRODUCTION_ACTION,2026-08-18
4ab425a859f4ca52,glossary/superchlorination.html,"After superchlorination, the pool must be closed to swimmers until FC drops below 5 ppm, typically within 24 hours with the pump running.",free_chlorine,,,"After superchlorination, the pool must be closed to swimmers until FC drops below 5 ppm, typically within 24 hours with the pump running.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
0b96dfec0d938636,guides/chlorine/why-pool-wont-hold-chlorine.html,Salt water pools can run slightly higher (60–80 ppm).,salt,,,Salt water pools can run slightly higher (60–80 ppm).,mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
45eb3062edb4c338,guides/ph-guide.html,Calculator Open pool pH calculator All pH-related pages Hot Tub Ph Calculator Pool Cyanuric Acid Calculator Pool Ph Calculator Why Ph Affects Chlorine Adjust pH 6.8 → 7.2 Adjust pH 7.8 → 7.4 Adjust pH 7 → 7.4 Adjust pH 8 → 7.5 ← Pool chemistry basics Typical range: 1–3 ppm chlorine Recommended pH: 7…,ph,,,Calculator Open pool pH calculator All pH-related pages Hot Tub Ph Calculator Pool Cyanuric Acid Calculator Pool Ph Calculator Why Ph Affects Chlorine Adjust pH 6.8 → 7.2 Adjust pH 7.8 → 7.4 Adjust pH 7 → 7.4 Adjust pH 8 → 7.5 ← Pool chemistry basics Typical range: 1–3 ppm chlorine Recommended pH: 7…,mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
8efd254b10c83499,guides/ph-guide.html,Calculator Open pool pH calculator All pH-related pages Hot Tub Ph Calculator Pool Cyanuric Acid Calculator Pool Ph Calculator Why Ph Affects Chlorine Adjust pH 6.8 → 7.2 Adjust pH 7.8 → 7.4 Adjust pH 7 → 7.4 Adjust pH 8 → 7.5 ← Pool chemistry basics Typical range: 1–3 ppm chlorine Recommended pH: 7…,ph,,,Calculator Open pool pH calculator All pH-related pages Hot Tub Ph Calculator Pool Cyanuric Acid Calculator Pool Ph Calculator Why Ph Affects Chlorine Adjust pH 6.8 → 7.2 Adjust pH 7.8 → 7.4 Adjust pH 7 → 7.4 Adjust pH 8 → 7.5 ← Pool chemistry basics Typical range: 1–3 ppm chlorine Recommended pH: 7…,mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
e90d45878615a9bd,guides/ph/can-you-swim-in-high-ph-water.html,"A pool at pH 8.0 with 2 ppm FC effectively has only 0.4 ppm of active sanitizer — far below safe levels. pH safety thresholds pH range Comfort Chlorine effectiveness Action 7.2–7.6 Ideal, comfortable 50–80% active HC1O None 7.6–7.8 Good 35–50% active Monitor; adjust if drifting higher 7.8–8.0 Mild i…",ph,,,"A pool at pH 8.0 with 2 ppm FC effectively has only 0.4 ppm of active sanitizer — far below safe levels. pH safety thresholds pH range Comfort Chlorine effectiveness Action 7.2–7.6 Ideal, comfortable 50–80% active HC1O None 7.6–7.8 Good 35–50% active Monitor; adjust if drifting higher 7.8–8.0 Mild i…",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
f4f767f9849dbcca,guides/ph/can-you-swim-in-high-ph-water.html,"A pool at pH 8.0 with 2 ppm FC effectively has only 0.4 ppm of active sanitizer — far below safe levels. pH safety thresholds pH range Comfort Chlorine effectiveness Action 7.2–7.6 Ideal, comfortable 50–80% active HC1O None 7.6–7.8 Good 35–50% active Monitor; adjust if drifting higher 7.8–8.0 Mild i…",ph,,,"A pool at pH 8.0 with 2 ppm FC effectively has only 0.4 ppm of active sanitizer — far below safe levels. pH safety thresholds pH range Comfort Chlorine effectiveness Action 7.2–7.6 Ideal, comfortable 50–80% active HC1O None 7.6–7.8 Good 35–50% active Monitor; adjust if drifting higher 7.8–8.0 Mild i…",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
d55a04240c5d54ae,guides/ph/can-you-swim-in-high-ph-water.html,A pool at pH 8.2 with 2 ppm FC is poorly sanitized and vulnerable to algae blooms.,ph,,,A pool at pH 8.2 with 2 ppm FC is poorly sanitized and vulnerable to algae blooms.,mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
31df7357dee28238,guides/ph/can-you-swim-in-high-ph-water.html,Can you swim in pH 8.0 water?,ph,,,Can you swim in pH 8.0 water?,mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
918e5bac52495112,guides/ph/can-you-swim-in-high-ph-water.html,"A brief swim is unlikely to cause serious harm, but prolonged swimming in pH 8.0 water will likely cause eye irritation.",ph,,,"A brief swim is unlikely to cause serious harm, but prolonged swimming in pH 8.0 water will likely cause eye irritation.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
b44117f8e0314fac,guides/ph/can-you-swim-in-high-ph-water.html,"It can strip natural oils from skin, cause dry skin and irritated eyes, and at extreme values (pH 10+) cause chemical burns — but pool water at pH 8.0–8.5 typically causes only mild discomfort.",ph,,,"It can strip natural oils from skin, cause dry skin and irritated eyes, and at extreme values (pH 10+) cause chemical burns — but pool water at pH 8.0–8.5 typically causes only mild discomfort.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
dbdd7151ad1fec12,guides/ph/can-you-swim-in-high-ph-water.html,"It can strip natural oils from skin, cause dry skin and irritated eyes, and at extreme values (pH 10+) cause chemical burns — but pool water at pH 8.0–8.5 typically causes only mild discomfort.",ph,,,"It can strip natural oils from skin, cause dry skin and irritated eyes, and at extreme values (pH 10+) cause chemical burns — but pool water at pH 8.0–8.5 typically causes only mild discomfort.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
1fa29782414c1c95,guides/ph/does-rain-lower-pool-ph.html,"Quick Answer Yes, rainwater is slightly acidic (typically pH 5.5–6.5) and does lower pool pH slightly.",ph,,,"Quick Answer Yes, rainwater is slightly acidic (typically pH 5.5–6.5) and does lower pool pH slightly.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
f11992f7c860cee8,guides/ph/does-rain-lower-pool-ph.html,"Rainwater pH is typically 5.5–6.5, lower than the ideal pool range of 7.2–7.6 A light rain has minimal effect; a heavy storm can significantly lower pH and dilute all chemicals After any significant rain, retest FC, pH, TA, and CYA Heavy rain can introduce organic debris that creates chlorine demand…",ph,,,"Rainwater pH is typically 5.5–6.5, lower than the ideal pool range of 7.2–7.6 A light rain has minimal effect; a heavy storm can significantly lower pH and dilute all chemicals After any significant rain, retest FC, pH, TA, and CYA Heavy rain can introduce organic debris that creates chlorine demand…",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
a6505d63a26c32e3,guides/ph/does-rain-lower-pool-ph.html,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",ph,,,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
0b99b8c2ce815057,guides/ph/does-rain-lower-pool-ph.html,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",ph,,,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
a59c1039c801eb43,guides/ph/does-rain-lower-pool-ph.html,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",ph,,,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
f9f30189e0eff6a0,guides/ph/does-rain-lower-pool-ph.html,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",ph,,,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
f8e5b987995d1b46,guides/ph/does-rain-lower-pool-ph.html,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",ph,,,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
d1391d356c17a6b7,guides/ph/does-rain-lower-pool-ph.html,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",ph,,,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
1cce72974565c95b,guides/ph/does-rain-lower-pool-ph.html,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",ph,,,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
9c3bcd18240ab258,guides/ph/does-rain-lower-pool-ph.html,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",ph,,,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
74a0442c940f4f60,guides/ph/how-to-lower-pool-ph.html,"For a 10,000-gallon pool, 3–4 ounces of 31% muriatic acid typically lowers pH by about 0.2 points.",ph,,,"For a 10,000-gallon pool, 3–4 ounces of 31% muriatic acid typically lowers pH by about 0.2 points.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
68489a210a90fd05,guides/ph/index.html,Can you swim in high pH water? pH 7.8–8.0 is uncomfortable; above 8.0 risks irritation and drastically reduced chlorine.,ph,,,Can you swim in high pH water? pH 7.8–8.0 is uncomfortable; above 8.0 risks irritation and drastically reduced chlorine.,mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
7f45700360630d17,guides/ph/index.html,"Rainwater is acidic (pH ~5.6) but the effect on pool pH depends on pool volume, TA, and how much rain fell.",ph,,,"Rainwater is acidic (pH ~5.6) but the effect on pool pH depends on pool volume, TA, and how much rain fell.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
