claim_id,source_file,parameter_id,production_value,production_unit,category,reason,source_claim
0b99b8c2ce815057,guides/ph/does-rain-lower-pool-ph.html,ph,0.1,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …"
a59c1039c801eb43,guides/ph/does-rain-lower-pool-ph.html,ph,0.5-1,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …"
f9f30189e0eff6a0,guides/ph/does-rain-lower-pool-ph.html,ph,0.1,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …"
f8e5b987995d1b46,guides/ph/does-rain-lower-pool-ph.html,ph,0.3,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …"
d1391d356c17a6b7,guides/ph/does-rain-lower-pool-ph.html,ph,1-3,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …"
1cce72974565c95b,guides/ph/does-rain-lower-pool-ph.html,ph,0.3,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …"
9c3bcd18240ab258,guides/ph/does-rain-lower-pool-ph.html,ph,0.6,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …"
74a0442c940f4f60,guides/ph/how-to-lower-pool-ph.html,ph,0.2,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","For a 10,000-gallon pool, 3–4 ounces of 31% muriatic acid typically lowers pH by about 0.2 points."
68489a210a90fd05,guides/ph/index.html,ph,8,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",Can you swim in high pH water? pH 7.8–8.0 is uncomfortable; above 8.0 risks irritation and drastically reduced chlorine.
7f45700360630d17,guides/ph/index.html,ph,5.6,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Rainwater is acidic (pH ~5.6) but the effect on pool pH depends on pool volume, TA, and how much rain fell."
d44a460c16a5b70a,guides/ph/index.html,ph,2,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","High pool pH causes: CO2 off-gassing, high alkalinity, algae, aeration, SWG systems, and high-pH fill water."
4acb081a1b1dd231,guides/ph/what-causes-high-pool-ph.html,ph,2,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Quick Answer The main causes of high pool pH are CO2 off-gassing from the water surface, high total alkalinity (which resists downward correction), aeration from jets or waterfalls, algae growth consuming dissolved CO2, salt water chlorine generators, and fill water that enters with a high pH."
8fa2a3835db7241d,guides/ph/what-causes-high-pool-ph.html,ph,2,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",CO2 off-gassing is the universal cause of pH rise in all pools High total alkalinity amplifies pH drift and makes correction harder Salt chlorine generators and aeration features accelerate pH rise significantly Lowering TA to 80–90 ppm is the most effective long-term pH stabilizer Pool pH naturally…
4031e14f0dada9ba,guides/ph/what-causes-high-pool-ph.html,ph,2,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Root causes of high pool pH Cause Why it raises pH How to address CO2 off-gassing Dissolved CO2 forms carbonic acid; losing CO2 removes acid Regular acid additions; lower TA Total alkalinity too high TA buffers against acid; pH rebounds after each correction Lower TA to 80–100 ppm first Waterfalls, …"
9dee8cd324eeb13a,guides/ph/what-causes-high-pool-ph.html,ph,2,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Root causes of high pool pH Cause Why it raises pH How to address CO2 off-gassing Dissolved CO2 forms carbonic acid; losing CO2 removes acid Regular acid additions; lower TA Total alkalinity too high TA buffers against acid; pH rebounds after each correction Lower TA to 80–100 ppm first Waterfalls, …"
31e599f7d97446c1,guides/ph/what-causes-high-pool-ph.html,ph,2,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Root causes of high pool pH Cause Why it raises pH How to address CO2 off-gassing Dissolved CO2 forms carbonic acid; losing CO2 removes acid Regular acid additions; lower TA Total alkalinity too high TA buffers against acid; pH rebounds after each correction Lower TA to 80–100 ppm first Waterfalls, …"
53731e49e6992cd0,guides/ph/why-pool-ph-keeps-rising.html,ph,2,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Why Pool pH Keeps Rising Quick Answer Pool pH rises naturally because CO2 constantly off-gasses from the water, which removes the acid that keeps pH stable."
c28a1873edc63f7b,guides/ph/why-pool-ph-keeps-rising.html,ph,2,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Causes of rising pool pH Cause How it raises pH Solution CO2 off-gassing CO2 dissolved in water forms carbonic acid; as it escapes, acid is lost Add pH-down periodically High alkalinity TA acts as a pH buffer that resists lowering but accelerates rise Lower TA to 80–100 ppm Aeration (jets, waterfall…"
097ddf6d686fffcd,guides/ph/why-pool-ph-keeps-rising.html,ph,2,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Causes of rising pool pH Cause How it raises pH Solution CO2 off-gassing CO2 dissolved in water forms carbonic acid; as it escapes, acid is lost Add pH-down periodically High alkalinity TA acts as a pH buffer that resists lowering but accelerates rise Lower TA to 80–100 ppm Aeration (jets, waterfall…"
6c4505b18aed9e30,guides/ph/why-pool-ph-keeps-rising.html,ph,5.6-6,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Rainwater is slightly acidic (pH 5.6–6) and can briefly lower pool pH, but then accelerates CO2 off-gassing as the system equilibrates — often causing a net rise within 24 hours."
b265deb7e147fb9b,guides/ph/why-pool-ph-keeps-rising.html,ph,2,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Rainwater is slightly acidic (pH 5.6–6) and can briefly lower pool pH, but then accelerates CO2 off-gassing as the system equilibrates — often causing a net rise within 24 hours."
5e708250fc2f0029,guides/questions/can-rain-affect-pool-chemistry.html,ph,5.5-6.5,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Rain dilutes all pool water chemistry — FC, pH, TA, and CYA all drop after heavy rain Rainwater (pH 5.5–6.5) is acidic and lowers pool pH significantly in large amounts Organic debris from rain creates immediate chlorine demand Shock after every storm of 1 inch or more to prevent algae growth Direct…"
00d1697719d2d9f2,guides/questions/can-rain-affect-pool-chemistry.html,ph,5.5-6.5,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Rainwater is slightly acidic (pH 5.5–6.5 typically), and in large volumes significantly lowers pool pH and total alkalinity."
3747d5605a41c004,guides/questions/can-rain-affect-pool-chemistry.html,free_chlorine,10-20,%,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Common Causes Rain Event Effect on Pool Chemistry Action Needed Light drizzle (<0.5 in) Negligible — minor dilution only Test; likely no major adjustment needed Moderate rain (0.5–1 in) FC drops 10–20%; pH may drop 0.1–0.3 Test FC, pH, TA; small adjustments likely needed Heavy rain (1–3 in) Signific…"
b01d7f87ae90ffc0,guides/questions/can-rain-affect-pool-chemistry.html,ph,0.1-0.3,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Common Causes Rain Event Effect on Pool Chemistry Action Needed Light drizzle (<0.5 in) Negligible — minor dilution only Test; likely no major adjustment needed Moderate rain (0.5–1 in) FC drops 10–20%; pH may drop 0.1–0.3 Test FC, pH, TA; small adjustments likely needed Heavy rain (1–3 in) Signific…"
339f67494edfe920,guides/questions/can-you-swim-after-shocking-a-pool.html,free_chlorine,10-20,ppm,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","For algae treatment shocks (10–20 ppm FC), wait 24–48 hours."
643f760245f19138,guides/questions/why-is-my-pool-green-but-chlorine-is-high.html,ph,8,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",Even 5 ppm FC at pH 8.0 effectively provides less sanitizing power than 1 ppm FC at pH 7.2.
167a0c0e6fb49a77,guides/questions/why-is-my-pool-green-but-chlorine-is-high.html,free_chlorine,0,ppm,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Additionally, some test kits (particularly OTO kits using yellow/orange color comparison) measure total chlorine, not free chlorine — a pool with 0 ppm FC but high combined chlorine will test ""high"" but provide zero sanitation."
9987eac4693f2765,guides/questions/why-is-my-pool-green-but-chlorine-is-high.html,cyanuric_acid,100,ppm,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",Common Causes Cause Why Chlorine Reads High But Is Ineffective Fix High pH (>7.8) FC mostly inactive at high pH; less than 20% is HOCl at pH 8.0 Lower pH to 7.2–7.4 first; then re-shock CYA too high (>100 ppm) Chlorine lock: FC bound by excess stabilizer and unavailable Drain 30–50%; refill; rebalan…
a4746a754d8a06a3,maintenance/how-to-balance-pool-water.html,ph,3,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",Wait a few hours and re-test before moving to pH. 3.
38b7bbf167f531b7,methodology/precision-policy/index.html,free_chlorine,0.5,ppm,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Test strips: ±0.5 ppm FC, ±0.5 pH."
cc5d866590f76342,methodology/precision-policy/index.html,ph,0.5,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Test strips: ±0.5 ppm FC, ±0.5 pH."
5e928a75ff7bef3b,methodology/precision-policy/index.html,free_chlorine,0.2,ppm,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Liquid DPD drop test (Taylor K-2006): ±0.2 ppm FC, ±0.2 pH."
038de68736c19548,methodology/precision-policy/index.html,ph,0.2,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Liquid DPD drop test (Taylor K-2006): ±0.2 ppm FC, ±0.2 pH."
2c758da869570028,methodology/precision-policy/index.html,free_chlorine,0.05,ppm,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Digital photometer: ±0.05 ppm FC, ±0.05 pH."
15b70d15c6777bac,methodology/precision-policy/index.html,ph,0.05,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Digital photometer: ±0.05 ppm FC, ±0.05 pH."
cbe7a6a7d45c72d5,methodology/rounding-policy/index.html,ph,2,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",Displayed Precision Chemical concentrations (ppm): displayed to 1 decimal place. pH: displayed to 2 decimal places.
a733924ab5cf12df,pool-chemistry-system.html,ph,8,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","All 8 chemistry parameters interact — changing one affects the others pH is the master lever: chlorine effectiveness, scaling risk, and equipment corrosion all depend on it CYA is mandatory for outdoor pools; without it, sunlight destroys FC in hours Always adjust parameters in the correct order: TA…"
1dd31274cf0d47af,programmatic/explanations/why-ph-affects-chlorine.html,ph,8,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Test kits usually report total or free chlorine, not “active disinfecting fraction” directly—so a normal-looking ppm at pH 8.0 can still underperform compared with the same ppm at 7.4."
7080429f4bb23fe8,programmatic/ph/how-to-adjust-ph-from-6-8-to-7-2.html,ph,6.8,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","To raise pool pH from 6.8 toward 7.2, add pH increaser in small doses with the pump running—test frequently to avoid overshoot. pH moves best in small steps."
d50a19b5cf96db40,programmatic/ph/how-to-adjust-ph-from-8-to-7-5.html,ph,8,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","To lower pool pH from 8 toward 7.5, add pH reducer gradually while circulating water and testing frequently. pH moves best in small steps."
de705d8159293b1a,reference/alkalinity-table.html,total_alkalinity,10,ppm,NON_CHEMISTRY_ARTIFACT,"Dosage coefficient / formula constant, not a target range -- same category as the already-disclosed calculator dosing-constant findings (Phase 7F Trust Language Audit).","Sodium Bicarbonate to Raise Alkalinity (1.5 lb raises TA by 10 ppm per 10,000 gal) Pool Volume +10 ppm +20 ppm +30 ppm +40 ppm +50 ppm 8,000 gal 1.2 lb 2.4 lb 3.6 lb 4.8 lb 6.0 lb 10,000 gal 1.5 lb 3.0 lb 4.5 lb 6.0 lb 7.5 lb 12,000 gal 1.8 lb 3.6 lb 5.4 lb 7.2 lb 9.0 lb 15,000 gal 2.25 lb 4.5 lb 6.…"
8112b8024503269d,reference/calcium-hardness-explained.html,calcium_hardness,10,ppm,NON_CHEMISTRY_ARTIFACT,"Dosage coefficient / formula constant, not a target range -- same category as the already-disclosed calculator dosing-constant findings (Phase 7F Trust Language Audit).","About 12 ounces (340g) per 10,000 gallons raises CH by approximately 10 ppm."
9cd40342c9782263,reference/chlorine-effectiveness-chart.html,ph,8,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","At pH 8.0, only one-fifth is."
c6dd4d69b756aa5a,reference/chlorine-effectiveness-chart.html,ph,8,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","At pH 8.0, you would need 3x the free chlorine to achieve the same active HOCl level as at pH 7.2."
522f57de8a29d1cd,reference/combined-chlorine-explained.html,combined_chlorine,0.5,ppm,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",Target combined chlorine below 0.5 ppm.
f40c351ca4ba48e1,reference/datasets/chemical-properties/index.html,ph,2,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Sulfuric acid titration (TA drop test), DPD combo kit ppm mg/L as CaCO₃ — — muriatic-acid baking-soda aeration co2-offgassing ph-parameter calcium-hardness lsi-parameter N/A — water parameter Low TA causes pH instability."
ebf8f3da28ef491d,reference/datasets/chemical-ranges/index.html,ph,8,ph_units,NON_CHEMISTRY_ARTIFACT,"Describes what fraction/percentage of the parameter is in an active chemical form (e.g. ""22% remains as HOCl""), a chemistry-equilibrium fact, not a concentration target -- not comparable to a canonical range.","At pH 8.0, only 22% is active. residential-pool-total-alkalinity residential-pool total-alkalinity ppm {""min"":80,""max"":120,""ideal"":100} {""low"":60,""high"":180} {""low"":40,""high"":240} Adjust TA before pH."
af519b266378dc98,reference/datasets/chemical-ranges/index.html,ph,6.8,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Salt chlorinator output may need adjustment seasonally. saltwater-pool-ph saltwater-pool ph pH {""min"":7.2,""max"":7.6,""ideal"":7.4} {""low"":7,""high"":7.8} {""low"":6.8,""high"":8.2} Salt pools tend to drift high pH due to electrolysis byproducts."
a33b143b42a29759,reference/datasets/dosage-matrices/index.html,ph,0.2,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Multiple treatments may be required. — — — soda-ash-100pct-ph Soda Ash (Sodium Carbonate, 100%) — pH Increase soda-ash 100 ph 0.2 10000 gallons 8 oz (dry) — residential-pool saltwater-pool hot-tub commercial-pool indoor-pool outdoor-pool — increase Approximate."
dc83b0ecdb3b33b5,reference/datasets/dosage-matrices/index.html,calcium_hardness,77,%,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Add around pool perimeter with pump running. — — 1.5 calcium-chloride-77pct-ch Calcium Chloride (Anhydrous, 77%) — Calcium Hardness Increase calcium-chloride 77 calcium-hardness 10 10000 gallons 27.2 oz (dry) — residential-pool saltwater-pool hot-tub commercial-pool indoor-pool outdoor-pool — none 1…"
b4e624ff33b50199,reference/ph-table.html,ph,8,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …"
c487151a4894902f,reference/ph-table.html,ph,8.2,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …"
3e38d7608fe37c76,reference/ph-table.html,ph,8,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …"
5a829d91bd7ebc5b,reference/ph-table.html,ph,10,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …"
88e5700847d5b324,reference/ph-table.html,ph,12,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …"
bca9e28cdc707397,reference/ph-table.html,ph,2-3,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",High alkalinity (above 150 ppm) makes pH much harder to lower — may need 2–3x these doses.
27b6f2ce18fec06a,reference/total-alkalinity-explained.html,total_alkalinity,10,ppm,NON_CHEMISTRY_ARTIFACT,"Dosage coefficient / formula constant, not a target range -- same category as the already-disclosed calculator dosing-constant findings (Phase 7F Trust Language Audit).","About 1.4 pounds per 10,000 gallons raises TA by approximately 10 ppm."
3a08e9bb77078ed5,reference/water-replacement-guidelines.html,calcium_hardness,25-30,%,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Partial Drain Triggers Parameter Trigger Level Recommended Action CYA Above 80 ppm Partial drain (25–50%) and refill Calcium Hardness Above 500 ppm Partial drain (25–30%) and refill TDS (hot tubs) 1,500 ppm over baseline Complete water change TDS (pools) Above 3,000 ppm (non-salt) Partial drain (25%…"
3c267722d496be40,reference/water-replacement-guidelines.html,salt,1500,ppm,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Partial Drain Triggers Parameter Trigger Level Recommended Action CYA Above 80 ppm Partial drain (25–50%) and refill Calcium Hardness Above 500 ppm Partial drain (25–30%) and refill TDS (hot tubs) 1,500 ppm over baseline Complete water change TDS (pools) Above 3,000 ppm (non-salt) Partial drain (25%…"
042f33d1e19c4ff0,reference/water-replacement-guidelines.html,salt,25,%,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.","Partial Drain Triggers Parameter Trigger Level Recommended Action CYA Above 80 ppm Partial drain (25–50%) and refill Calcium Hardness Above 500 ppm Partial drain (25–30%) and refill TDS (hot tubs) 1,500 ppm over baseline Complete water change TDS (pools) Above 3,000 ppm (non-salt) Partial drain (25%…"
2efabcfd1b09a551,resources/pool-closing-checklist.html,ph,4,ph_units,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",Print This Page &#8592; All Resources &#10003; Printable &#10003; Free Download &#10003; Letter & A4 Ready &#10003; One Page Preview & Print Chemistry Balance (1–2 Weeks Before) Shock pool with super-chlorination dose Adjust pH to 7.2–7.6 Adjust total alkalinity to 80–120 ppm Adjust calcium hardness…
