claim_id,source_file,source_claim,parameter_id,environment,claim_type,production_value,production_unit,source_id,source_value_if_available,conflict_type,conflict_reason,resolution_status
2181b7d6efc5d68e,formulas/ph-adjustment-formula.html,"TA is 100 ppm (typical). ΔpH = 7.8 − 7.4 = 0.4 Constant for 31.5% acid: 0.0833 ÷ 0.315 = 0.264 Dose = 0.4 × 15,000 × 0.264 ÷ 10,000 Alternatively, a commonly used rule-of-thumb: 31.5% muriatic acid drops pH by 0.2 per 10,000 gal using approximately 10 fl oz.",ph,unspecified,RULE_OF_THUMB,0.2,ph_units,,,EXTRACTION_ARTIFACT,"Intermediate arithmetic step, dosage coefficient, or formula constant in a worked example -- not an asserted target claim.",NOT_A_CHEMISTRY_CLAIM
5b9d8183e6541160,formulas/ph-adjustment-formula.html,"TA is 100 ppm (typical). ΔpH = 7.8 − 7.4 = 0.4 Constant for 31.5% acid: 0.0833 ÷ 0.315 = 0.264 Dose = 0.4 × 15,000 × 0.264 ÷ 10,000 Alternatively, a commonly used rule-of-thumb: 31.5% muriatic acid drops pH by 0.2 per 10,000 gal using approximately 10 fl oz.",ph,unspecified,RULE_OF_THUMB,10,ph_units,,,EXTRACTION_ARTIFACT,"Intermediate arithmetic step, dosage coefficient, or formula constant in a worked example -- not an asserted target claim.",NOT_A_CHEMISTRY_CLAIM
1b0970d1a83d7da4,formulas/ph-adjustment-formula.html,"For 0.4 pH units on 15,000 gal: - Base dose for 0.4 on 10,000 gal ≈ 20 fl oz - Scale for 15,000 gal: 20 × 1.5 = 30 fl oz Start with 25–30 fl oz (about 3–4 cups), wait 30–60 minutes, then retest.",ph,unspecified,SAFETY_GUIDANCE,0.4,ph_units,,,EXTRACTION_ARTIFACT,"Intermediate arithmetic step, dosage coefficient, or formula constant in a worked example -- not an asserted target claim.",NOT_A_CHEMISTRY_CLAIM
8cd083976ca910b1,formulas/ph-adjustment-formula.html,"For 0.4 pH units on 15,000 gal: - Base dose for 0.4 on 10,000 gal ≈ 20 fl oz - Scale for 15,000 gal: 20 × 1.5 = 30 fl oz Start with 25–30 fl oz (about 3–4 cups), wait 30–60 minutes, then retest.",ph,unspecified,SAFETY_GUIDANCE,0.4,ph_units,,,EXTRACTION_ARTIFACT,"Intermediate arithmetic step, dosage coefficient, or formula constant in a worked example -- not an asserted target claim.",NOT_A_CHEMISTRY_CLAIM
582c852f023234fc,formulas/ph-adjustment-formula.html,"For 0.4 pH units on 15,000 gal: - Base dose for 0.4 on 10,000 gal ≈ 20 fl oz - Scale for 15,000 gal: 20 × 1.5 = 30 fl oz Start with 25–30 fl oz (about 3–4 cups), wait 30–60 minutes, then retest.",ph,unspecified,SAFETY_GUIDANCE,1.5,ph_units,,,EXTRACTION_ARTIFACT,"Intermediate arithmetic step, dosage coefficient, or formula constant in a worked example -- not an asserted target claim.",NOT_A_CHEMISTRY_CLAIM
b0d3931e854ab7d4,formulas/ph-adjustment-formula.html,"For 0.4 pH units on 15,000 gal: - Base dose for 0.4 on 10,000 gal ≈ 20 fl oz - Scale for 15,000 gal: 20 × 1.5 = 30 fl oz Start with 25–30 fl oz (about 3–4 cups), wait 30–60 minutes, then retest.",ph,unspecified,SAFETY_GUIDANCE,3-4,ph_units,,,EXTRACTION_ARTIFACT,"Intermediate arithmetic step, dosage coefficient, or formula constant in a worked example -- not an asserted target claim.",NOT_A_CHEMISTRY_CLAIM
cebb56e104077c75,formulas/ph-adjustment-formula.html,"To raise pH: use sodium carbonate (soda ash) — approximately 6 oz per 10,000 gallons per 0.2 pH unit increase.",ph,unspecified,RULE_OF_THUMB,0.2,ph_units,,,RANGE_MISMATCH,"Value 0.2-0.2 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-hottub-chlorine-routine (7-7.8), range-ph-hottub-bromine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
9edbb678ce36f0b9,formulas/ph-adjustment-formula.html,Accuracy decreases for adjustments > ±0.5 pH units.,ph,unspecified,RANGE,0.5,ph_units,,,RANGE_MISMATCH,"Value 0.5-0.5 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-hottub-chlorine-routine (7-7.8), range-ph-hottub-bromine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
bc14159ad5674bb9,formulas/salt-formula.html,"Increase needed = 3,200 − 2,400 = 800 ppm Using the rule: 1 lb raises 10,000 gal by 12 ppm lbs per 10,000 gal for 800 ppm = 800 ÷ 12 = 66.7 lbs For 20,000 gal: 66.7 × 2 = 133 lbs You need approximately 133 lbs of pool salt — that's about 3.3 bags of 40-lb salt.",salt,pool,RULE_OF_THUMB,800,ppm,,,EXTRACTION_ARTIFACT,"Intermediate arithmetic step, dosage coefficient, or formula constant in a worked example -- not an asserted target claim.",NOT_A_CHEMISTRY_CLAIM
0f72dee08879a00e,formulas/salt-formula.html,"Increase needed = 3,200 − 2,400 = 800 ppm Using the rule: 1 lb raises 10,000 gal by 12 ppm lbs per 10,000 gal for 800 ppm = 800 ÷ 12 = 66.7 lbs For 20,000 gal: 66.7 × 2 = 133 lbs You need approximately 133 lbs of pool salt — that's about 3.3 bags of 40-lb salt.",salt,pool,RULE_OF_THUMB,12,ppm,,,EXTRACTION_ARTIFACT,"Intermediate arithmetic step, dosage coefficient, or formula constant in a worked example -- not an asserted target claim.",NOT_A_CHEMISTRY_CLAIM
669a13760c6ded87,formulas/salt-formula.html,"Increase needed = 3,200 − 2,400 = 800 ppm Using the rule: 1 lb raises 10,000 gal by 12 ppm lbs per 10,000 gal for 800 ppm = 800 ÷ 12 = 66.7 lbs For 20,000 gal: 66.7 × 2 = 133 lbs You need approximately 133 lbs of pool salt — that's about 3.3 bags of 40-lb salt.",salt,pool,RULE_OF_THUMB,800,ppm,,,EXTRACTION_ARTIFACT,"Intermediate arithmetic step, dosage coefficient, or formula constant in a worked example -- not an asserted target claim.",NOT_A_CHEMISTRY_CLAIM
7e0f558879172a0a,formulas/salt-formula.html,Pool-grade salt is 99.8%+ pure sodium chloride — do not use rock salt or water softener salt with additives.,salt,pool,RULE_OF_THUMB,99.8,%,,,RANGE_MISMATCH,"Value 99.8-99.8 % does not overlap the canonical range(s) range-salt-generic-operating (2700-3400), range-salt-pentair (3200-3800), range-salt-autopilot (3600-4400) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
e4720708b5b23e6a,formulas/salt-formula.html,"It only needs to be replenished after significant water loss (drain, splash-out, backwash) or heavy rainfall (dilution). 1 lb of salt per 10,000 gallons raises salt level by approximately 12 ppm.",salt,unspecified,RULE_OF_THUMB,12,ppm,,,RANGE_MISMATCH,"Value 12-12 ppm does not overlap the canonical range(s) range-salt-generic-operating (2700-3400), range-salt-pentair (3200-3800), range-salt-autopilot (3600-4400) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
e77f12baab6f0641,formulas/shock-formula.html,"Target FC = 5 ppm Increase needed = 5 − 1 = 4 ppm Numerator = 4 × 20,000 = 80,000 Denominator = 65 × 800 = 52,000 Dose = 80,000 ÷ 52,000 = 1.54 lbs You need approximately 1.5 lbs of 65% calcium hypochlorite.",free_chlorine,unspecified,RULE_OF_THUMB,65,%,,,UNSUPPORTED_PRODUCTION_CLAIM,"Value describes a product/chemical-supply specification (e.g. product concentration, %-by-weight), not a pool/spa water target -- never comparable to a water-chemistry range.",NOT_A_CHEMISTRY_CLAIM
1bef8e9a21bee970,formulas/shock-formula.html,Maintenance shock raises FC to 10 ppm as a routine preventive treatment.,free_chlorine,unspecified,RANGE,10,ppm,,,CLAIM_FAMILY_GAP,"Value describes a shock/breakpoint-treatment scenario, correctly outside the routine-maintenance range it was checked against -- no numeric shock-treatment range exists in the claim family yet (see SHOCK-CLAIM-FAMILY-DECISION.md).",REQUIRES_EXPERT_REVIEW
d77fd506ec0b8ca4,formulas/shock-formula.html,Algae recovery typically requires 20–30 ppm FC.,free_chlorine,unspecified,RULE_OF_THUMB,20-30,ppm,,,RANGE_MISMATCH,"Value 20-30 ppm does not overlap the canonical range(s) range-fc-pool-chlorine-no-cya (1-3), range-fc-pool-chlorine-with-cya (2-4), range-fc-hottub-chlorine-routine (3-5) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
7f5ee0f33a43a50a,glossary/algae-bloom.html,"Definition Details Values Definition An algae bloom is the rapid, visible multiplication of algae in pool water, resulting in green, cloudy, or discolored water. &#127919; Typical Values: Shock dose for active bloom: 30 ppm FC; Prevention: maintain FC above 1 ppm at all times In Plain Language Algae…",free_chlorine,pool,RANGE,30,ppm,,,CLAIM_FAMILY_GAP,"Value describes a shock/breakpoint-treatment scenario, correctly outside the routine-maintenance range it was checked against -- no numeric shock-treatment range exists in the claim family yet (see SHOCK-CLAIM-FAMILY-DECISION.md).",REQUIRES_EXPERT_REVIEW
42321b26628911bc,glossary/algae-bloom.html,Typical Values &#127919; Shock dose for active bloom: 30 ppm FC; Prevention: maintain FC above 1 ppm at all times Related Resources Pool Shock Calculator Green Water Shock Formula Last reviewed: 2026-06-01,free_chlorine,unspecified,RANGE,30,ppm,,,CLAIM_FAMILY_GAP,"Value describes a shock/breakpoint-treatment scenario, correctly outside the routine-maintenance range it was checked against -- no numeric shock-treatment range exists in the claim family yet (see SHOCK-CLAIM-FAMILY-DECISION.md).",REQUIRES_EXPERT_REVIEW
f35783d3997ced37,glossary/bcdmh.html,"Definition Details Values Definition BCDMH (1-bromo-3-chloro-5,5-dimethylhydantoin) is the most common active ingredient in bromine tablets for hot tubs and spas. &#127919; Typical Values: Available bromine: ~54%; Dissolves in about 3–5 days (3-inch tablets) In Plain Language BCDMH tablets dissolve …",bromine,hot_tub,RANGE,54,%,,,UNSUPPORTED_PRODUCTION_CLAIM,"BCDMH TABLET available-bromine content (~54%), a product spec, not a pool/spa water bromine reading.",NOT_A_CHEMISTRY_CLAIM
2f4bb94f093a66b9,glossary/bcdmh.html,Typical Values &#127919; Available bromine: ~54%; Dissolves in about 3–5 days (3-inch tablets) Related Resources Bromine Vs Chlorine Last reviewed: 2026-06-01,bromine,unspecified,RANGE,54,%,,,UNSUPPORTED_PRODUCTION_CLAIM,Same product-spec pattern.,NOT_A_CHEMISTRY_CLAIM
acf78727cc9cf3b7,glossary/black-algae.html,"Definition Details Values Definition Black algae is a stubborn, deeply rooted algae species that forms black or dark blue-green spots on pool plaster surfaces. &#127919; Typical Values: Treatment: 20–30 ppm FC maintained for 3–5 days; requires vigorous brushing In Plain Language Despite its name, bl…",free_chlorine,pool,RANGE,20-30,ppm,,,RANGE_MISMATCH,"Value 20-30 ppm does not overlap the canonical range(s) range-fc-pool-chlorine-no-cya (1-3), range-fc-pool-chlorine-with-cya (2-4) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
967a7fd1a6b0bdb7,glossary/black-algae.html,"Treatment requires physically scrubbing the spots aggressively with a stiff brush to break the protective layer, then maintaining very high FC levels (20–30 ppm) for several days.",free_chlorine,unspecified,RANGE,20-30,ppm,,,RANGE_MISMATCH,"Value 20-30 ppm does not overlap the canonical range(s) range-fc-pool-chlorine-no-cya (1-3), range-fc-pool-chlorine-with-cya (2-4), range-fc-hottub-chlorine-routine (3-5) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
bc2afd0f40906f69,glossary/black-algae.html,Typical Values &#127919; Treatment: 20–30 ppm FC maintained for 3–5 days; requires vigorous brushing Related Resources Pool Shock Calculator Green Water Shock Formula Last reviewed: 2026-06-01,free_chlorine,unspecified,RANGE,20-30,ppm,,,CLAIM_FAMILY_GAP,"Value describes a shock/breakpoint-treatment scenario, correctly outside the routine-maintenance range it was checked against -- no numeric shock-treatment range exists in the claim family yet (see SHOCK-CLAIM-FAMILY-DECISION.md).",REQUIRES_EXPERT_REVIEW
cf37c869eeb2535e,glossary/breakpoint-dose.html,Definition Details Values Definition The breakpoint dose is the specific amount of free chlorine that must be added to destroy all combined chlorine in pool water. &#127919; Typical Values: Breakpoint dose = 10 × CC; typical: 5–15 ppm of additional FC In Plain Language Breakpoint dose = 10 × (combin…,free_chlorine,pool,RANGE,5-15,ppm,,,CLAIM_FAMILY_GAP,"Breakpoint-dose ADDITIONAL FC amount (5-15 ppm on top of existing), not a routine-maintenance target. No numeric shock-treatment FC range exists yet.",REQUIRES_EXPERT_REVIEW
d6e909a2b3344cda,glossary/breakpoint-dose.html,"If CC = 0.8 ppm, breakpoint dose = 8 ppm of additional FC.",combined_chlorine,unspecified,RANGE,0.8,ppm,,,CLAIM_FAMILY_GAP,"Value describes a shock/breakpoint-treatment scenario, correctly outside the routine-maintenance range it was checked against -- no numeric shock-treatment range exists in the claim family yet (see SHOCK-CLAIM-FAMILY-DECISION.md).",REQUIRES_EXPERT_REVIEW
c588239eba775b10,glossary/breakpoint-dose.html,"If CC = 0.8 ppm, breakpoint dose = 8 ppm of additional FC.",free_chlorine,unspecified,RANGE,8,ppm,,,CLAIM_FAMILY_GAP,"Value describes a shock/breakpoint-treatment scenario, correctly outside the routine-maintenance range it was checked against -- no numeric shock-treatment range exists in the claim family yet (see SHOCK-CLAIM-FAMILY-DECISION.md).",REQUIRES_EXPERT_REVIEW
addb2561a725da67,glossary/breakpoint-dose.html,"The current FC level must be added to the breakpoint dose to determine the total target FC: if current FC is 1.5 ppm and breakpoint dose is 8 ppm, target FC = 9.5 ppm.",free_chlorine,unspecified,RANGE,8,ppm,,,CLAIM_FAMILY_GAP,"Value describes a shock/breakpoint-treatment scenario, correctly outside the routine-maintenance range it was checked against -- no numeric shock-treatment range exists in the claim family yet (see SHOCK-CLAIM-FAMILY-DECISION.md).",REQUIRES_EXPERT_REVIEW
38aebb32925e783d,glossary/breakpoint-dose.html,"The current FC level must be added to the breakpoint dose to determine the total target FC: if current FC is 1.5 ppm and breakpoint dose is 8 ppm, target FC = 9.5 ppm.",free_chlorine,unspecified,RANGE,9.5,ppm,,,CLAIM_FAMILY_GAP,"Value describes a shock/breakpoint-treatment scenario, correctly outside the routine-maintenance range it was checked against -- no numeric shock-treatment range exists in the claim family yet (see SHOCK-CLAIM-FAMILY-DECISION.md).",REQUIRES_EXPERT_REVIEW
55212fcd88fc55b5,glossary/breakpoint-dose.html,Typical Values &#127919; Breakpoint dose = 10 × CC; typical: 5–15 ppm of additional FC Related Resources Pool Shock Calculator Breakpoint Chlorination Shock Formula Last reviewed: 2026-06-01,free_chlorine,pool,RANGE,5-15,ppm,,,CLAIM_FAMILY_GAP,"Value describes a shock/breakpoint-treatment scenario, correctly outside the routine-maintenance range it was checked against -- no numeric shock-treatment range exists in the claim family yet (see SHOCK-CLAIM-FAMILY-DECISION.md).",REQUIRES_EXPERT_REVIEW
d82f11165634fed9,glossary/bromine.html,Bromine target: 3–6 ppm (compared to 1–3 ppm for chlorine).,bromine,unspecified,RANGE,1-3,ppm,,,EXTRACTION_ARTIFACT,"""Bromine target: 3-6 ppm (compared to 1-3 ppm for chlorine)"" -- the 1-3 chlorine-comparison figure was carried-forward-attributed to bromine's clause; the sentence's actual bromine figure (3-6) is a different number in the same sentence.",NOT_A_CHEMISTRY_CLAIM
fd36093250221e4d,glossary/carbon-dioxide.html,"Pools with high aeration (waterfalls, fountains, spa jets) off-gas CO2 rapidly, which raises pH as the acidic CO2 leaves the water.",ph,hot_tub,RANGE,2,ph_units,,,RANGE_MISMATCH,"Value 2-2 ph_units does not overlap the canonical range(s) range-ph-hottub-chlorine-routine (7-7.8), range-ph-hottub-bromine-routine (7-7.8) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
f86db4e02b320ce5,glossary/carbon-dioxide.html,"Conversely, adding CO2 gas (through a CO2 injection system) is an alternative to muriatic acid for pH control in commercial pools — it is safer and provides precise pH management.",ph,pool,RANGE,2,ph_units,,,RANGE_MISMATCH,"Value 2-2 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
415c4fde4133185a,glossary/carbon-dioxide.html,"Conversely, adding CO2 gas (through a CO2 injection system) is an alternative to muriatic acid for pH control in commercial pools — it is safer and provides precise pH management.",ph,pool,RANGE,2,ph_units,,,RANGE_MISMATCH,"Value 2-2 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
58592832ef60f77c,glossary/chloramine.html,Ideal Range: 0–0 ppm Calculators Pool Shock Calculator Hot Tub Shock Calculator Chemical Calculator Related Free Chlorine Total Chlorine Shock Treatment Breakpoint Chlorination Full entity details → Glossary 2 min read Updated 2026-06-01 Chloramine Chloramines are compounds formed when free chlorine…,free_chlorine,both,RANGE,0,ppm,,,CLAIM_FAMILY_GAP,"Value describes a shock/breakpoint-treatment scenario, correctly outside the routine-maintenance range it was checked against -- no numeric shock-treatment range exists in the claim family yet (see SHOCK-CLAIM-FAMILY-DECISION.md).",REQUIRES_EXPERT_REVIEW
1156c31fad77947c,glossary/chloramine.html,"They are the primary cause of pool odour and eye irritation. &#127919; Typical Values: Action threshold: 0.5 ppm combined chlorine In Plain Language The main chloramines in pool water are monochloramine (NH2Cl), dichloramine (NHCl2), and nitrogen trichloride (NCl3).",combined_chlorine,pool,RANGE,0.5,ppm,,,RANGE_MISMATCH,Value 0.5-0.5 ppm does not overlap the canonical range(s) range-cc-pool-hottub-max (0-0.4) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.,UNREVIEWED
50cbc19aa9ae3335,glossary/chloramine.html,Typical Values &#127919; Action threshold: 0.5 ppm combined chlorine Related Resources Pool Shock Calculator Combined Chlorine Explained Shock Formula Last reviewed: 2026-06-01,combined_chlorine,pool,RANGE,0.5,ppm,,,CLAIM_FAMILY_GAP,"Value describes a shock/breakpoint-treatment scenario, correctly outside the routine-maintenance range it was checked against -- no numeric shock-treatment range exists in the claim family yet (see SHOCK-CLAIM-FAMILY-DECISION.md).",REQUIRES_EXPERT_REVIEW
a3da46cee8ea4111,glossary/chlorine-stabilizer.html,"Definition Details Values Definition Chlorine stabilizer is another name for cyanuric acid (CYA), used as a synonym especially in product marketing. &#127919; Typical Values: Target: 30–50 ppm (standard pools); 60–80 ppm (salt pools) In Plain Language The terms stabilizer, conditioner, and cyanuric …",salt,pool,RANGE,60-80,ppm,,,UNSUPPORTED_PRODUCTION_CLAIM,"Value describes a product/chemical-supply specification (e.g. product concentration, %-by-weight), not a pool/spa water target -- never comparable to a water-chemistry range.",NOT_A_CHEMISTRY_CLAIM
9a000601eaaf40a3,glossary/chlorine-stabilizer.html,Typical Values &#127919; Target: 30–50 ppm (standard pools); 60–80 ppm (salt pools) Related Resources Pool Cyanuric Acid Calculator Understanding Cyanuric Acid Cya Formula Last reviewed: 2026-06-01,salt,pool,RANGE,60-80,ppm,,,EXTRACTION_ARTIFACT,"Navigation, UI chrome, or page-metadata text; the numeric value is not a chemistry claim at all.",NOT_A_CHEMISTRY_CLAIM
954305bc32cdc329,glossary/combined-chlorine.html,Ideal Range: 0–0 ppm Calculators Pool Shock Calculator Hot Tub Shock Calculator Chemical Calculator Related Free Chlorine Total Chlorine Shock Treatment Breakpoint Chlorination Full entity details → Glossary 2 min read Updated 2026-06-01 Combined Chlorine Combined chlorine is the portion of total ch…,free_chlorine,both,RANGE,0,ppm,,,UNSUPPORTED_PRODUCTION_CLAIM,"Describes what fraction/percentage of the parameter is in a particular chemical form/state, not a concentration target.",NOT_A_CHEMISTRY_CLAIM
c1d138499183e472,glossary/combined-chlorine.html,Why It Matters Combined chlorine above 0.5 ppm indicates a need for shock treatment.,combined_chlorine,unspecified,RANGE,0.5,ppm,,,CLAIM_FAMILY_GAP,"Value describes a shock/breakpoint-treatment scenario, correctly outside the routine-maintenance range it was checked against -- no numeric shock-treatment range exists in the claim family yet (see SHOCK-CLAIM-FAMILY-DECISION.md).",REQUIRES_EXPERT_REVIEW
c5603fbc359a4b45,glossary/cyanuric-acid.html,"Definition Details Values Definition Cyanuric acid is a stabilizing compound that forms a reversible bond with free chlorine in pool water, protecting it from UV degradation. &#127919; Typical Values: Standard pools: 30–50 ppm; Salt pools: 60–80 ppm; Never above 100 ppm for normal pools In Plain Lan…",salt,pool,RANGE,60-80,ppm,,,RANGE_MISMATCH,"Value 60-80 ppm does not overlap the canonical range(s) range-salt-generic-operating (2700-3400), range-salt-pentair (3200-3800), range-salt-autopilot (3600-4400) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
b1f821a6668088c6,glossary/cyanuric-acid.html,"Definition Details Values Definition Cyanuric acid is a stabilizing compound that forms a reversible bond with free chlorine in pool water, protecting it from UV degradation. &#127919; Typical Values: Standard pools: 30–50 ppm; Salt pools: 60–80 ppm; Never above 100 ppm for normal pools In Plain Lan…",salt,pool,RANGE,100,ppm,,,RANGE_MISMATCH,"Value 100-100 ppm does not overlap the canonical range(s) range-salt-generic-operating (2700-3400), range-salt-pentair (3200-3800), range-salt-autopilot (3600-4400) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
7b247181edecac3b,glossary/cyanuric-acid.html,Typical Values &#127919; Standard pools: 30–50 ppm; Salt pools: 60–80 ppm; Never above 100 ppm for normal pools Related Resources Pool Cyanuric Acid Calculator Understanding Cyanuric Acid Cya Formula Last reviewed: 2026-06-01,salt,pool,RANGE,60-80,ppm,,,EXTRACTION_ARTIFACT,"Navigation, UI chrome, or page-metadata text; the numeric value is not a chemistry claim at all.",NOT_A_CHEMISTRY_CLAIM
8693b7f0608a5d9c,glossary/cyanuric-acid.html,Typical Values &#127919; Standard pools: 30–50 ppm; Salt pools: 60–80 ppm; Never above 100 ppm for normal pools Related Resources Pool Cyanuric Acid Calculator Understanding Cyanuric Acid Cya Formula Last reviewed: 2026-06-01,cyanuric_acid,pool,RANGE,100,ppm,,,CONTEXT_MISMATCH,"""Above/exceeds"" threshold phrasing describing a too-high condition, consistent with (not contradicting) the canonical range's own maximum (15).",FALSE_CONFLICT
7a4af1345cea025e,glossary/dichlor.html,Definition Details Values Definition Dichlor (sodium dichloroisocyanurate) is a fast-dissolving stabilised chlorine product that adds both free chlorine and cyanuric acid to pool water. &#127919; Typical Values: Available chlorine: ~56%; CYA added: ~33% by weight of product In Plain Language Dichlor…,cyanuric_acid,pool,RANGE,56,%,,,UNSUPPORTED_PRODUCTION_CLAIM,"Value describes a product/chemical-supply specification (e.g. product concentration, %-by-weight), not a pool/spa water target -- never comparable to a water-chemistry range.",NOT_A_CHEMISTRY_CLAIM
8abd56b5dfefdad2,glossary/free-chlorine.html,Ideal Range: 1–3 ppm Calculators Pool Chlorine Calculator Hot Tub Chlorine Calculator Chemical Calculator Pool Shock Calculator Related Combined Chlorine Total Chlorine pH Cyanuric Acid Shock Treatment Full entity details → Glossary 2 min read Updated 2026-06-01 Free Chlorine Free chlorine is the co…,combined_chlorine,both,RANGE,1-3,ppm,,,CLAIM_FAMILY_GAP,"Value describes a shock/breakpoint-treatment scenario, correctly outside the routine-maintenance range it was checked against -- no numeric shock-treatment range exists in the claim family yet (see SHOCK-CLAIM-FAMILY-DECISION.md).",REQUIRES_EXPERT_REVIEW
d064285c8d34de18,glossary/free-chlorine.html,"Definition Details Values Definition Free chlorine is the concentration of active, unsaturated chlorine available in pool water to sanitise and disinfect. &#127919; Typical Values: Pools: 1–3 ppm; Hot tubs: 3–5 ppm; Minimum safe: 1.0 ppm In Plain Language Free chlorine consists of two forms: hypochl…",free_chlorine,hot_tub,RANGE,1,ppm,,,RANGE_MISMATCH,Value 1-1 ppm does not overlap the canonical range(s) range-fc-hottub-chlorine-routine (3-5) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.,UNREVIEWED
bdd62415ba1e7198,glossary/free-chlorine.html,"Hypochlorous acid is the bactericidal form — at pH 7.2, roughly 67% of free chlorine is in this effective form.",free_chlorine,unspecified,RULE_OF_THUMB,67,%,,,UNSUPPORTED_PRODUCTION_CLAIM,"Describes what fraction/percentage of the parameter is in a particular chemical form/state, not a concentration target.",NOT_A_CHEMISTRY_CLAIM
64d72250b0a6acd9,glossary/green-algae.html,"Definition Details Values Definition Green algae is the most common pool algae species, causing water to turn green or teal and surfaces to become slippery. &#127919; Typical Values: Kill dose: 30 ppm FC (active bloom); Maintain 1–3 ppm FC to prevent In Plain Language Green algae (Chlorophyta) is fr…",free_chlorine,pool,RANGE,30,ppm,,,RANGE_MISMATCH,"Value 30-30 ppm does not overlap the canonical range(s) range-fc-pool-chlorine-no-cya (1-3), range-fc-pool-chlorine-with-cya (2-4) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
2602513cb45e4dbc,glossary/green-algae.html,Typical Values &#127919; Kill dose: 30 ppm FC (active bloom); Maintain 1–3 ppm FC to prevent Related Resources Pool Shock Calculator Green Water Shock Formula Last reviewed: 2026-06-01,free_chlorine,unspecified,RANGE,30,ppm,,,CLAIM_FAMILY_GAP,"Value describes a shock/breakpoint-treatment scenario, correctly outside the routine-maintenance range it was checked against -- no numeric shock-treatment range exists in the claim family yet (see SHOCK-CLAIM-FAMILY-DECISION.md).",REQUIRES_EXPERT_REVIEW
ee5f76d7bf2c5831,glossary/hypochlorous-acid.html,"Definition Details Values Definition Hypochlorous acid (HOCl) is the active, bactericidal form of chlorine in pool water, responsible for killing pathogens. &#127919; Typical Values: At pH 7.2: ~67% of FC is HOCl; at pH 7.4: ~55%; at pH 7.6: ~40%; at pH 8.0: ~22% In Plain Language When chlorine diss…",free_chlorine,pool,RANGE,67,%,,,UNSUPPORTED_PRODUCTION_CLAIM,"Describes what fraction/percentage of the parameter is in a particular chemical form/state, not a concentration target.",NOT_A_CHEMISTRY_CLAIM
b95e7ef017cbe59a,glossary/hypochlorous-acid.html,"Definition Details Values Definition Hypochlorous acid (HOCl) is the active, bactericidal form of chlorine in pool water, responsible for killing pathogens. &#127919; Typical Values: At pH 7.2: ~67% of FC is HOCl; at pH 7.4: ~55%; at pH 7.6: ~40%; at pH 8.0: ~22% In Plain Language When chlorine diss…",ph,pool,RANGE,8,ph_units,,,UNSUPPORTED_PRODUCTION_CLAIM,"Describes what fraction/percentage of the parameter is in a particular chemical form/state, not a concentration target.",NOT_A_CHEMISTRY_CLAIM
7e855272dcd2c18e,glossary/hypochlorous-acid.html,"The proportion of HOCl is controlled entirely by pH — at pH 7.2, about 67% is HOCl; at pH 8.0, only 22% is HOCl.",ph,unspecified,RANGE,8,ph_units,,,RANGE_MISMATCH,"Value 8-8 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-hottub-chlorine-routine (7-7.8), range-ph-hottub-bromine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
