claim_id,claim_text,parameter,production_context,source_id,source_support,support_type,decision,notes
9299059b0c52fc37,Below 1 ppm sanitizer may be too weak; above 3 ppm can irritate swimmers—test and dose in small steps.,sanitizer,"calculators/chemical-calculator.html (env=unspecified, 1-1 ppm)",,MANUALLY_REVIEWED,NOT_SUPPORTED,GENERIC_SANITIZER_NOT_CHLORINE_SPECIFIC,"""sanitizer"" used generically (could mean FC or bromine); 1 ppm floor / 3 ppm ceiling roughly brackets both CDC FC minimums and typical bromine ranges but is not itself a source-stated combined figure. Needs either splitting into chlorine-specific/bromine-specific claims or a dedicated generic-sanitizer source."
6a81584835cfe60c,Below 1 ppm sanitizer may be too weak; above 3 ppm can irritate swimmers—test and dose in small steps.,sanitizer,"calculators/chemical-calculator.html (env=unspecified, 3-3 ppm)",,MECHANICAL_CLASSIFICATION_ONLY,NOT_SUPPORTED,REQUIRES_EXPERT_REVIEW,Claim family exists (claim-mixing-chemicals-danger) but no canonical range covers this specific environment/context -- needs individual human review.
4aaf0668a2e32352,Test chlorine and pH at least 2–3 times per week during swim season.,ph,"calculators/chemical-calculator.html (env=unspecified, 2-3 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 2-3 ph_units does not overlap any canonical range for ph/unspecified (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
9b2df39a347f6b70,"Many products overlap, but hot tubs need higher sanitizer (often 3–5 ppm) and smaller volumes mean tiny errors matter.",sanitizer,"calculators/chemical-calculator.html (env=hot_tub, 3-5 ppm)",,MECHANICAL_CLASSIFICATION_ONLY,NOT_SUPPORTED,REQUIRES_EXPERT_REVIEW,Claim family exists (claim-mixing-chemicals-danger) but no canonical range covers this specific environment/context -- needs individual human review.
e977018fdc60533e,Related Calculators Pool Calculators (5) Pool Chemical Calculator Pool Chlorine Calculator Pool pH Calculator Pool Shock Calculator Pool Volume Calculator Hot Tub Calculators (3) Hot Tub Chlorine Calculator Hot Tub pH Calculator Hot Tub Shock Calculator Water Chemistry (5) Salt Calculator Alkalinity…,ph,"calculators/hot-tub-ph-calculator.html (env=both, 5-5 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 5-5 ph_units does not overlap any canonical range for ph/both (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
2be7b59b831997c8,Related Calculators Pool Calculators (5) Pool Chemical Calculator Pool Chlorine Calculator Pool pH Calculator Pool Shock Calculator Pool Volume Calculator Hot Tub Calculators (3) Hot Tub Chlorine Calculator Hot Tub pH Calculator Hot Tub Shock Calculator Water Chemistry (5) Salt Calculator Alkalinity…,ph,"calculators/hot-tub-ph-calculator.html (env=both, 3-3 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 3-3 ph_units does not overlap any canonical range for ph/both (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
cec90c3358610b3a,Related Calculators Pool Calculators (5) Pool Chemical Calculator Pool Chlorine Calculator Pool pH Calculator Pool Shock Calculator Pool Volume Calculator Hot Tub Calculators (3) Hot Tub Chlorine Calculator Hot Tub pH Calculator Hot Tub Shock Calculator Water Chemistry (5) Salt Calculator Alkalinity…,ph,"calculators/hot-tub-shock-calculator.html (env=both, 5-5 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 5-5 ph_units does not overlap any canonical range for ph/both (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
dadbbf62fd31d9c8,Related Calculators Pool Calculators (5) Pool Chemical Calculator Pool Chlorine Calculator Pool pH Calculator Pool Shock Calculator Pool Volume Calculator Hot Tub Calculators (3) Hot Tub Chlorine Calculator Hot Tub pH Calculator Hot Tub Shock Calculator Water Chemistry (5) Salt Calculator Alkalinity…,ph,"calculators/hot-tub-shock-calculator.html (env=both, 3-3 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 3-3 ph_units does not overlap any canonical range for ph/both (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
0b859f5f51df429e,Hot Tub Chemical Calculator (Safe Levels in 30 Seconds) Hit 3–5 ppm sanitizer in seconds: enter spa gallons + test strip readings for exact chlorine ounces.,sanitizer,"calculators/index.html (env=hot_tub, 3-5 ppm)",cdc-healthy-swimming-home-treatment,MANUALLY_REVIEWED,CONTEXTUAL,MATCHES_CDC_HOTTUB_FC_RANGE,"3-5 ppm matches CDC's hot-tub FC range exactly (range-fc-hottub-chlorine-routine), but the page calls it generic ""sanitizer"" not specifically free chlorine -- contextually correct, wording could be tightened."
bbb41d892f261ad4,Related Calculators Pool Calculators (5) Pool Chemical Calculator Pool Chlorine Calculator Pool pH Calculator Pool Shock Calculator Pool Volume Calculator Hot Tub Calculators (3) Hot Tub Chlorine Calculator Hot Tub pH Calculator Hot Tub Shock Calculator Water Chemistry (5) Salt Calculator Alkalinity…,ph,"calculators/pool-alkalinity-calculator.html (env=both, 5-5 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 5-5 ph_units does not overlap any canonical range for ph/both (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
9af15a7839432406,Related Calculators Pool Calculators (5) Pool Chemical Calculator Pool Chlorine Calculator Pool pH Calculator Pool Shock Calculator Pool Volume Calculator Hot Tub Calculators (3) Hot Tub Chlorine Calculator Hot Tub pH Calculator Hot Tub Shock Calculator Water Chemistry (5) Salt Calculator Alkalinity…,ph,"calculators/pool-alkalinity-calculator.html (env=both, 3-3 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 3-3 ph_units does not overlap any canonical range for ph/both (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
c3af2ffdaf9b30d2,Related Calculators Pool Calculators (5) Pool Chemical Calculator Pool Chlorine Calculator Pool pH Calculator Pool Shock Calculator Pool Volume Calculator Hot Tub Calculators (3) Hot Tub Chlorine Calculator Hot Tub pH Calculator Hot Tub Shock Calculator Water Chemistry (5) Salt Calculator Alkalinity…,ph,"calculators/pool-chlorine-calculator.html (env=both, 5-5 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 5-5 ph_units does not overlap any canonical range for ph/both (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
416f5fd0b05dd326,Related Calculators Pool Calculators (5) Pool Chemical Calculator Pool Chlorine Calculator Pool pH Calculator Pool Shock Calculator Pool Volume Calculator Hot Tub Calculators (3) Hot Tub Chlorine Calculator Hot Tub pH Calculator Hot Tub Shock Calculator Water Chemistry (5) Salt Calculator Alkalinity…,ph,"calculators/pool-chlorine-calculator.html (env=both, 3-3 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 3-3 ph_units does not overlap any canonical range for ph/both (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
b1fb2e1ef6d5fe2f,Related Calculators Pool Calculators (5) Pool Chemical Calculator Pool Chlorine Calculator Pool pH Calculator Pool Shock Calculator Pool Volume Calculator Hot Tub Calculators (3) Hot Tub Chlorine Calculator Hot Tub pH Calculator Hot Tub Shock Calculator Water Chemistry (5) Salt Calculator Alkalinity…,ph,"calculators/pool-cyanuric-acid-calculator.html (env=both, 5-5 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 5-5 ph_units does not overlap any canonical range for ph/both (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
1a01f1dff6b1d7e6,Related Calculators Pool Calculators (5) Pool Chemical Calculator Pool Chlorine Calculator Pool pH Calculator Pool Shock Calculator Pool Volume Calculator Hot Tub Calculators (3) Hot Tub Chlorine Calculator Hot Tub pH Calculator Hot Tub Shock Calculator Water Chemistry (5) Salt Calculator Alkalinity…,ph,"calculators/pool-cyanuric-acid-calculator.html (env=both, 3-3 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 3-3 ph_units does not overlap any canonical range for ph/both (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
09149ee6ed3e7b5c,Test pH 2–3 times per week when the pool is in use.,ph,"calculators/pool-ph-calculator.html (env=pool, 2-3 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 2-3 ph_units does not overlap any canonical range for ph/pool (checked: range-ph-pool-chlorine-routine, range-ph-pool-narrow-operational)."
5f4a2c48aaac056d,Related Calculators Pool Calculators (5) Pool Chemical Calculator Pool Chlorine Calculator Pool pH Calculator Pool Shock Calculator Pool Volume Calculator Hot Tub Calculators (3) Hot Tub Chlorine Calculator Hot Tub pH Calculator Hot Tub Shock Calculator Water Chemistry (5) Salt Calculator Alkalinity…,ph,"calculators/pool-turnover-rate-calculator.html (env=both, 5-5 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 5-5 ph_units does not overlap any canonical range for ph/both (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
af1fba036838b20d,Related Calculators Pool Calculators (5) Pool Chemical Calculator Pool Chlorine Calculator Pool pH Calculator Pool Shock Calculator Pool Volume Calculator Hot Tub Calculators (3) Hot Tub Chlorine Calculator Hot Tub pH Calculator Hot Tub Shock Calculator Water Chemistry (5) Salt Calculator Alkalinity…,ph,"calculators/pool-turnover-rate-calculator.html (env=both, 3-3 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 3-3 ph_units does not overlap any canonical range for ph/both (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
703bac1dd499621a,Related Calculators Pool Calculators (5) Pool Chemical Calculator Pool Chlorine Calculator Pool pH Calculator Pool Shock Calculator Pool Volume Calculator Hot Tub Calculators (3) Hot Tub Chlorine Calculator Hot Tub pH Calculator Hot Tub Shock Calculator Water Chemistry (5) Salt Calculator Alkalinity…,ph,"calculators/pool-volume-calculator.html (env=both, 5-5 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 5-5 ph_units does not overlap any canonical range for ph/both (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
72af294eab740488,Related Calculators Pool Calculators (5) Pool Chemical Calculator Pool Chlorine Calculator Pool pH Calculator Pool Shock Calculator Pool Volume Calculator Hot Tub Calculators (3) Hot Tub Chlorine Calculator Hot Tub pH Calculator Hot Tub Shock Calculator Water Chemistry (5) Salt Calculator Alkalinity…,ph,"calculators/pool-volume-calculator.html (env=both, 3-3 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 3-3 ph_units does not overlap any canonical range for ph/both (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
59afb9ea52ccfcba,Related Calculators Pool Calculators (5) Pool Chemical Calculator Pool Chlorine Calculator Pool pH Calculator Pool Shock Calculator Pool Volume Calculator Hot Tub Calculators (3) Hot Tub Chlorine Calculator Hot Tub pH Calculator Hot Tub Shock Calculator Water Chemistry (5) Salt Calculator Alkalinity…,ph,"calculators/saltwater-pool-salt-calculator.html (env=both, 5-5 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 5-5 ph_units does not overlap any canonical range for ph/both (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
d6a9ad3956c3ac1e,Related Calculators Pool Calculators (5) Pool Chemical Calculator Pool Chlorine Calculator Pool pH Calculator Pool Shock Calculator Pool Volume Calculator Hot Tub Calculators (3) Hot Tub Chlorine Calculator Hot Tub pH Calculator Hot Tub Shock Calculator Water Chemistry (5) Salt Calculator Alkalinity…,ph,"calculators/saltwater-pool-salt-calculator.html (env=both, 3-3 ph_units)",,MANUALLY_REVIEWED,NOT_SUPPORTED,NON_CHEMISTRY_NUMERIC_LEAK,"""Pool Calculators (5)"" navigation count misattributed as a pH value via the blind 0-14 heuristic -- extraction noise (a documented residual limitation from Phase 7D.2), not a real pH claim."
afafa0a42ca5ecd7,Typical hot tubs are 300–500 gallons.,pool_volume,"calculators/spa-volume-calculator.html (env=hot_tub, 300-500 gallons)",,MECHANICAL_CLASSIFICATION_ONLY,NOT_SUPPORTED,SOURCE_NOT_FOUND,"No source in the registry covers ""pool_volume"" at all."
af7c1602b8d0411b,Related Calculators Pool Calculators (5) Pool Chemical Calculator Pool Chlorine Calculator Pool pH Calculator Pool Shock Calculator Pool Volume Calculator Hot Tub Calculators (3) Hot Tub Chlorine Calculator Hot Tub pH Calculator Hot Tub Shock Calculator Water Chemistry (5) Salt Calculator Alkalinity…,ph,"calculators/spa-volume-calculator.html (env=both, 5-5 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 5-5 ph_units does not overlap any canonical range for ph/both (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
ce4f40faff025ce7,Related Calculators Pool Calculators (5) Pool Chemical Calculator Pool Chlorine Calculator Pool pH Calculator Pool Shock Calculator Pool Volume Calculator Hot Tub Calculators (3) Hot Tub Chlorine Calculator Hot Tub pH Calculator Hot Tub Shock Calculator Water Chemistry (5) Salt Calculator Alkalinity…,ph,"calculators/spa-volume-calculator.html (env=both, 3-3 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 3-3 ph_units does not overlap any canonical range for ph/both (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
9c4a7c1ead5ae97d,Related Pool Chemistry Guides Related in this topic Index Index — 1 Why Shower Before Pool Index — 2 Index — 3 Related topics Does Rain Lower Pool Ph Total Alkalinity Explained Tools Full pool chemical calculator Hub guide Pool chemistry basics (hub) &#8595; Shape Rectangular Circular Rectangular po…,ph,"calculators/volume-calculator.html (env=pool, 1-1 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 1-1 ph_units does not overlap any canonical range for ph/pool (checked: range-ph-pool-chlorine-routine, range-ph-pool-narrow-operational)."
9d29dc4a058d67f2,Related Pool Chemistry Guides Related in this topic Index Index — 1 Why Shower Before Pool Index — 2 Index — 3 Related topics Does Rain Lower Pool Ph Total Alkalinity Explained Tools Full pool chemical calculator Hub guide Pool chemistry basics (hub) &#8595; Shape Rectangular Circular Rectangular po…,ph,"calculators/volume-calculator.html (env=pool, 2-2 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 2-2 ph_units does not overlap any canonical range for ph/pool (checked: range-ph-pool-chlorine-routine, range-ph-pool-narrow-operational)."
71e5af632bcb6ea5,Related Pool Chemistry Guides Related in this topic Index Index — 1 Why Shower Before Pool Index — 2 Index — 3 Related topics Does Rain Lower Pool Ph Total Alkalinity Explained Tools Full pool chemical calculator Hub guide Pool chemistry basics (hub) &#8595; Shape Rectangular Circular Rectangular po…,ph,"calculators/volume-calculator.html (env=pool, 3-3 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 3-3 ph_units does not overlap any canonical range for ph/pool (checked: range-ph-pool-chlorine-routine, range-ph-pool-narrow-operational)."
3b9362a84ae846d6,Ideal levels for hot tubs Chemical Ideal range Status Free Chlorine 3–5 ppm Good pH 7.2–7.8 Good Total Alkalinity 80–120 ppm Good Too high High chlorine or pH can irritate skin and reduce sanitizer effectiveness.,total_alkalinity,"charts/hot-tub-chemical-levels-chart.html (env=hot_tub, 80-120 ppm)",,MECHANICAL_CLASSIFICATION_ONLY,NOT_SUPPORTED,SOURCE_NOT_FOUND,"Value overlaps range-ta-hottub, but that canonical range itself has no confirmed source (status REQUIRES_REVIEW) -- see chemistry-ranges.js."
3cae91354d89d46a,"Ideal levels Chemical Ideal range Status Free Chlorine 1–3 ppm Good pH 7.2–7.6 Good Total Alkalinity 80–120 ppm Good Calcium Hardness 200–400 ppm Good Cyanuric Acid (CYA) 30–50 ppm Good What happens if levels are too high Chlorine: Skin and eye irritation, bleached swimwear, strong odor. pH: Scaling…",calcium_hardness,"charts/pool-chemical-levels-chart.html (env=unspecified, 80-120 ppm)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 80-120 ppm does not overlap any canonical range for calcium_hardness/unspecified (checked: range-ch-public-pool-standard, range-ch-residential-practical)."
af3d72a9938940b2,"Ideal levels Chemical Ideal range Status Free Chlorine 1–3 ppm Good pH 7.2–7.6 Good Total Alkalinity 80–120 ppm Good Calcium Hardness 200–400 ppm Good Cyanuric Acid (CYA) 30–50 ppm Good What happens if levels are too high Chlorine: Skin and eye irritation, bleached swimwear, strong odor. pH: Scaling…",cyanuric_acid,"charts/pool-chemical-levels-chart.html (env=unspecified, 30-50 ppm)",,MECHANICAL_CLASSIFICATION_ONLY,NOT_SUPPORTED,SOURCE_NOT_FOUND,"Value overlaps range-cya-residential-routine-outdoor, but that canonical range itself has no confirmed source (status REQUIRES_REVIEW) -- see chemistry-ranges.js."
d0cad8a42e563eba,"Balance in this order: alkalinity first, then pH, then chlorine. 1.",ph,"charts/pool-water-balance-chart.html (env=unspecified, 1-1 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 1-1 ph_units does not overlap any canonical range for ph/unspecified (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
bcc0d1d917f97542,Alkalinity (80–120 ppm) Buffers pH so it stays stable ↓ 2. pH (7.2–7.6) Affects chlorine effectiveness and comfort ↓ 3.,ph,"charts/pool-water-balance-chart.html (env=unspecified, 2-2 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 2-2 ph_units does not overlap any canonical range for ph/unspecified (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
4aff6dbaeee4636a,Alkalinity (80–120 ppm) Buffers pH so it stays stable ↓ 2. pH (7.2–7.6) Affects chlorine effectiveness and comfort ↓ 3.,ph,"charts/pool-water-balance-chart.html (env=unspecified, 3-3 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 3-3 ph_units does not overlap any canonical range for ph/unspecified (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
8f60952b8a2c6ca4,"When CC exceeds 0.5 ppm, breakpoint shock is needed.",combined_chlorine,"comparisons/free-chlorine-vs-total-chlorine.html (env=unspecified, 0.5-0.5 ppm)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,Value 0.5-0.5 ppm does not overlap any canonical range for combined_chlorine/unspecified (checked: range-cc-pool-hottub-max).
3bb0e016bca28ac0,"Free chlorine (FC) is the only form that actively kills bacteria and algae Total chlorine (TC) = Free Chlorine + Combined Chlorine Combined chlorine (CC = TC − FC) causes pool odor and eye irritation When CC exceeds 0.5 ppm, shock to 10× CC reading to eliminate chloramines Feature Comparison Feature…",combined_chlorine,"comparisons/free-chlorine-vs-total-chlorine.html (env=pool, 0.5-0.5 ppm)",cdc-mahc-2023,MANUALLY_REVIEWED,CONFLICTING,CONTENT_CITES_0.5_MAHC_SAYS_0.4,Same 0.5-vs-0.4 discrepancy as above.
9286c60d62d8097b,Above 5 ppm: wait to swim When TC significantly exceeds FC: breakpoint shock required Free Chlorine (FC): Pros Directly measures what matters — active sanitizing power in the water Accurately reflects how much protection is present at any given moment DPD test kits for FC are widely available and ac…,total_chlorine,"comparisons/free-chlorine-vs-total-chlorine.html (env=unspecified, 5-5 ppm)",,MECHANICAL_CLASSIFICATION_ONLY,NOT_SUPPORTED,SOURCE_NOT_FOUND,"No source in the registry covers ""total_chlorine"" at all."
2d9b4af858a56337,How to interpret test results and when CC above 0.5 ppm requires action.,combined_chlorine,"comparisons/index.html (env=unspecified, 0.5-0.5 ppm)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,Value 0.5-0.5 ppm does not overlap any canonical range for combined_chlorine/unspecified (checked: range-cc-pool-hottub-max).
d57ea4b23f31a0d6,"Quick Answer Liquid chlorine (sodium hypochlorite, ~10–12%) raises FC quickly and doesn't add stabilizer or lower pH aggressively.",free_chlorine,"comparisons/liquid-chlorine-vs-tablets.html (env=unspecified, 10-12 %)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 10-12 % does not overlap any canonical range for free_chlorine/unspecified (checked: range-fc-pool-chlorine-no-cya, range-fc-pool-chlorine-with-cya, range-fc-hottub-chlorine-routine)."
8588aebc5f3d9b46,"Saltwater pools need salt in range (e.g. 2,700–3,400 ppm)—use our Saltwater Pool Salt Calculator .",salt,"comparisons/saltwater-pool-vs-chlorine.html (env=pool, 2700-3400 ppm)",,MECHANICAL_CLASSIFICATION_ONLY,NOT_SUPPORTED,SOURCE_NOT_FOUND,"Value overlaps range-salt-generic-operating, but that canonical range itself has no confirmed source (status REQUIRES_REVIEW) -- see chemistry-ranges.js."
2906525efc446682,"Pool Type Hot Tub A small, heated pool (75–500 gallons) used for relaxation and hydrotherapy.",pool_volume,"entities/bromine.html (env=pool, 75-500 gallons)",,MECHANICAL_CLASSIFICATION_ONLY,NOT_SUPPORTED,SOURCE_NOT_FOUND,"No source in the registry covers ""pool_volume"" at all."
a5aaf1149c54a864,Entity Type Chemical Product Aliases cal-hypo calcium hypochlorite granular shock 65% shock Calculators Pool Shock Calculator Related Entities Free Chlorine Shock Treatment Calcium Hardness Breakpoint Chlorination,free_chlorine,"entities/calcium-hypochlorite.html (env=pool, 65-65 %)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 65-65 % does not overlap any canonical range for free_chlorine/pool (checked: range-fc-pool-chlorine-no-cya, range-fc-pool-chlorine-with-cya)."
98db5c018be3376a,Quick Facts Ideal Range N/A (prevented by LSI > −0.3) Relationships Outgoing Relationships causes → Low pH Incoming Relationships causes ← Calcium Hardness causes ← Langelier Saturation Index solves ← Water Balancing related to ← Low pH solves ← Baking Soda solves ← Calcium Chloride Related Calculat…,lsi,"entities/corrosion.html (env=unspecified, 0.3-0.3 )",,MECHANICAL_CLASSIFICATION_ONLY,NOT_SUPPORTED,SOURCE_NOT_FOUND,"No source in the registry covers ""lsi"" at all."
55e1078ddd329d27,Entity Type Problem Ideal Range N/A (prevented by LSI > −0.3) Aliases — Calculators Chemical Calculator Related Entities Langelier Saturation Index pH Total Alkalinity Calcium Hardness Copper Iron Concrete Pool,lsi,"entities/corrosion.html (env=pool, 0.3-0.3 )",,MECHANICAL_CLASSIFICATION_ONLY,NOT_SUPPORTED,SOURCE_NOT_FOUND,"No source in the registry covers ""lsi"" at all."
078372cf4277fce1,"Relationships Incoming Relationships uses ← Winterization Academy Articles Winter Spa Care Pool Filters: How They Work Free Resources Pool Closing Checklist Free printable Related Entities Pool Type Hot Tub A small, heated pool (75–500 gallons) used for relaxation and hydrotherapy.",pool_volume,"entities/cover.html (env=pool, 75-500 gallons)",,MECHANICAL_CLASSIFICATION_ONLY,NOT_SUPPORTED,SOURCE_NOT_FOUND,"No source in the registry covers ""pool_volume"" at all."
8f597df833684976,Entity Type Chemical Ideal Range 30–50 ppm Aliases CYA cyanuric acid stabilizer conditioner isocyanuric acid Calculators Pool CYA Calculator Chemical Calculator Related Entities Free Chlorine Langelier Saturation Index Water Replacement,cyanuric_acid,"entities/cyanuric-acid.html (env=pool, 30-50 ppm)",,MANUALLY_REVIEWED,DIRECT,MATCHES_SITE_OWN_RANGE_NO_PRIMARY_SOURCE,"30-50 ppm matches chemistry-ranges.js's own range-cya-residential-routine-outdoor exactly, but that range itself has no confirmed primary source (source_ids: []) -- genuinely unresolved pending research, not a conflict."
a420e6d2e93f0ce9,"Pool Type Hot Tub A small, heated pool (75–500 gallons) used for relaxation and hydrotherapy.",pool_volume,"entities/foaming.html (env=pool, 75-500 gallons)",,MECHANICAL_CLASSIFICATION_ONLY,NOT_SUPPORTED,SOURCE_NOT_FOUND,"No source in the registry covers ""pool_volume"" at all."
6370dcaadf4ca067,"Pool Type Entity Hot Tub A small, heated pool (75–500 gallons) used for relaxation and hydrotherapy.",pool_volume,"entities/hot-tub.html (env=pool, 75-500 gallons)",,MECHANICAL_CLASSIFICATION_ONLY,NOT_SUPPORTED,SOURCE_NOT_FOUND,"No source in the registry covers ""pool_volume"" at all."
76f42a60ed0a11ee,Measurement (10) pH — The measure of hydrogen ion concentration indicating acidity or alkalinity of pool water.,ph,"entities/index.html (env=pool, 10-10 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 10-10 ph_units does not overlap any canonical range for ph/pool (checked: range-ph-pool-chlorine-routine, range-ph-pool-narrow-operational)."
5eba346c8870c101,Chemical Product Entity Liquid Chlorine Sodium hypochlorite solution (10–12.5%) — the most commonly used liquid pool sanitizer.,sanitizer,"entities/liquid-chlorine.html (env=pool, 10-12.5 %)",,MECHANICAL_CLASSIFICATION_ONLY,NOT_SUPPORTED,REQUIRES_EXPERT_REVIEW,Claim family exists (claim-mixing-chemicals-danger) but no canonical range covers this specific environment/context -- needs individual human review.
318315a45fca8dfb,Definition Quick Facts Relationships Calculators Related Entities Definition Sodium hypochlorite solution (10–12.5%) — the most commonly used liquid pool sanitizer.,sanitizer,"entities/liquid-chlorine.html (env=pool, 10-12.5 %)",,MECHANICAL_CLASSIFICATION_ONLY,NOT_SUPPORTED,REQUIRES_EXPERT_REVIEW,Claim family exists (claim-mixing-chemicals-danger) but no canonical range covers this specific environment/context -- needs individual human review.
