claim_id,source_url,source_file,source_claim,parameter_id,minimum,maximum,unit,value_type,environment,claim_type,extraction_status,scientific_review_status,source_registry_ids,review_required,notes
070a229537e24dae,entities/index.html,entities/index.html,"Copper — A metal that can enter pool water from ionizers, algaecides, or corroded equipment, causing green staining.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
d9111d816b40e55d,entities/index.html,entities/index.html,Biguanide — A chlorine-free sanitizer system using polyhexamethylene biguanide (PHMB) as the primary disinfectant.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
76f42a60ed0a11ee,entities/index.html,entities/index.html,Measurement (10) pH — The measure of hydrogen ion concentration indicating acidity or alkalinity of pool water.,ph,10,10,ph_units,ph_value,pool,RANGE,CORRECT_EXTRACTION,REQUIRES_REVIEW,,true,
ef84a028d2e954b1,entities/index.html,entities/index.html,ORP — Oxidation-Reduction Potential — an electrical measurement of water's sanitizing capacity.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
59db9e4a14ebf3d3,entities/index.html,entities/index.html,"Temperature — Water temperature in °F or °C, affecting chemical reactions, chlorine demand, and comfort.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
c7c4e9f201f1a1f9,entities/index.html,entities/index.html,Total Alkalinity — The capacity of water to resist pH changes — a pH buffer.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
7e45e59d85baf37c,entities/indoor-pool.html,entities/indoor-pool.html,"Pool Type Entity Indoor Pool A pool housed inside a building, requiring ventilation management and no CYA.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
05a5e1cb3cfb6886,entities/indoor-pool.html,entities/indoor-pool.html,"Definition Quick Facts Relationships Calculators Related Entities Definition A pool housed inside a building, requiring ventilation management and no CYA.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
c62457fa8b4185e3,entities/indoor-pool.html,entities/indoor-pool.html,Relationships Outgoing Relationships related to → Combined Chlorine Related Calculators Pool Chlorine Calculator Pool pH Calculator Academy Articles Pool vs.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
6b54ba62ae607939,entities/indoor-pool.html,entities/indoor-pool.html,Hot Tub Chemistry Reference Pages Ideal Pool Chemical Levels Related Entities Pool Type Swimming Pool A permanent or above-ground body of water designed for recreational swimming.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
49fb5a9ecb1a9f0e,entities/indoor-pool.html,entities/indoor-pool.html,Chemical Combined Chlorine Chlorine that has reacted with contaminants and is no longer effective for sanitization.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
9377548d10cc3892,entities/indoor-pool.html,entities/indoor-pool.html,"Chemical Free Chlorine The active, unsaturated chlorine available to sanitize pool water.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
58538c5276c046e5,entities/indoor-pool.html,entities/indoor-pool.html,Entity Type Pool Type Aliases — Calculators Pool Chlorine Calculator Pool pH Calculator Related Entities Swimming Pool Combined Chlorine Free Chlorine,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
268d59277c9021c7,entities/iron.html,entities/iron.html,"Quick Facts Ideal Range 0 ppm Units ppm Also Known As Fe, iron, ferrous iron, ferric iron, rust staining Relationships No relationships defined for this entity.",,0,0,ppm,concentration,unspecified,RANGE,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,,false,No chemistry-parameter mention found near this numeric value in its clause.
3782fd527bfc99d0,entities/iron.html,entities/iron.html,Academy Articles Pool Corrosion: Causes and Prevention Glossary Terms Copper (Pool Water) Related Entities Problem Corrosion Damage to pool surfaces and metal equipment caused by corrosive (low LSI) water.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
4f6a99ef215dafa4,entities/iron.html,entities/iron.html,"Measurement Langelier Saturation Index A composite score indicating whether water is balanced, corrosive, or scale-forming.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
bfa702392b7ebf85,entities/iron.html,entities/iron.html,Entity Type Chemical Ideal Range 0 ppm Aliases Fe iron ferrous iron ferric iron rust staining Related Entities Corrosion Langelier Saturation Index,lsi,0,0,ppm,concentration,unspecified,RANGE,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,,false,"Rejected: lsi does not accept a concentration value -- likely extraction noise, not a real claim about this parameter."
d0dd85d2553b1769,entities/lamotte.html,entities/lamotte.html,Organization Entity LaMotte LaMotte Company — manufacturer of professional water testing equipment for pool and spa use.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
4ac5e6e536d28daa,entities/lamotte.html,entities/lamotte.html,Definition Quick Facts Relationships Calculators Related Entities Definition LaMotte Company — manufacturer of professional water testing equipment for pool and spa use.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
5eba346c8870c101,entities/liquid-chlorine.html,entities/liquid-chlorine.html,Chemical Product Entity Liquid Chlorine Sodium hypochlorite solution (10–12.5%) — the most commonly used liquid pool sanitizer.,sanitizer,10,12.5,%,concentration,pool,RANGE,CORRECT_EXTRACTION,AMBIGUOUS,,true,
318315a45fca8dfb,entities/liquid-chlorine.html,entities/liquid-chlorine.html,Definition Quick Facts Relationships Calculators Related Entities Definition Sodium hypochlorite solution (10–12.5%) — the most commonly used liquid pool sanitizer.,sanitizer,10,12.5,%,concentration,pool,RANGE,CORRECT_EXTRACTION,AMBIGUOUS,,true,
e42409b9c0845bb9,entities/liquid-chlorine.html,entities/liquid-chlorine.html,"Quick Facts Units fl oz, gallons Also Known As sodium hypochlorite, bleach, pool bleach, liquid chlorine Relationships Outgoing Relationships solves → Low Chlorine Incoming Relationships uses ← Free Chlorine uses ← Shock Treatment Related Calculators Pool Chlorine Calculator Pool Shock Calculator Ac…",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
dd9a2a04d6344022,entities/liquid-chlorine.html,entities/liquid-chlorine.html,"Tablets Shock Treatments Explained Formulas Liquid Chlorine Dose Formula Pool Shock Formula Glossary Terms Sodium Hypochlorite Reference Pages Pool Chemical Timeline Related Entities Chemical Free Chlorine The active, unsaturated chlorine available to sanitize pool water.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
ed0677fda5dd43e2,entities/liquid-chlorine.html,entities/liquid-chlorine.html,"Process Shock Treatment Adding a large dose of chlorine or non-chlorine oxidizer to destroy combined chlorine, algae, and contaminants.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
547b9a6a3672229b,entities/liquid-chlorine.html,entities/liquid-chlorine.html,Entity Type Chemical Product Aliases sodium hypochlorite bleach pool bleach liquid chlorine Calculators Pool Chlorine Calculator Pool Shock Calculator Related Entities Free Chlorine Sanitizing Shock Treatment,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
9a6de7b460f97dc4,entities/low-chlorine.html,entities/low-chlorine.html,Problem Entity Low Chlorine Free chlorine below the minimum effective level for the current CYA concentration.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
f1fc78126b26fbf3,entities/low-chlorine.html,entities/low-chlorine.html,Definition Quick Facts Relationships Calculators Related Entities Definition Free chlorine below the minimum effective level for the current CYA concentration.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
40a11b2e1a321f21,entities/low-chlorine.html,entities/low-chlorine.html,Relationships Outgoing Relationships solves → Sanitizing Incoming Relationships solves ← Free Chlorine solves ← Sanitizing solves ← Water Replacement causes ← Cloudy Water causes ← Green Water solves ← Liquid Chlorine solves ← Stabilizer / CYA Granules Related Calculators Pool Chlorine Calculator Ho…,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
10d4b58f8ffe4c01,entities/low-chlorine.html,entities/low-chlorine.html,Chemical Cyanuric Acid A chemical stabilizer that protects chlorine from UV degradation in outdoor pools.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
aa7312a39ef648cf,entities/low-chlorine.html,entities/low-chlorine.html,Problem Algae Plant-like organisms that grow in pool water when free chlorine is insufficient.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
ea264dded76f5d53,entities/low-chlorine.html,entities/low-chlorine.html,Problem Green Water Pool water discolored green by algae bloom due to insufficient free chlorine.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
2ba607952cdec540,entities/low-chlorine.html,entities/low-chlorine.html,Entity Type Problem Aliases — Calculators Pool Chlorine Calculator Hot Tub Chlorine Calculator Related Entities Free Chlorine Cyanuric Acid Algae Green Water Sanitizing,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
fcfc3f74117dc090,entities/low-ph.html,entities/low-ph.html,"Problem Entity Low pH Pool water pH below 7.2, causing corrosion, eye irritation, and equipment damage.",ph,7.2,7.2,ph_units,ph_value,pool,RANGE,CORRECT_EXTRACTION,SUPPORTED,,false,
4c88e951677bcdb8,entities/low-ph.html,entities/low-ph.html,"Definition Quick Facts Relationships Calculators Related Entities Definition Pool water pH below 7.2, causing corrosion, eye irritation, and equipment damage.",ph,7.2,7.2,ph_units,ph_value,pool,RANGE,CORRECT_EXTRACTION,SUPPORTED,,false,
c6c265d326053643,entities/low-ph.html,entities/low-ph.html,Quick Facts Ideal Range N/A (pH should be 7.2–7.6) Units pH units Relationships Outgoing Relationships related to → Corrosion Incoming Relationships causes ← pH causes ← Corrosion solves ← Soda Ash Related Calculators Pool pH Calculator Academy Articles Understanding pH in Pool Water Pool Corrosion:…,ph,7.2,7.6,ph_units,ph_value,pool,RANGE,CORRECT_EXTRACTION,SUPPORTED,,false,
8183b5574461535d,entities/low-ph.html,entities/low-ph.html,Measurement Total Alkalinity The capacity of water to resist pH changes — a pH buffer.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
1b707cac25a8df41,entities/low-ph.html,entities/low-ph.html,Problem Corrosion Damage to pool surfaces and metal equipment caused by corrosive (low LSI) water.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
7353bdea93a8d4c5,entities/low-ph.html,entities/low-ph.html,"Measurement Langelier Saturation Index A composite score indicating whether water is balanced, corrosive, or scale-forming.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
e748fe3037b1d323,entities/low-ph.html,entities/low-ph.html,Chemical Product Soda Ash Sodium carbonate — used to raise pH in pool water.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
bfe96b79c291519d,entities/low-ph.html,entities/low-ph.html,Entity Type Problem Ideal Range N/A (pH should be 7.2–7.6) Aliases — Calculators Pool pH Calculator Related Entities pH Total Alkalinity Corrosion Langelier Saturation Index Soda Ash,ph,7.2,7.6,ph_units,ph_value,pool,RANGE,CORRECT_EXTRACTION,SUPPORTED,,false,
079b2d4f18677fe5,entities/lsi.html,entities/lsi.html,"Measurement Entity Langelier Saturation Index A composite score indicating whether water is balanced, corrosive, or scale-forming.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
d03b9ef66733ec75,entities/lsi.html,entities/lsi.html,"Quick Facts Ideal Range -0.3 to +0.5 Units dimensionless Also Known As LSI, Langelier Saturation Index, saturation index, Langelier index, water balance index Relationships Outgoing Relationships calculated by → formula-09 explained by → glossary/langelier-saturation-index causes → Scaling causes → …",lsi,-0.3,-0.3,,index_value,unspecified,CALCULATED_VALUE,CORRECT_EXTRACTION,AMBIGUOUS,,true,
bd67f6c4553d9a6a,entities/lsi.html,entities/lsi.html,"Quick Facts Ideal Range -0.3 to +0.5 Units dimensionless Also Known As LSI, Langelier Saturation Index, saturation index, Langelier index, water balance index Relationships Outgoing Relationships calculated by → formula-09 explained by → glossary/langelier-saturation-index causes → Scaling causes → …",lsi,0.5,0.5,,index_value,unspecified,CALCULATED_VALUE,CORRECT_EXTRACTION,AMBIGUOUS,,true,
20a062b6e527ccdb,entities/lsi.html,entities/lsi.html,"Quick Facts Ideal Range -0.3 to +0.5 Units dimensionless Also Known As LSI, Langelier Saturation Index, saturation index, Langelier index, water balance index Relationships Outgoing Relationships calculated by → formula-09 explained by → glossary/langelier-saturation-index causes → Scaling causes → …",lsi,-9,-9,,index_value,unspecified,CALCULATED_VALUE,CORRECT_EXTRACTION,AMBIGUOUS,,true,
84f1376b73a8480a,entities/lsi.html,entities/lsi.html,Measurement Total Alkalinity The capacity of water to resist pH changes — a pH buffer.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
7178305af143f5c3,entities/lsi.html,entities/lsi.html,"Chemical Calcium Hardness The concentration of dissolved calcium in pool water, affecting scaling and corrosion tendency.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
abd83ed7a7604952,entities/lsi.html,entities/lsi.html,"Measurement Temperature Water temperature in °F or °C, affecting chemical reactions, chlorine demand, and comfort.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
08feb06ebec21f14,entities/lsi.html,entities/lsi.html,Problem Corrosion Damage to pool surfaces and metal equipment caused by corrosive (low LSI) water.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
6dbd6fa5aab7121e,entities/lsi.html,entities/lsi.html,"Process Water Balancing The process of adjusting all chemistry parameters to achieve a stable, non-corrosive, non-scaling LSI.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
31fc905e5b559a62,entities/lsi.html,entities/lsi.html,Entity Type Measurement Ideal Range -0.3 to +0.5 Aliases LSI Langelier Saturation Index saturation index Langelier index water balance index Calculators Chemical Calculator Related Entities pH Total Alkalinity Calcium Hardness Temperature Scaling Corrosion Water Balancing,lsi,-0.3,-0.3,,index_value,unspecified,RANGE,CORRECT_EXTRACTION,AMBIGUOUS,,true,
e521866191fb4989,entities/lsi.html,entities/lsi.html,Entity Type Measurement Ideal Range -0.3 to +0.5 Aliases LSI Langelier Saturation Index saturation index Langelier index water balance index Calculators Chemical Calculator Related Entities pH Total Alkalinity Calcium Hardness Temperature Scaling Corrosion Water Balancing,lsi,0.5,0.5,,index_value,unspecified,RANGE,CORRECT_EXTRACTION,AMBIGUOUS,,true,
869ecc2eeaef0f75,entities/maintenance-checklist.html,entities/maintenance-checklist.html,Relationships Outgoing Relationships recommended for → Swimming Pool Related Calculators Chemical Calculator Academy Articles Pool Maintenance Schedule for Vacation Rentals Why Water Testing Matters Reference Pages Pool & Spa Testing Frequency Guide Complete Water Balance Checklist Free Resources Po…,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
30d413da18375ea1,entities/maintenance-checklist.html,entities/maintenance-checklist.html,"Process Water Balancing The process of adjusting all chemistry parameters to achieve a stable, non-corrosive, non-scaling LSI.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
204bc4c3c793d978,entities/maintenance-log.html,entities/maintenance-log.html,"Resource Entity Hot Tub Maintenance Log A printable log for recording hot tub and spa water tests, chemical additions, and service notes.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
749ddf646a54e2a2,entities/maintenance-log.html,entities/maintenance-log.html,"Definition Quick Facts Relationships Calculators Related Entities Definition A printable log for recording hot tub and spa water tests, chemical additions, and service notes.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
35402700ad12e57b,entities/maintenance-log.html,entities/maintenance-log.html,Related Calculators Hot Tub Chlorine Calculator Academy Articles Daily Spa Maintenance Weekly Spa Maintenance Monthly Spa Maintenance Reference Pages Pool & Spa Testing Frequency Guide Free Resources Hot Tub Maintenance Log Free printable Related Entities Process Water Testing Measuring pool water c…,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
bbb2725ec34f094c,entities/maintenance-log.html,entities/maintenance-log.html,"Pool Type Hot Tub A small, heated pool (75–500 gallons) used for relaxation and hydrotherapy.",pool_volume,75,500,gallons,volume,pool,RANGE,CORRECT_EXTRACTION,AMBIGUOUS,,true,
f8cf0cf1185e8145,entities/maintenance-log.html,entities/maintenance-log.html,"Process Water Balancing The process of adjusting all chemistry parameters to achieve a stable, non-corrosive, non-scaling LSI.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
0c4439aa4f8af559,entities/maintenance-log.html,entities/maintenance-log.html,Entity Type Resource Aliases — Calculators Hot Tub Chlorine Calculator Related Entities Water Testing Hot Tub Water Balancing,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
1b8184df229a34d3,entities/manganese.html,entities/manganese.html,Quick Facts Ideal Range 0 ppm Units ppm Relationships No relationships defined for this entity.,,0,0,ppm,concentration,unspecified,RANGE,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,,false,No chemistry-parameter mention found near this numeric value in its clause.
fa7cedf34690e10f,entities/manganese.html,entities/manganese.html,"Chemical Copper A metal that can enter pool water from ionizers, algaecides, or corroded equipment, causing green staining.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
1149dab82a3667df,entities/manganese.html,entities/manganese.html,Problem Corrosion Damage to pool surfaces and metal equipment caused by corrosive (low LSI) water.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
968e827cf046f8f5,entities/manganese.html,entities/manganese.html,Entity Type Chemical Ideal Range 0 ppm Aliases — Related Entities Iron Copper Corrosion,,0,0,ppm,concentration,unspecified,RANGE,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,,false,No chemistry-parameter mention found near this numeric value in its clause.
5c4a1f4d831adf50,entities/muriatic-acid.html,entities/muriatic-acid.html,Chemical Product Entity Muriatic Acid Hydrochloric acid (31.45%) used to lower pH and total alkalinity in pool water.,ph,31.45,31.45,%,concentration,unspecified,RANGE,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,,false,"Rejected: ph does not accept a concentration value -- likely extraction noise, not a real claim about this parameter."
a6cd12c1653f4a1a,entities/muriatic-acid.html,entities/muriatic-acid.html,Definition Quick Facts Relationships Calculators Related Entities Definition Hydrochloric acid (31.45%) used to lower pH and total alkalinity in pool water.,ph,31.45,31.45,%,concentration,unspecified,RANGE,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,,false,"Rejected: ph does not accept a concentration value -- likely extraction noise, not a real claim about this parameter."
4b82e6f15090f57f,entities/muriatic-acid.html,entities/muriatic-acid.html,"Quick Facts Units fl oz, gallons Also Known As HCl, hydrochloric acid, muriatic acid, pool acid, pH down Relationships Outgoing Relationships solves → High pH solves → Scaling Incoming Relationships affected by ← pH affected by ← Total Alkalinity Related Calculators Pool pH Calculator Pool Alkalinit…",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
bd9673fdd8b94ecc,entities/muriatic-acid.html,entities/muriatic-acid.html,Measurement Total Alkalinity The capacity of water to resist pH changes — a pH buffer.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
bb0c62a88bded05f,entities/muriatic-acid.html,entities/muriatic-acid.html,"Measurement Langelier Saturation Index A composite score indicating whether water is balanced, corrosive, or scale-forming.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
8a0d372edc4aabfc,entities/muriatic-acid.html,entities/muriatic-acid.html,"Process Water Balancing The process of adjusting all chemistry parameters to achieve a stable, non-corrosive, non-scaling LSI.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
33cfd4b6313ae43d,entities/muriatic-acid.html,entities/muriatic-acid.html,Entity Type Chemical Product Aliases HCl hydrochloric acid muriatic acid pool acid pH down Calculators Pool pH Calculator Pool Alkalinity Calculator Related Entities pH Total Alkalinity Langelier Saturation Index Water Balancing,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
7f53c7fad0a16afd,entities/nsf.html,entities/nsf.html,Organization Entity NSF International NSF International — certifies pool and spa equipment and chemicals to safety standards.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
a55f449517fd09b9,entities/nsf.html,entities/nsf.html,Definition Quick Facts Relationships Calculators Related Entities Definition NSF International — certifies pool and spa equipment and chemicals to safety standards.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
f3e341ad23463bdd,entities/nsf.html,entities/nsf.html,Related Entities Organization PHTA Pool & Hot Tub Alliance — the primary industry trade association for pool and spa professionals.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
9b73875745ddff33,entities/nsf.html,entities/nsf.html,Entity Type Organization Aliases — Related Entities PHTA CDC,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
ccb7a0a6881a9da9,entities/opening-checklist.html,entities/opening-checklist.html,"Process Water Balancing The process of adjusting all chemistry parameters to achieve a stable, non-corrosive, non-scaling LSI.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
c06a1cb830cc2007,entities/orp.html,entities/orp.html,Measurement Entity ORP Oxidation-Reduction Potential — an electrical measurement of water's sanitizing capacity.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
575dddd544c8bb86,entities/orp.html,entities/orp.html,"Quick Facts Ideal Range 650–750 mV Units mV Also Known As ORP, oxidation-reduction potential, redox, sanitizing capacity Relationships Incoming Relationships related to ← Free Chlorine Academy Articles The Four Core Water Tests Understanding Test Results Glossary Terms ORP (Oxidation-Reduction Poten…",,650,750,,unknown,unspecified,RANGE,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,,false,No chemistry-parameter mention found near this numeric value in its clause.
04f7a2819b90e93d,entities/orp.html,entities/orp.html,Measurement pH The measure of hydrogen ion concentration indicating acidity or alkalinity of pool water.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
22534effc65e8285,entities/orp.html,entities/orp.html,Entity Type Measurement Ideal Range 650–750 mV Aliases ORP oxidation-reduction potential redox sanitizing capacity Related Entities Free Chlorine pH Sanitizing,oxidation,650,750,,unknown,unspecified,RANGE,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,,false,"Rejected: oxidation does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
2285b4c6dacfeb1b,entities/outdoor-pool.html,entities/outdoor-pool.html,"Pool Type Entity Outdoor Pool A pool exposed to direct sunlight and weather, requiring CYA stabilization of chlorine.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
a18a4625fb69a6de,entities/outdoor-pool.html,entities/outdoor-pool.html,"Definition Quick Facts Relationships Calculators Related Entities Definition A pool exposed to direct sunlight and weather, requiring CYA stabilization of chlorine.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
bb0e1a6c140df26e,entities/outdoor-pool.html,entities/outdoor-pool.html,Relationships Outgoing Relationships requires → Cyanuric Acid Incoming Relationships recommended for ← Cyanuric Acid Related Calculators Pool Chlorine Calculator Pool CYA Calculator Academy Articles Pool vs.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
3bf098a2d254789b,entities/outdoor-pool.html,entities/outdoor-pool.html,Hot Tub Chemistry Understanding Cyanuric Acid Formulas CYA (Cyanuric Acid) Dose Formula Glossary Terms Cyanuric Acid Reference Pages Ideal Pool Chemical Levels Free Resources Pool Maintenance Checklist Free printable Related Entities Pool Type Swimming Pool A permanent or above-ground body of water …,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
27da9ea7d9af2ea6,entities/outdoor-pool.html,entities/outdoor-pool.html,Chemical Cyanuric Acid A chemical stabilizer that protects chlorine from UV degradation in outdoor pools.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
ef8a0d0764127cc2,entities/outdoor-pool.html,entities/outdoor-pool.html,"Chemical Free Chlorine The active, unsaturated chlorine available to sanitize pool water.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
0e80fbd8fa243993,entities/outdoor-pool.html,entities/outdoor-pool.html,"Measurement Temperature Water temperature in °F or °C, affecting chemical reactions, chlorine demand, and comfort.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
