url,page_type,primary_intent,secondary_intent,target_entity_parameter,search_stage,canonical_role
"https://waterbalancetools.com/glossary/filter-pressure","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/flocculant","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/free-chlorine","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/gpm","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/green-algae","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/hypochlorous-acid","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/iron","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/langelier-saturation-index","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/main-drain","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/metal-sequestrant","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/multiport-valve","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/muriatic-acid","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/mustard-algae","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/opening-chemical-kit","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/orp","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/oto-test","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/oxidizer","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/ozone","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/partial-drain","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/parts-per-million","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/ph-bounce","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/ph-increaser","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/ph","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/phosphates","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/pink-slime","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/pool-chemistry-reference","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/pool-maintenance-schedule","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/pool-pump","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/pool-safety-equipment","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/pool-shock-schedule","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/pool-turnover-rate","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/pool-volume-reference","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/pool-volume","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/pressure-gauge","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/pump-turnover","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/reagent","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/return-jet","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/salt-chlorination","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/sand-filter","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/sanitizer","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/saturated-ph","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/saturation-index","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/scale-inhibitor","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/scaling-water","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/shock-dosage","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/shock","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/skimmer","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/sodium-bicarbonate","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/sodium-bisulfate","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/sodium-carbonate","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/sodium-hypochlorite","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/superchlorination","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/test-strip","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/total-alkalinity","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/total-chlorine","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/total-dissolved-solids","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/total-hardness","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/trichlor","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/turbidity","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/uv-sanitization","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/water-balance-checklist","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/water-temperature","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/water-test-log","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/winterization","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/guides/advanced/chlorine-breakdown-sunlight","guide","understand_advanced","quick_answer","guides/advanced","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/advanced/chlorine-vs-saltwater","guide","understand_advanced","quick_answer","guides/advanced","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/advanced/cya-stabilizer-explained","guide","understand_advanced","quick_answer","guides/advanced","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/advanced/","guide","understand_advanced","none_observed","guides/advanced","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/advanced/pool-chemistry-balance-explained","guide","understand_advanced","quick_answer","guides/advanced","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/alkalinity-guide","guide","understand_guides","none_observed","guides","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/chlorine-guide","guide","understand_guides","none_observed","guides","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/chlorine/chlorine-too-high-after-shocking","guide","understand_chlorine","reference_lookup","guides/chlorine","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/chlorine/free-chlorine-vs-total-chlorine","guide","understand_chlorine","reference_lookup","guides/chlorine","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/chlorine/how-often-should-i-shock-my-pool","guide","understand_chlorine","reference_lookup","guides/chlorine","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/chlorine/","guide","understand_chlorine","none_observed","guides/chlorine","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/chlorine/why-pool-chlorine-disappears-overnight","guide","understand_chlorine","reference_lookup","guides/chlorine","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/chlorine/why-pool-wont-hold-chlorine","guide","understand_chlorine","reference_lookup","guides/chlorine","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/edge-cases/evaporation-effect-on-pool-chemistry","guide","understand_edge-cases","none_observed","guides/edge-cases","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/edge-cases/high-cya-chlorine-lock","guide","understand_edge-cases","none_observed","guides/edge-cases","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/edge-cases/","guide","understand_edge-cases","none_observed","guides/edge-cases","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/edge-cases/over-shocking-pool-effects","guide","understand_edge-cases","none_observed","guides/edge-cases","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/edge-cases/pool-temperature-effect-chlorine","guide","understand_edge-cases","none_observed","guides/edge-cases","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/edge-cases/rain-effect-on-pool-chemistry","guide","understand_edge-cases","none_observed","guides/edge-cases","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/edge-cases/swimming-after-shocking-pool","guide","understand_edge-cases","none_observed","guides/edge-cases","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/hot-tub-chemistry","guide","understand_guides","none_observed","guides","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/hot-tub-maintenance","guide","understand_guides","none_observed","guides","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/hot-tub/hot-tub-alkalinity-too-high","guide","understand_hot-tub","reference_lookup","guides/hot-tub","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/hot-tub/hot-tub-chlorine-too-high","guide","understand_hot-tub","reference_lookup","guides/hot-tub","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/hot-tub/hot-tub-chlorine-too-low","guide","understand_hot-tub","reference_lookup","guides/hot-tub","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/hot-tub/hot-tub-ph-too-low","guide","understand_hot-tub","reference_lookup","guides/hot-tub","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/hot-tub/how-often-to-shock-a-hot-tub","guide","understand_hot-tub","reference_lookup","guides/hot-tub","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/hot-tub/","guide","understand_hot-tub","none_observed","guides/hot-tub","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/","guide-hub","guide-hub","none_observed","guides","DISCOVERY","supporting_content"
"https://waterbalancetools.com/guides/ph-guide","guide","understand_guides","none_observed","guides","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/ph/can-you-swim-in-high-ph-water","guide","understand_ph","quick_answer","guides/ph","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/ph/does-rain-lower-pool-ph","guide","understand_ph","quick_answer","guides/ph","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/ph/how-to-lower-pool-ph","guide","understand_ph","quick_answer","guides/ph","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/ph/","guide","understand_ph","none_observed","guides/ph","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/ph/what-causes-high-pool-ph","guide","understand_ph","quick_answer","guides/ph","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/ph/why-pool-ph-keeps-rising","guide","understand_ph","quick_answer","guides/ph","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/pool-chemistry-basics","guide","understand_guides","none_observed","guides","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/questions/can-rain-affect-pool-chemistry","question-page","answer_specific_question","quick_answer","guides/questions","DIAGNOSTIC","direct_answer"
"https://waterbalancetools.com/guides/questions/can-you-swim-after-shocking-a-pool","question-page","answer_specific_question","quick_answer","guides/questions","DIAGNOSTIC","direct_answer"
"https://waterbalancetools.com/guides/questions/","question-page","answer_specific_question","none_observed","guides/questions","DIAGNOSTIC","direct_answer"
"https://waterbalancetools.com/guides/questions/why-does-hot-tub-water-smell","question-page","answer_specific_question","quick_answer","guides/questions","DIAGNOSTIC","direct_answer"
"https://waterbalancetools.com/guides/questions/why-does-pool-water-turn-cloudy","question-page","answer_specific_question","quick_answer","guides/questions","DIAGNOSTIC","direct_answer"
"https://waterbalancetools.com/guides/questions/why-is-my-hot-tub-foamy","question-page","answer_specific_question","quick_answer","guides/questions","DIAGNOSTIC","direct_answer"
"https://waterbalancetools.com/guides/questions/why-is-my-pool-green-but-chlorine-is-high","question-page","answer_specific_question","quick_answer","guides/questions","DIAGNOSTIC","direct_answer"
"https://waterbalancetools.com/guides/seasonal/closing-pool-chemistry-winter","guide","understand_seasonal","none_observed","guides/seasonal","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/seasonal/","guide","understand_seasonal","none_observed","guides/seasonal","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/seasonal/opening-pool-chemistry-checklist","guide","understand_seasonal","none_observed","guides/seasonal","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/seasonal/summer-high-chlorine-demand","guide","understand_seasonal","none_observed","guides/seasonal","INFORMATIONAL","explainer"
"https://waterbalancetools.com/guides/seasonal/winter-pool-maintenance-chemistry","guide","understand_seasonal","none_observed","guides/seasonal","INFORMATIONAL","explainer"
"https://waterbalancetools.com/hot-tub-chemical-levels-chart","chart","lookup_reference_range_root","quick_answer","root","REFERENCE","reference_table"
"https://waterbalancetools.com/hot-tub-chlorine-levels-chart","chart","lookup_reference_range_root","quick_answer","root","REFERENCE","reference_table"
"https://waterbalancetools.com/","homepage","homepage","quick_answer","root","DISCOVERY","supporting_content"
"https://waterbalancetools.com/legal/","legal","legal","none_observed","legal","REFERENCE","supporting_content"
"https://waterbalancetools.com/legal/legal","legal","legal","none_observed","legal","REFERENCE","supporting_content"
"https://waterbalancetools.com/legal/ownership","legal","legal","none_observed","legal","REFERENCE","supporting_content"
"https://waterbalancetools.com/maintenance/how-often-add-chlorine-pool","maintenance-guide","maintenance-guide","quick_answer","maintenance","INFORMATIONAL","supporting_content"
"https://waterbalancetools.com/maintenance/how-to-balance-pool-water","maintenance-guide","maintenance-guide","none_observed","maintenance","INFORMATIONAL","supporting_content"
"https://waterbalancetools.com/maintenance/how-to-fix-cloudy-hot-tub","maintenance-guide","maintenance-guide","none_observed","maintenance","INFORMATIONAL","supporting_content"
"https://waterbalancetools.com/maintenance/","maintenance-hub","maintenance-hub","none_observed","maintenance","DISCOVERY","supporting_content"
"https://waterbalancetools.com/methodology/calculation-assumptions/","methodology","methodology","none_observed","methodology/calculation-assumptions","INFORMATIONAL","supporting_content"
"https://waterbalancetools.com/methodology/calculation-methodology/","methodology","methodology","none_observed","methodology/calculation-methodology","INFORMATIONAL","supporting_content"
"https://waterbalancetools.com/methodology/confidence-system/","methodology","methodology","none_observed","methodology/confidence-system","INFORMATIONAL","supporting_content"
"https://waterbalancetools.com/methodology/formula-selection/","methodology","methodology","none_observed","methodology/formula-selection","INFORMATIONAL","supporting_content"
"https://waterbalancetools.com/methodology/","methodology","methodology","none_observed","methodology","INFORMATIONAL","supporting_content"
"https://waterbalancetools.com/methodology/known-limitations/","methodology","methodology","none_observed","methodology/known-limitations","INFORMATIONAL","supporting_content"
"https://waterbalancetools.com/methodology/precision-policy/","methodology","methodology","none_observed","methodology/precision-policy","INFORMATIONAL","supporting_content"
"https://waterbalancetools.com/methodology/rounding-policy/","methodology","methodology","none_observed","methodology/rounding-policy","INFORMATIONAL","supporting_content"
"https://waterbalancetools.com/pool-alkalinity-levels-chart","chart","lookup_reference_range_root","quick_answer","root","REFERENCE","reference_table"
"https://waterbalancetools.com/pool-chemical-levels-chart","chart","lookup_reference_range_root","quick_answer","root","REFERENCE","reference_table"
"https://waterbalancetools.com/pool-chemistry-system","chart","lookup_reference_range_root","reference_lookup","root","REFERENCE","reference_table"
"https://waterbalancetools.com/pool-chlorine-levels-chart","chart","lookup_reference_range_root","quick_answer","root","REFERENCE","reference_table"
"https://waterbalancetools.com/pool-cya-levels-chart","chart","lookup_reference_range_root","quick_answer","root","REFERENCE","reference_table"
"https://waterbalancetools.com/pool-ph-levels-chart","chart","lookup_reference_range_root","quick_answer","root","REFERENCE","reference_table"
"https://waterbalancetools.com/printable/maintenance-checklist","printable","printable","none_observed","printable","TRANSACTIONAL-ADJACENT","supporting_content"
"https://waterbalancetools.com/printables/airbnb-pool-turnover-checklist","printable","printable","none_observed","printables","TRANSACTIONAL-ADJACENT","supporting_content"
"https://waterbalancetools.com/printables/hot-tub-maintenance-log","printable","printable","reference_lookup","printables","TRANSACTIONAL-ADJACENT","supporting_content"
"https://waterbalancetools.com/printables/pool-maintenance-checklist","printable","printable","none_observed","printables","TRANSACTIONAL-ADJACENT","supporting_content"
"https://waterbalancetools.com/programmatic/behavior/how-often-to-shock-pool","programmatic-longtail","calculate_behavior_for_specific_input","quick_answer","programmatic/behavior","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/behavior/how-often-to-test-pool-water","programmatic-longtail","calculate_behavior_for_specific_input","quick_answer","programmatic/behavior","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/behavior/","programmatic-subhub","programmatic-subhub","none_observed","programmatic/behavior","DISCOVERY","supporting_content"
"https://waterbalancetools.com/programmatic/behavior/when-to-add-chlorine","programmatic-longtail","calculate_behavior_for_specific_input","quick_answer","programmatic/behavior","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool","programmatic-longtail","calculate_chlorine_for_specific_input","quick_answer","programmatic/chlorine","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/chlorine/how-much-chlorine-for-12000-gallon-pool","programmatic-longtail","calculate_chlorine_for_specific_input","quick_answer","programmatic/chlorine","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/chlorine/how-much-chlorine-for-15000-gallon-pool","programmatic-longtail","calculate_chlorine_for_specific_input","quick_answer","programmatic/chlorine","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/chlorine/how-much-chlorine-for-18000-gallon-pool","programmatic-longtail","calculate_chlorine_for_specific_input","quick_answer","programmatic/chlorine","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/chlorine/how-much-chlorine-for-20000-gallon-pool","programmatic-longtail","calculate_chlorine_for_specific_input","quick_answer","programmatic/chlorine","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/chlorine/how-much-chlorine-for-25000-gallon-pool","programmatic-longtail","calculate_chlorine_for_specific_input","quick_answer","programmatic/chlorine","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/chlorine/how-much-chlorine-for-30000-gallon-pool","programmatic-longtail","calculate_chlorine_for_specific_input","quick_answer","programmatic/chlorine","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/chlorine/how-much-chlorine-for-5000-gallon-pool","programmatic-longtail","calculate_chlorine_for_specific_input","quick_answer","programmatic/chlorine","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/chlorine/how-much-chlorine-for-7000-gallon-pool","programmatic-longtail","calculate_chlorine_for_specific_input","quick_answer","programmatic/chlorine","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/chlorine/how-much-chlorine-for-8000-gallon-pool","programmatic-longtail","calculate_chlorine_for_specific_input","quick_answer","programmatic/chlorine","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/chlorine/how-much-chlorine-for-9000-gallon-pool","programmatic-longtail","calculate_chlorine_for_specific_input","quick_answer","programmatic/chlorine","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/chlorine/","programmatic-subhub","programmatic-subhub","none_observed","programmatic/chlorine","DISCOVERY","supporting_content"
"https://waterbalancetools.com/programmatic/explanations/","programmatic-subhub","programmatic-subhub","none_observed","programmatic/explanations","DISCOVERY","supporting_content"
"https://waterbalancetools.com/programmatic/explanations/what-is-pool-alkalinity","programmatic-longtail","calculate_explanations_for_specific_input","quick_answer","programmatic/explanations","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/explanations/why-ph-affects-chlorine","programmatic-longtail","calculate_explanations_for_specific_input","quick_answer","programmatic/explanations","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/explanations/why-shower-before-pool","programmatic-longtail","calculate_explanations_for_specific_input","quick_answer","programmatic/explanations","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/hot-tubs/hot-tub-chemicals-for-200-gallons","programmatic-longtail","calculate_hot-tubs_for_specific_input","quick_answer","programmatic/hot-tubs","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/hot-tubs/hot-tub-chemicals-for-300-gallons","programmatic-longtail","calculate_hot-tubs_for_specific_input","quick_answer","programmatic/hot-tubs","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/hot-tubs/hot-tub-chemicals-for-400-gallons","programmatic-longtail","calculate_hot-tubs_for_specific_input","quick_answer","programmatic/hot-tubs","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/hot-tubs/hot-tub-chemicals-for-500-gallons","programmatic-longtail","calculate_hot-tubs_for_specific_input","quick_answer","programmatic/hot-tubs","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/hot-tubs/hot-tub-chemicals-for-600-gallons","programmatic-longtail","calculate_hot-tubs_for_specific_input","quick_answer","programmatic/hot-tubs","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/hot-tubs/","programmatic-subhub","programmatic-subhub","none_observed","programmatic/hot-tubs","DISCOVERY","supporting_content"
"https://waterbalancetools.com/programmatic/","programmatic-hub","programmatic-hub","none_observed","programmatic","DISCOVERY","supporting_content"
"https://waterbalancetools.com/programmatic/ph/how-to-adjust-ph-from-6-8-to-7-2","programmatic-longtail","calculate_ph_for_specific_input","quick_answer","programmatic/ph","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/ph/how-to-adjust-ph-from-7-8-to-7-4","programmatic-longtail","calculate_ph_for_specific_input","quick_answer","programmatic/ph","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/ph/how-to-adjust-ph-from-7-to-7-4","programmatic-longtail","calculate_ph_for_specific_input","quick_answer","programmatic/ph","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/ph/how-to-adjust-ph-from-8-to-7-5","programmatic-longtail","calculate_ph_for_specific_input","quick_answer","programmatic/ph","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/ph/","programmatic-subhub","programmatic-subhub","none_observed","programmatic/ph","DISCOVERY","supporting_content"
"https://waterbalancetools.com/programmatic/problems/cloudy-pool-fix","programmatic-longtail","calculate_problems_for_specific_input","quick_answer","programmatic/problems","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/problems/green-pool-how-much-chlorine","programmatic-longtail","calculate_problems_for_specific_input","quick_answer","programmatic/problems","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/problems/high-chlorine-how-to-lower","programmatic-longtail","calculate_problems_for_specific_input","quick_answer","programmatic/problems","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/problems/","programmatic-subhub","programmatic-subhub","none_observed","programmatic/problems","DISCOVERY","supporting_content"
"https://waterbalancetools.com/programmatic/problems/low-alkalinity-symptoms","programmatic-longtail","calculate_problems_for_specific_input","quick_answer","programmatic/problems","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/shock/how-much-shock-for-10000-gallon-pool","programmatic-longtail","calculate_shock_for_specific_input","quick_answer","programmatic/shock","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/shock/how-much-shock-for-15000-gallon-pool","programmatic-longtail","calculate_shock_for_specific_input","quick_answer","programmatic/shock","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/shock/how-much-shock-for-20000-gallon-pool","programmatic-longtail","calculate_shock_for_specific_input","quick_answer","programmatic/shock","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/shock/how-much-shock-for-25000-gallon-pool","programmatic-longtail","calculate_shock_for_specific_input","quick_answer","programmatic/shock","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/shock/how-much-shock-for-30000-gallon-pool","programmatic-longtail","calculate_shock_for_specific_input","quick_answer","programmatic/shock","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/shock/how-much-shock-for-5000-gallon-pool","programmatic-longtail","calculate_shock_for_specific_input","quick_answer","programmatic/shock","CALCULATOR","parametric_answer"
"https://waterbalancetools.com/programmatic/shock/","programmatic-subhub","programmatic-subhub","none_observed","programmatic/shock","DISCOVERY","supporting_content"
"https://waterbalancetools.com/provenance/","provenance","provenance","reference_lookup","provenance","INFORMATIONAL","supporting_content"
"https://waterbalancetools.com/reference/alkalinity-table","reference-page","reference-page","find_calculator","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/calcium-hardness-explained","reference-page","reference-page","quick_answer","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/calculator-directory","reference-page","reference-page","find_calculator","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/chemical-compatibility","reference-page","reference-page","reference_lookup","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/chemical-conversion-tables","reference-page","reference-page","find_calculator","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/chemical-safety","reference-page","reference-page","none_observed","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/chemical-storage-guide","reference-page","reference-page","reference_lookup","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/chlorine-effectiveness-chart","reference-page","reference-page","find_calculator","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/chlorine-explained","reference-page","reference-page","quick_answer","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/combined-chlorine-explained","reference-page","reference-page","quick_answer","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/common-pool-chemistry-mistakes","reference-page","reference-page","none_observed","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/cya-matrix","reference-page","reference-page","find_calculator","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/cyanuric-acid-explained","reference-page","reference-page","quick_answer","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/emergency-recovery","reference-page","reference-page","find_calculator","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/filter-comparison","reference-page","reference-page","find_calculator","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/free-chlorine-explained","reference-page","reference-page","quick_answer","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/ideal-pool-levels","reference-page","reference-page","find_calculator","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/ideal-spa-levels","reference-page","reference-page","find_calculator","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/","reference-hub","reference-hub","none_observed","reference","REFERENCE","supporting_content"
"https://waterbalancetools.com/reference/ph-table","reference-page","reference-page","find_calculator","reference","REFERENCE","reference_article"
