"claim_id","entity_id","url","source_text","claim_type","parameter","value","unit","environment","scenario","current_status","priority","reason","research_required","target_source_type","final_disposition"
"ec-total-chlorine-0012","total-chlorine","https://waterbalancetools.com/entities/total-chlorine","Combined chlorine is calculated as TC minus FC.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-bromine-0014","bromine","https://waterbalancetools.com/entities/bromine","Bromine is an alternative to chlorine as a pool and spa sanitizer.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-bromine-0015","bromine","https://waterbalancetools.com/entities/bromine","It is more stable than chlorine at high temperatures and high pH, making it popular for hot tubs.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-bromine-0016","bromine","https://waterbalancetools.com/entities/bromine","Unlike chlorine, bromine can be regenerated by adding an oxidizer — the bromamines formed are still effective sanitizers.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-bromine-0017","bromine","https://waterbalancetools.com/entities/bromine","Bromine cannot be stabilized with cyanuric acid, making it unsuitable for outdoor pools exposed to direct sunlight.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-cyanuric-acid-0018","cyanuric-acid","https://waterbalancetools.com/entities/cyanuric-acid","Cyanuric acid (CYA) — also called stabilizer or conditioner — binds to free chlorine to protect it from UV photolysis.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-cyanuric-acid-0019","cyanuric-acid","https://waterbalancetools.com/entities/cyanuric-acid","Without CYA, outdoor pool chlorine can degrade to near-zero within 30–60 minutes in direct sunlight.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-cyanuric-acid-0020","cyanuric-acid","https://waterbalancetools.com/entities/cyanuric-acid","However, CYA also reduces chlorine's activity.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-cyanuric-acid-0021","cyanuric-acid","https://waterbalancetools.com/entities/cyanuric-acid","As CYA increases, the minimum effective free chlorine level must increase proportionally.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-cyanuric-acid-0023","cyanuric-acid","https://waterbalancetools.com/entities/cyanuric-acid","CYA cannot be reduced chemically — only dilution by partial drain and refill removes it.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-calcium-hardness-0024","calcium-hardness","https://waterbalancetools.com/entities/calcium-hardness","Calcium hardness (CH) is the measure of dissolved calcium ions in pool water.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-calcium-hardness-0025","calcium-hardness","https://waterbalancetools.com/entities/calcium-hardness","It is one of the five variables in the Langelier Saturation Index.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-calcium-hardness-0029","calcium-hardness","https://waterbalancetools.com/entities/calcium-hardness","Calcium hardness can only be lowered through partial drain and refill.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-salt-0030","salt","https://waterbalancetools.com/entities/salt","Pool salt is pure sodium chloride (NaCl) added to pool water for use with a salt chlorinator (also called a saltwater generator or SWCG).","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-salt-0031","salt","https://waterbalancetools.com/entities/salt","The system electrolytically converts dissolved salt into hypochlorous acid — the same active disinfectant as manually added chlorine.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-salt-0033","salt","https://waterbalancetools.com/entities/salt","Salt does not evaporate; the level only drops through dilution from rain or water replacement.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-salt-0034","salt","https://waterbalancetools.com/entities/salt","Human sweat is saltier than a properly maintained salt pool.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-total-dissolved-solids-0035","total-dissolved-solids","https://waterbalancetools.com/entities/total-dissolved-solids","Total dissolved solids (TDS) is the sum of all inorganic and organic substances dissolved in pool water — minerals, chemicals, byproducts of sanitization, bather waste, and more.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-total-dissolved-solids-0036","total-dissolved-solids","https://waterbalancetools.com/entities/total-dissolved-solids","TDS increases over time as chemicals are added and water evaporates.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-total-dissolved-solids-0037","total-dissolved-solids","https://waterbalancetools.com/entities/total-dissolved-solids","The only remedy is partial or full water replacement.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-total-dissolved-solids-0038","total-dissolved-solids","https://waterbalancetools.com/entities/total-dissolved-solids","In hot tubs, TDS above 1,500 ppm over the baseline is a standard trigger for water change.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-phosphate-0039","phosphate","https://waterbalancetools.com/entities/phosphate","Phosphates are compounds containing phosphorus (PO4³⁻) that enter pool water from bather waste, lawn fertilizer runoff, fill water, and certain pool chemicals.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-phosphate-0040","phosphate","https://waterbalancetools.com/entities/phosphate","Phosphates are a primary nutrient for algae.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-phosphate-0042","phosphate","https://waterbalancetools.com/entities/phosphate","Phosphate removers are available but their necessity is debated — good chlorine management prevents algae regardless of phosphate level.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-copper-0044","copper","https://waterbalancetools.com/entities/copper","This is often confused with algae but is actually copper oxidation.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-iron-0046","iron","https://waterbalancetools.com/entities/iron","Iron in pool water typically comes from well water used to fill the pool or from corroded steel equipment.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-iron-0047","iron","https://waterbalancetools.com/entities/iron","When chlorine is added, dissolved ferrous iron (Fe²⁺) is oxidized to ferric iron (Fe³⁺), which is insoluble and precipitates as rust-brown staining on pool walls, floors, and equipment.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-hydrogen-peroxide-0053","hydrogen-peroxide","https://waterbalancetools.com/entities/hydrogen-peroxide","Hydrogen peroxide (H₂O₂) is used as an oxidizer in biguanide (polyhexamethylene biguanide, or PHMB) pool systems, which use hydrogen peroxide rather than chlorine for sanitization.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-hydrogen-peroxide-0054","hydrogen-peroxide","https://waterbalancetools.com/entities/hydrogen-peroxide","In chlorine pools, hydrogen peroxide can be used to rapidly reduce excess chlorine in emergencies, but the two chemicals react violently if mixed in concentrated form — always add to pool water separately, never mix directly.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-hydrogen-peroxide-0055","hydrogen-peroxide","https://waterbalancetools.com/entities/hydrogen-peroxide","Hydrogen peroxide-based systems require dedicated equipment and are incompatible with chlorine.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-ozone-0057","ozone","https://waterbalancetools.com/entities/ozone","Because ozone dissipates quickly (it does not accumulate in pool water), it must always be used alongside a residual sanitizer — typically free chlorine at reduced levels.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-ozone-0058","ozone","https://waterbalancetools.com/entities/ozone","Ozone does not replace chlorine; it reduces the chlorine demand and helps maintain water clarity and quality with less total chemical use.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-biguanide-0059","biguanide","https://waterbalancetools.com/entities/biguanide","Biguanide (sold as Baquacil, SoftSwim, and similar brands) is a chlorine-free pool sanitization system using polyhexamethylene biguanide (PHMB) as the sanitizer and hydrogen peroxide as the oxidizer.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-biguanide-0061","biguanide","https://waterbalancetools.com/entities/biguanide","However, biguanide is incompatible with chlorine — switching between systems requires a complete water change.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-biguanide-0062","biguanide","https://waterbalancetools.com/entities/biguanide","It is more expensive than chlorine and some users experience algae resistance issues.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-ph-0067","ph","https://waterbalancetools.com/entities/ph","Pool water should be maintained between 7.2 and 7.6.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-ph-0073","ph","https://waterbalancetools.com/entities/ph","pH is affected by every chemical addition and by CO₂ off-gassing.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-orp-0074","orp","https://waterbalancetools.com/entities/orp","Oxidation-Reduction Potential (ORP) measures the water's ability to oxidize or sanitize — expressed in millivolts (mV).","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-orp-0075","orp","https://waterbalancetools.com/entities/orp","A higher ORP indicates greater sanitizing capacity.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-orp-0076","orp","https://waterbalancetools.com/entities/orp","Unlike ppm-based chlorine testing, ORP directly measures chlorine's effectiveness considering both concentration and pH.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-orp-0077","orp","https://waterbalancetools.com/entities/orp","ORP sensors are used in automated chemical control systems to maintain consistent sanitizing capacity regardless of bather load variations.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-temperature-0081","temperature","https://waterbalancetools.com/entities/temperature","For the LSI calculation, water temperature is a required input since calcium carbonate solubility decreases with rising temperature.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-alkalinity-0082","alkalinity","https://waterbalancetools.com/entities/alkalinity","Total alkalinity (TA) measures the concentration of alkaline compounds — primarily bicarbonates, carbonates, and hydroxides — dissolved in pool water.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-alkalinity-0083","alkalinity","https://waterbalancetools.com/entities/alkalinity","It acts as a pH buffer, resisting pH swings caused by additions of acid, base, or CO₂.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-alkalinity-0084","alkalinity","https://waterbalancetools.com/entities/alkalinity","Low TA causes pH to swing wildly with minor chemical additions (pH bounce).","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-alkalinity-0085","alkalinity","https://waterbalancetools.com/entities/alkalinity","High TA makes pH very difficult to lower and increases scaling tendency.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-alkalinity-0086","alkalinity","https://waterbalancetools.com/entities/alkalinity","Total alkalinity must be adjusted before pH — it determines how much chemical is needed for a given pH change.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-lsi-0087","lsi","https://waterbalancetools.com/entities/lsi","The Langelier Saturation Index (LSI) is a mathematical model that combines pH, temperature, calcium hardness, total alkalinity, and TDS into a single balance score.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-lsi-0088","lsi","https://waterbalancetools.com/entities/lsi","A score of 0 means water is perfectly balanced for calcium carbonate.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-lsi-0090","lsi","https://waterbalancetools.com/entities/lsi","The LSI is the final quality check in the water balancing process — if all individual parameters are in range but the LSI is out of range, the combination still needs adjustment.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-gallons-0092","gallons","https://waterbalancetools.com/entities/gallons","All chemical dose calculations for pools require an accurate volume in gallons.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-liters-0096","liters","https://waterbalancetools.com/entities/liters","The liter is the SI unit of volume used in metric countries for pool measurements.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-liters-0097","liters","https://waterbalancetools.com/entities/liters","While calculators on this site use US gallons as the primary unit, all conversions to and from liters are supported.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-liters-0098","liters","https://waterbalancetools.com/entities/liters","Chemical doses calculated in metric units (grams per liter, or mg/L for ppm equivalents) are consistent with the same chemistry but expressed in metric terms.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-ppm-0099","ppm","https://waterbalancetools.com/entities/ppm","Parts per million (ppm) is the standard unit of concentration for pool chemistry parameters including free chlorine, alkalinity, calcium hardness, cyanuric acid, and TDS.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-ppm-0100","ppm","https://waterbalancetools.com/entities/ppm","1 ppm equals 1 milligram per liter (mg/L) in aqueous solution.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-ppm-0101","ppm","https://waterbalancetools.com/entities/ppm","Most pool test kits and digital testers report results in ppm.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-ppm-0102","ppm","https://waterbalancetools.com/entities/ppm","The relationship between ppm and actual chemical dose is direct: 1 ppm in a 10,000-gallon pool corresponds to 8.34 mg of the substance dissolved in the water.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-flow-rate-0103","flow-rate","https://waterbalancetools.com/entities/flow-rate","Flow rate is measured in gallons per minute (GPM) and represents how much water the pump circulates through the filtration system.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-flow-rate-0104","flow-rate","https://waterbalancetools.com/entities/flow-rate","Variable speed pumps can be programmed to run at different flow rates at different times of day, reducing energy consumption while maintaining adequate filtration.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-turnover-time-0106","turnover-time","https://waterbalancetools.com/entities/turnover-time","PHTA recommends a maximum turnover time of 8 hours for residential pools (one complete turnover in 8 hours or less).","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-pump-0107","pump","https://waterbalancetools.com/entities/pump","The pool pump is the heart of the pool circulation system.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-pump-0108","pump","https://waterbalancetools.com/entities/pump","It draws water from skimmers and main drains, forces it through the filter, heater, and chemical feeders, then returns it through jets.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-pump-0109","pump","https://waterbalancetools.com/entities/pump","Single-speed pumps run at one fixed RPM; variable-speed pumps (VSP) can be programmed to run at different speeds, reducing energy consumption by up to 80% compared to single-speed models.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-sand-filter-0110","sand-filter","https://waterbalancetools.com/entities/sand-filter","Sand filters use a bed of specially graded silica sand (#20 grade) to capture suspended particles.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-sand-filter-0111","sand-filter","https://waterbalancetools.com/entities/sand-filter","When the filter pressure increases 8–10 psi above the clean baseline, the filter needs backwashing — reversing the flow to flush trapped material to waste.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-sand-filter-0112","sand-filter","https://waterbalancetools.com/entities/sand-filter","Sand should be replaced every 5–7 years.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-cartridge-filter-0113","cartridge-filter","https://waterbalancetools.com/entities/cartridge-filter","Cartridge filters use pleated polyester fabric cartridges to filter pool water.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-cartridge-filter-0114","cartridge-filter","https://waterbalancetools.com/entities/cartridge-filter","They provide finer filtration than sand (10–15 microns) without requiring backwashing — only periodic cartridge removal, rinsing with a hose, and occasional overnight soaking in cartridge cleaning solution.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-cartridge-filter-0115","cartridge-filter","https://waterbalancetools.com/entities/cartridge-filter","Cartridges should be replaced every 12–18 months.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-de-filter-0116","de-filter","https://waterbalancetools.com/entities/de-filter","Diatomaceous earth (DE) filters use a fine powder made from fossilized diatoms (microscopic algae) as the filter media.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-de-filter-0117","de-filter","https://waterbalancetools.com/entities/de-filter","Maintenance involves backwashing (which removes the used DE) followed by adding fresh DE through the skimmer.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-de-filter-0119","de-filter","https://waterbalancetools.com/entities/de-filter","Internal grids require annual cleaning and periodic inspection.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-skimmer-0121","skimmer","https://waterbalancetools.com/entities/skimmer","The skimmer basket should be checked and emptied regularly — a clogged basket restricts pump flow.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-skimmer-0123","skimmer","https://waterbalancetools.com/entities/skimmer","Skimmers also contain a suction port used during pool vacuuming.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-heater-0124","heater","https://waterbalancetools.com/entities/heater","Solar systems have no operating cost but depend on sun availability and add time to the system.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-heater-0125","heater","https://waterbalancetools.com/entities/heater","All heater types affect pool chemistry: higher water temperatures increase chlorine demand, pH rise, and LSI scaling tendency.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-heater-0126","heater","https://waterbalancetools.com/entities/heater","Heater bypasses allow chemistry adjustment at lower temperatures to extend equipment life.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-salt-chlorinator-0127","salt-chlorinator","https://waterbalancetools.com/entities/salt-chlorinator","A salt chlorinator (also called a saltwater generator or SWCG) uses electrolysis to convert sodium chloride dissolved in pool water into hypochlorous acid — the same active disinfectant as manually added chlorine.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-salt-chlorinator-0129","salt-chlorinator","https://waterbalancetools.com/entities/salt-chlorinator","The pool still uses chlorine — it is simply generated on-site from salt rather than added directly.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-automatic-chlorinator-0132","automatic-chlorinator","https://waterbalancetools.com/entities/automatic-chlorinator","They automate baseline chlorine maintenance between manual chemical additions.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-chemical-feeder-0135","chemical-feeder","https://waterbalancetools.com/entities/chemical-feeder","Chemical feeders include erosion feeders (for solid products), peristaltic pump systems (for liquid chemicals), and ORP/pH automated controllers.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-chemical-feeder-0136","chemical-feeder","https://waterbalancetools.com/entities/chemical-feeder","Automated chemical feed systems monitor ORP and pH in real time and inject the appropriate chemicals to maintain setpoints.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-chemical-feeder-0137","chemical-feeder","https://waterbalancetools.com/entities/chemical-feeder","They reduce manual chemical handling and maintain more consistent water chemistry than periodic manual addition.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-shock-treatment-0144","shock-treatment","https://waterbalancetools.com/entities/shock-treatment","Non-chlorine shock (potassium monopersulfate) oxidizes contaminants without adding chlorine — useful when swimming must resume quickly.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
