url,file_path,page_type,cluster,overall_quality_score,action,priority,evidence
https://waterbalancetools.com/entities/outdoor-pool,entities/outdoor-pool.html,entity,entities,1.6,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/oxidation,entities/oxidation.html,entity,entities,1.6,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/ozone,entities/ozone.html,entity,entities,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/ph,entities/ph.html,entity,entities,1.7,IMPROVE,P2,"repetition_score=0: page shares several exact boilerplate paragraph/FAQ/table blocks with sibling pages despite otherwise original prose (originality_score=3) -- see programmatic-duplication.csv for family ""entities""."
https://waterbalancetools.com/entities/phosphate,entities/phosphate.html,entity,entities,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/phta,entities/phta.html,entity,entities,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/pool-opening,entities/pool-opening.html,entity,entities,1.6,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/pool-salt,entities/pool-salt.html,entity,entities,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/ppm,entities/ppm.html,entity,entities,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/pump,entities/pump.html,entity,entities,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/salt-chlorinator,entities/salt-chlorinator.html,entity,entities,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/salt,entities/salt.html,entity,entities,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/saltwater-pool,entities/saltwater-pool.html,entity,entities,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/sand-filter,entities/sand-filter.html,entity,entities,1.5,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/sanitizing,entities/sanitizing.html,entity,entities,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/scaling,entities/scaling.html,entity,entities,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/shock-treatment,entities/shock-treatment.html,entity,entities,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/skimmer,entities/skimmer.html,entity,entities,1.6,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/skin-irritation,entities/skin-irritation.html,entity,entities,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/soda-ash,entities/soda-ash.html,entity,entities,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/sodium-dichlor,entities/sodium-dichlor.html,entity,entities,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/stabilizer,entities/stabilizer.html,entity,entities,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/strong-chlorine-smell,entities/strong-chlorine-smell.html,entity,entities,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/swim-spa,entities/swim-spa.html,entity,entities,1.6,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/swimming-pool,entities/swimming-pool.html,entity,entities,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/taylor-technologies,entities/taylor-technologies.html,entity,entities,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/temperature,entities/temperature.html,entity,entities,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/testing,entities/testing.html,entity,entities,1.6,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/total-chlorine,entities/total-chlorine.html,entity,entities,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/total-dissolved-solids,entities/total-dissolved-solids.html,entity,entities,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/trichlor-tablets,entities/trichlor-tablets.html,entity,entities,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/turnover-time,entities/turnover-time.html,entity,entities,1.6,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/unit-celsius,entities/unit-celsius.html,entity,entities,1.8,IMPROVE,P2,word_count=105 -- thin content risk for AdSense/quality.
https://waterbalancetools.com/entities/unit-days,entities/unit-days.html,entity,entities,1.6,IMPROVE,P2,word_count=130 -- thin content risk for AdSense/quality.
https://waterbalancetools.com/entities/unit-fahrenheit,entities/unit-fahrenheit.html,entity,entities,1.8,IMPROVE,P2,word_count=126 -- thin content risk for AdSense/quality.
https://waterbalancetools.com/entities/unit-gallons,entities/unit-gallons.html,entity,entities,1.6,IMPROVE,P2,word_count=129 -- thin content risk for AdSense/quality.
https://waterbalancetools.com/entities/unit-hours,entities/unit-hours.html,entity,entities,1.6,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/unit-liters,entities/unit-liters.html,entity,entities,1.7,IMPROVE,P2,word_count=116 -- thin content risk for AdSense/quality.
https://waterbalancetools.com/entities/unit-mg-l,entities/unit-mg-l.html,entity,entities,1.7,IMPROVE,P2,word_count=117 -- thin content risk for AdSense/quality.
https://waterbalancetools.com/entities/unit-minutes,entities/unit-minutes.html,entity,entities,1.6,IMPROVE,P2,word_count=133 -- thin content risk for AdSense/quality.
https://waterbalancetools.com/entities/unit-months,entities/unit-months.html,entity,entities,1.6,IMPROVE,P2,word_count=135 -- thin content risk for AdSense/quality.
https://waterbalancetools.com/entities/unit-ppm,entities/unit-ppm.html,entity,entities,1.6,IMPROVE,P2,word_count=139 -- thin content risk for AdSense/quality.
https://waterbalancetools.com/entities/unit-weeks,entities/unit-weeks.html,entity,entities,1.6,IMPROVE,P2,word_count=126 -- thin content risk for AdSense/quality.
https://waterbalancetools.com/entities/vacation-rental-checklist,entities/vacation-rental-checklist.html,entity,entities,1.6,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/vinyl-pool,entities/vinyl-pool.html,entity,entities,1.5,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/water-replacement,entities/water-replacement.html,entity,entities,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/water-test-sheet,entities/water-test-sheet.html,entity,entities,1.6,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/entities/winterization,entities/winterization.html,entity,entities,1.6,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/formulas/alkalinity-formula,formulas/alkalinity-formula.html,formula-page,formulas,2.4,IMPROVE,P3,On-page SEO issues: TITLE_TOO_LONG.
https://waterbalancetools.com/formulas/cya-formula,formulas/cya-formula.html,formula-page,formulas,2.4,IMPROVE,P3,On-page SEO issues: TITLE_TOO_LONG.
https://waterbalancetools.com/formulas/,formulas/index.html,formula-hub,formulas,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/formulas/liquid-chlorine-formula,formulas/liquid-chlorine-formula.html,formula-page,formulas,2.5,IMPROVE,P3,On-page SEO issues: TITLE_TOO_LONG.
https://waterbalancetools.com/formulas/lsi-formula,formulas/lsi-formula.html,formula-page,formulas,2.4,IMPROVE,P3,On-page SEO issues: TITLE_TOO_LONG.
https://waterbalancetools.com/formulas/ph-adjustment-formula,formulas/ph-adjustment-formula.html,formula-page,formulas,2.5,KEEP,P3,overall_quality_score=2.5 -- strong across the rubric.
https://waterbalancetools.com/formulas/pool-volume-formula,formulas/pool-volume-formula.html,formula-page,formulas,2.3,KEEP,P3,overall_quality_score=2.3 -- strong across the rubric.
https://waterbalancetools.com/formulas/salt-formula,formulas/salt-formula.html,formula-page,formulas,2.4,KEEP,P3,overall_quality_score=2.4 -- strong across the rubric.
https://waterbalancetools.com/formulas/shock-formula,formulas/shock-formula.html,formula-page,formulas,2.4,KEEP,P3,overall_quality_score=2.4 -- strong across the rubric.
https://waterbalancetools.com/formulas/turnover-formula,formulas/turnover-formula.html,formula-page,formulas,2.3,KEEP,P3,overall_quality_score=2.3 -- strong across the rubric.
https://waterbalancetools.com/glossary/aggressive-water,glossary/aggressive-water.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/algae-bloom,glossary/algae-bloom.html,glossary-term,glossary,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/algaecide,glossary/algaecide.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/ammonia,glossary/ammonia.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/backwashing,glossary/backwashing.html,glossary-term,glossary,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/bather-load,glossary/bather-load.html,glossary-term,glossary,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/bcdmh,glossary/bcdmh.html,glossary-term,glossary,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/bicarbonate-alkalinity,glossary/bicarbonate-alkalinity.html,glossary-term,glossary,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/biofilm,glossary/biofilm.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/black-algae,glossary/black-algae.html,glossary-term,glossary,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/breakpoint-chlorination,glossary/breakpoint-chlorination.html,glossary-term,glossary,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/breakpoint-dose,glossary/breakpoint-dose.html,glossary-term,glossary,2,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/bromine,glossary/bromine.html,glossary-term,glossary,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/calcium-hardness,glossary/calcium-hardness.html,glossary-term,glossary,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/calcium-hypochlorite,glossary/calcium-hypochlorite.html,glossary-term,glossary,2,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/carbon-dioxide,glossary/carbon-dioxide.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/cartridge-filter,glossary/cartridge-filter.html,glossary-term,glossary,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/chemical-compatibility,glossary/chemical-compatibility.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/chemical-log,glossary/chemical-log.html,glossary-term,glossary,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/chemical-storage,glossary/chemical-storage.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/chloramine,glossary/chloramine.html,glossary-term,glossary,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/chlorine-demand,glossary/chlorine-demand.html,glossary-term,glossary,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/chlorine-stabilizer,glossary/chlorine-stabilizer.html,glossary-term,glossary,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/clarifier,glossary/clarifier.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/closing-chemical-kit,glossary/closing-chemical-kit.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/colorimetric-test,glossary/colorimetric-test.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/combined-chlorine,glossary/combined-chlorine.html,glossary-term,glossary,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/conductivity,glossary/conductivity.html,glossary-term,glossary,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/copper,glossary/copper.html,glossary-term,glossary,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/cyanuric-acid,glossary/cyanuric-acid.html,glossary-term,glossary,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/de-filter,glossary/de-filter.html,glossary-term,glossary,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/dead-algae,glossary/dead-algae.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/dichlor,glossary/dichlor.html,glossary-term,glossary,2,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/dilution,glossary/dilution.html,glossary-term,glossary,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/dpd-test,glossary/dpd-test.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/evaporation,glossary/evaporation.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/filter-pressure,glossary/filter-pressure.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/flocculant,glossary/flocculant.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/free-chlorine,glossary/free-chlorine.html,glossary-term,glossary,2,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/gpm,glossary/gpm.html,glossary-term,glossary,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/green-algae,glossary/green-algae.html,glossary-term,glossary,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/hypochlorous-acid,glossary/hypochlorous-acid.html,glossary-term,glossary,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/,glossary/index.html,glossary-term,glossary,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/iron,glossary/iron.html,glossary-term,glossary,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/langelier-saturation-index,glossary/langelier-saturation-index.html,glossary-term,glossary,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/main-drain,glossary/main-drain.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/metal-sequestrant,glossary/metal-sequestrant.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/multiport-valve,glossary/multiport-valve.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/muriatic-acid,glossary/muriatic-acid.html,glossary-term,glossary,2,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/mustard-algae,glossary/mustard-algae.html,glossary-term,glossary,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/opening-chemical-kit,glossary/opening-chemical-kit.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/orp,glossary/orp.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/oto-test,glossary/oto-test.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/oxidizer,glossary/oxidizer.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/ozone,glossary/ozone.html,glossary-term,glossary,2,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/partial-drain,glossary/partial-drain.html,glossary-term,glossary,2,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/parts-per-million,glossary/parts-per-million.html,glossary-term,glossary,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/ph-bounce,glossary/ph-bounce.html,glossary-term,glossary,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/ph-increaser,glossary/ph-increaser.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/ph,glossary/ph.html,glossary-term,glossary,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/phosphates,glossary/phosphates.html,glossary-term,glossary,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/pink-slime,glossary/pink-slime.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/pool-chemistry-reference,glossary/pool-chemistry-reference.html,glossary-term,glossary,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/pool-maintenance-schedule,glossary/pool-maintenance-schedule.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/pool-pump,glossary/pool-pump.html,glossary-term,glossary,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/pool-safety-equipment,glossary/pool-safety-equipment.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/pool-shock-schedule,glossary/pool-shock-schedule.html,glossary-term,glossary,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/pool-turnover-rate,glossary/pool-turnover-rate.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/pool-volume-reference,glossary/pool-volume-reference.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/pool-volume,glossary/pool-volume.html,glossary-term,glossary,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/pressure-gauge,glossary/pressure-gauge.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/pump-turnover,glossary/pump-turnover.html,glossary-term,glossary,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/reagent,glossary/reagent.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/return-jet,glossary/return-jet.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/salt-chlorination,glossary/salt-chlorination.html,glossary-term,glossary,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/sand-filter,glossary/sand-filter.html,glossary-term,glossary,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/sanitizer,glossary/sanitizer.html,glossary-term,glossary,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/saturated-ph,glossary/saturated-ph.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/saturation-index,glossary/saturation-index.html,glossary-term,glossary,1.6,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/scale-inhibitor,glossary/scale-inhibitor.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/scaling-water,glossary/scaling-water.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/shock-dosage,glossary/shock-dosage.html,glossary-term,glossary,2,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/shock,glossary/shock.html,glossary-term,glossary,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/skimmer,glossary/skimmer.html,glossary-term,glossary,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/sodium-bicarbonate,glossary/sodium-bicarbonate.html,glossary-term,glossary,2,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/sodium-bisulfate,glossary/sodium-bisulfate.html,glossary-term,glossary,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/sodium-carbonate,glossary/sodium-carbonate.html,glossary-term,glossary,1.6,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/sodium-hypochlorite,glossary/sodium-hypochlorite.html,glossary-term,glossary,2,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/superchlorination,glossary/superchlorination.html,glossary-term,glossary,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/test-strip,glossary/test-strip.html,glossary-term,glossary,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/total-alkalinity,glossary/total-alkalinity.html,glossary-term,glossary,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/total-chlorine,glossary/total-chlorine.html,glossary-term,glossary,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/total-dissolved-solids,glossary/total-dissolved-solids.html,glossary-term,glossary,2,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/total-hardness,glossary/total-hardness.html,glossary-term,glossary,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/trichlor,glossary/trichlor.html,glossary-term,glossary,2,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/turbidity,glossary/turbidity.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/uv-sanitization,glossary/uv-sanitization.html,glossary-term,glossary,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/water-balance-checklist,glossary/water-balance-checklist.html,glossary-term,glossary,1.8,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/water-temperature,glossary/water-temperature.html,glossary-term,glossary,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/water-test-log,glossary/water-test-log.html,glossary-term,glossary,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/glossary/winterization,glossary/winterization.html,glossary-term,glossary,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/guides/advanced/chlorine-breakdown-sunlight,guides/advanced/chlorine-breakdown-sunlight.html,guide,guides/advanced,2.2,IMPROVE,P3,On-page SEO issues: TITLE_TOO_LONG.
https://waterbalancetools.com/guides/advanced/chlorine-vs-saltwater,guides/advanced/chlorine-vs-saltwater.html,guide,guides/advanced,2.2,IMPROVE,P3,On-page SEO issues: TITLE_TOO_LONG.
https://waterbalancetools.com/guides/advanced/cya-stabilizer-explained,guides/advanced/cya-stabilizer-explained.html,guide,guides/advanced,2.1,IMPROVE,P3,On-page SEO issues: TITLE_TOO_LONG.
https://waterbalancetools.com/guides/advanced/,guides/advanced/index.html,guide,guides/advanced,1.9,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/guides/advanced/pool-chemistry-balance-explained,guides/advanced/pool-chemistry-balance-explained.html,guide,guides/advanced,2,IMPROVE,P3,On-page SEO issues: TITLE_TOO_LONG.
https://waterbalancetools.com/guides/alkalinity-guide,guides/alkalinity-guide.html,guide,guides,1.6,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/guides/chlorine-guide,guides/chlorine-guide.html,guide,guides,1.7,UNCHANGED,P3,No P0/P1/P2 signal triggered by this audit pass.
https://waterbalancetools.com/guides/chlorine/chlorine-too-high-after-shocking,guides/chlorine/chlorine-too-high-after-shocking.html,guide,guides/chlorine,2.5,KEEP,P3,overall_quality_score=2.5 -- strong across the rubric.
https://waterbalancetools.com/guides/chlorine/free-chlorine-vs-total-chlorine,guides/chlorine/free-chlorine-vs-total-chlorine.html,guide,guides/chlorine,2.5,KEEP,P3,overall_quality_score=2.5 -- strong across the rubric.
https://waterbalancetools.com/guides/chlorine/how-often-should-i-shock-my-pool,guides/chlorine/how-often-should-i-shock-my-pool.html,guide,guides/chlorine,2.5,KEEP,P3,overall_quality_score=2.5 -- strong across the rubric.
