source_file,source_type,parameter,value,unit,context,pool_or_spa,sanitizer,scenario,source_of_value,generator_dependency,claim_or_calculation,review_status
scripts/data/academy-testing.js,data_module,free_chlorine,0.5,ppm,body: 'A pool owner has been adding extra chlorine every week because readings consistently show FC near 0.5 ppm — yet the pool stays clear.,pool,chlorine,target_range,scripts/data/academy-testing.js:305,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-testing.js,data_module,free_chlorine,2.5,ppm,body: 'A pool owner has been adding extra chlorine every week because readings consistently show FC near 0.5 ppm — yet the pool stays clear.,pool,chlorine,target_range,scripts/data/academy-testing.js:305,"(data file, no direct generator)",claim,CONTEXTUAL
scripts/data/academy-troubleshooting.js,data_module,ph,1,ppm,"body: 'Step 1: Run a complete water test. Cloudy water from chemistry problems shows low free chlorine (below 1 ppm), high pH (above 7.8), o",pool,chlorine,troubleshooting,scripts/data/academy-troubleshooting.js:29,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,ph,10,ppm,"body: 'If cloudiness is from chemistry: first bring pH into the 7.2–7.6 range, then shock the pool to 10 ppm FC or higher. Run the filter 24",pool,unspecified,shock,scripts/data/academy-troubleshooting.js:34,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,ph,0.8,ppm,"body: 'Pool tests: FC 0.8 ppm, pH 7.9, TA 110 ppm. Cloudiness is chemistry-based. Day 1 morning: add muriatic acid to lower pH to 7.4. After",pool,chlorine,shock,scripts/data/academy-troubleshooting.js:45,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,ph,110,ppm,"body: 'Pool tests: FC 0.8 ppm, pH 7.9, TA 110 ppm. Cloudiness is chemistry-based. Day 1 morning: add muriatic acid to lower pH to 7.4. After",pool,chlorine,shock,scripts/data/academy-troubleshooting.js:45,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,ph,10,ppm,"body: 'Pool tests: FC 0.8 ppm, pH 7.9, TA 110 ppm. Cloudiness is chemistry-based. Day 1 morning: add muriatic acid to lower pH to 7.4. After",pool,chlorine,shock,scripts/data/academy-troubleshooting.js:45,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,ph,4,ppm,"body: 'Pool tests: FC 0.8 ppm, pH 7.9, TA 110 ppm. Cloudiness is chemistry-based. Day 1 morning: add muriatic acid to lower pH to 7.4. After",pool,chlorine,shock,scripts/data/academy-troubleshooting.js:45,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,algae,30,ppm,"overview: 'Green pool water is an algae bloom. Once algae is established, standard chlorine dosing is insufficient — a shock chlorination at",pool,chlorine,shock,scripts/data/academy-troubleshooting.js:70,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,free_chlorine,1,ppm,"'Green algae blooms typically start when FC drops below 1 ppm for 24 hours or more.',",unspecified,unspecified,target_range,scripts/data/academy-troubleshooting.js:72,"(data file, no direct generator)",claim,CONTEXTUAL
scripts/data/academy-troubleshooting.js,data_module,free_chlorine,30,ppm,"'The shock dose for an active green pool is 30 ppm FC — ten times the normal level.',",pool,unspecified,shock,scripts/data/academy-troubleshooting.js:73,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,ph,30,ppm,"body: 'Step 1: Test pH, alkalinity, and CYA. Adjust pH to 7.2 (lower end — maximises chlorine activity). Step 2: Brush all surfaces vigorous",pool,chlorine,shock,scripts/data/academy-troubleshooting.js:86,"(data file, no direct generator)",calculation,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,ph,10,ppm,"body: 'Step 1: Test pH, alkalinity, and CYA. Adjust pH to 7.2 (lower end — maximises chlorine activity). Step 2: Brush all surfaces vigorous",pool,chlorine,shock,scripts/data/academy-troubleshooting.js:86,"(data file, no direct generator)",calculation,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,free_chlorine,80,ppm,"body: 'Once water is clear, run a full water test and correct any out-of-range parameters. Dead algae that was not removed by filtration or ",unspecified,unspecified,target_range,scripts/data/academy-troubleshooting.js:91,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,ph,60,ppm,"body: 'A homeowner returns from a week away to find a 15,000-gallon pool turned bright green. FC is zero, pH 8.2, CYA 60 ppm. Friday evening",pool,chlorine,target_range,scripts/data/academy-troubleshooting.js:97,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,ph,6,gallons,"body: 'A homeowner returns from a week away to find a 15,000-gallon pool turned bright green. FC is zero, pH 8.2, CYA 60 ppm. Friday evening",pool,chlorine,target_range,scripts/data/academy-troubleshooting.js:97,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,ph,30,ppm,"body: 'A homeowner returns from a week away to find a 15,000-gallon pool turned bright green. FC is zero, pH 8.2, CYA 60 ppm. Friday evening",pool,chlorine,target_range,scripts/data/academy-troubleshooting.js:97,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,ph,12,ppm,"body: 'A homeowner returns from a week away to find a 15,000-gallon pool turned bright green. FC is zero, pH 8.2, CYA 60 ppm. Friday evening",pool,chlorine,target_range,scripts/data/academy-troubleshooting.js:97,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,ph,10,ppm,"body: 'A homeowner returns from a week away to find a 15,000-gallon pool turned bright green. FC is zero, pH 8.2, CYA 60 ppm. Friday evening",pool,chlorine,target_range,scripts/data/academy-troubleshooting.js:97,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,free_chlorine,500,ppm,body: 'To determine whether foam is from chemistry or organics: take a handful of water and try to create foam by rubbing your hands togethe,unspecified,chlorine,target_range,scripts/data/academy-troubleshooting.js:138,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,combined_chlorine,0.5,ppm,"'Combined chlorine above 0.5 ppm is the action threshold — breakpoint shock is needed.',",unspecified,chlorine,shock,scripts/data/academy-troubleshooting.js:178,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,free_chlorine,0.5,ppm,"body: 'To confirm a chloramine problem, test both free chlorine (DPD-1) and total chlorine (DPD-3). Combined chlorine = Total - Free. If the",pool,chlorine,troubleshooting,scripts/data/academy-troubleshooting.js:190,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,free_chlorine,1,ppm,"body: 'To confirm a chloramine problem, test both free chlorine (DPD-1) and total chlorine (DPD-3). Combined chlorine = Total - Free. If the",pool,chlorine,troubleshooting,scripts/data/academy-troubleshooting.js:190,"(data file, no direct generator)",claim,CONTEXTUAL
scripts/data/academy-troubleshooting.js,data_module,free_chlorine,0,ppm,"body: 'To confirm a chloramine problem, test both free chlorine (DPD-1) and total chlorine (DPD-3). Combined chlorine = Total - Free. If the",pool,chlorine,troubleshooting,scripts/data/academy-troubleshooting.js:190,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,free_chlorine,1.5,ppm,"body: 'After a pool party, the water smells strongly and guests are complaining of red eyes. Test: FC 1.5 ppm, TC 2.8 ppm, CC 1.3 ppm — well",pool,unspecified,shock,scripts/data/academy-troubleshooting.js:201,"(data file, no direct generator)",claim,CONTEXTUAL
scripts/data/academy-troubleshooting.js,data_module,free_chlorine,2.8,ppm,"body: 'After a pool party, the water smells strongly and guests are complaining of red eyes. Test: FC 1.5 ppm, TC 2.8 ppm, CC 1.3 ppm — well",pool,unspecified,shock,scripts/data/academy-troubleshooting.js:201,"(data file, no direct generator)",claim,CONTEXTUAL
scripts/data/academy-troubleshooting.js,data_module,free_chlorine,1.3,ppm,"body: 'After a pool party, the water smells strongly and guests are complaining of red eyes. Test: FC 1.5 ppm, TC 2.8 ppm, CC 1.3 ppm — well",pool,unspecified,shock,scripts/data/academy-troubleshooting.js:201,"(data file, no direct generator)",claim,CONTEXTUAL
scripts/data/academy-troubleshooting.js,data_module,free_chlorine,13,ppm,"body: 'After a pool party, the water smells strongly and guests are complaining of red eyes. Test: FC 1.5 ppm, TC 2.8 ppm, CC 1.3 ppm — well",pool,unspecified,shock,scripts/data/academy-troubleshooting.js:201,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,free_chlorine,0,gallons,"body: 'After a pool party, the water smells strongly and guests are complaining of red eyes. Test: FC 1.5 ppm, TC 2.8 ppm, CC 1.3 ppm — well",pool,unspecified,shock,scripts/data/academy-troubleshooting.js:201,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,free_chlorine,8,lbs,"body: 'After a pool party, the water smells strongly and guests are complaining of red eyes. Test: FC 1.5 ppm, TC 2.8 ppm, CC 1.3 ppm — well",pool,unspecified,shock,scripts/data/academy-troubleshooting.js:201,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,free_chlorine,4.5,ppm,"body: 'After a pool party, the water smells strongly and guests are complaining of red eyes. Test: FC 1.5 ppm, TC 2.8 ppm, CC 1.3 ppm — well",pool,unspecified,shock,scripts/data/academy-troubleshooting.js:201,"(data file, no direct generator)",claim,CONTEXTUAL
scripts/data/academy-troubleshooting.js,data_module,free_chlorine,0,ppm,"body: 'After a pool party, the water smells strongly and guests are complaining of red eyes. Test: FC 1.5 ppm, TC 2.8 ppm, CC 1.3 ppm — well",pool,unspecified,shock,scripts/data/academy-troubleshooting.js:201,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,ph,400,ppm,"body: 'Prevention: keep LSI between -0.3 and +0.3 by maintaining pH below 7.6, calcium hardness at or below 400 ppm, and alkalinity at 80–12",unspecified,unspecified,target_range,scripts/data/academy-troubleshooting.js:247,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,ph,120,ppm,"body: 'Prevention: keep LSI between -0.3 and +0.3 by maintaining pH below 7.6, calcium hardness at or below 400 ppm, and alkalinity at 80–12",unspecified,unspecified,target_range,scripts/data/academy-troubleshooting.js:247,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,ph,400,ppm,"body: 'A pool owner in an area with naturally hard tap water (400 ppm Ca hardness) fills a new pool. Within two months, heavy scale appears ",pool,unspecified,troubleshooting,scripts/data/academy-troubleshooting.js:253,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,ph,480,ppm,"body: 'A pool owner in an area with naturally hard tap water (400 ppm Ca hardness) fills a new pool. Within two months, heavy scale appears ",pool,unspecified,troubleshooting,scripts/data/academy-troubleshooting.js:253,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,ph,140,ppm,"body: 'A pool owner in an area with naturally hard tap water (400 ppm Ca hardness) fills a new pool. Within two months, heavy scale appears ",pool,unspecified,troubleshooting,scripts/data/academy-troubleshooting.js:253,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,ph,90,ppm,"body: 'A pool owner in an area with naturally hard tap water (400 ppm Ca hardness) fills a new pool. Within two months, heavy scale appears ",pool,unspecified,troubleshooting,scripts/data/academy-troubleshooting.js:253,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,ph,340,ppm,"body: 'A pool owner in an area with naturally hard tap water (400 ppm Ca hardness) fills a new pool. Within two months, heavy scale appears ",pool,unspecified,troubleshooting,scripts/data/academy-troubleshooting.js:253,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,calcium_hardness,150,ppm,"'Soft water (low calcium hardness, below 150 ppm) is inherently corrosive to pool surfaces.',",pool,unspecified,target_range,scripts/data/academy-troubleshooting.js:282,"(data file, no direct generator)",claim,CONTEXTUAL
scripts/data/academy-troubleshooting.js,data_module,ph,100,ppm,"body: 'The treatment for active corrosion is raising the LSI into the acceptable range: raise pH to 7.4–7.6 (largest single impact), raise c",pool,unspecified,shock,scripts/data/academy-troubleshooting.js:299,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,ph,100,ppm,body: 'A pool owner notices blue-green staining appearing along the waterline and on the pool floor after using a copper-based algaecide. Te,pool,unspecified,shock,scripts/data/academy-troubleshooting.js:305,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,ph,250,ppm,body: 'A pool owner notices blue-green staining appearing along the waterline and on the pool floor after using a copper-based algaecide. Te,pool,unspecified,shock,scripts/data/academy-troubleshooting.js:305,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-troubleshooting.js,data_module,calcium_hardness,200,ppm,'Filling a plaster pool with soft municipal water without immediately raising calcium hardness to at least 200 ppm.',pool,unspecified,target_range,scripts/data/academy-troubleshooting.js:311,"(data file, no direct generator)",claim,CONTEXTUAL
scripts/data/academy-vacation-rentals.js,data_module,ph,1,ppm,"body: 'Test all water parameters (FC, pH, TA, hardness) within 24 hours of guest arrival. If FC is below 1 ppm (pool) or 3 ppm (hot tub), ad",both,chlorine,shock,scripts/data/academy-vacation-rentals.js:29,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-vacation-rentals.js,data_module,ph,3,ppm,"body: 'Test all water parameters (FC, pH, TA, hardness) within 24 hours of guest arrival. If FC is below 1 ppm (pool) or 3 ppm (hot tub), ad",both,chlorine,shock,scripts/data/academy-vacation-rentals.js:29,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-vacation-rentals.js,data_module,ph,0.5,ppm,"body: 'Test all water parameters (FC, pH, TA, hardness) within 24 hours of guest arrival. If FC is below 1 ppm (pool) or 3 ppm (hot tub), ad",both,chlorine,shock,scripts/data/academy-vacation-rentals.js:29,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-vacation-rentals.js,data_module,ph,0.8,ppm,"body: 'Date: Saturday 10am. Pre-turnover test: FC 0.8 ppm (low), pH 7.9 (high), TA 100 ppm (ok), CH 220 ppm (ok), CC 0.4 ppm (borderline). A",unspecified,chlorine,safety_guidance,scripts/data/academy-vacation-rentals.js:45,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-vacation-rentals.js,data_module,ph,100,ppm,"body: 'Date: Saturday 10am. Pre-turnover test: FC 0.8 ppm (low), pH 7.9 (high), TA 100 ppm (ok), CH 220 ppm (ok), CC 0.4 ppm (borderline). A",unspecified,chlorine,safety_guidance,scripts/data/academy-vacation-rentals.js:45,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-vacation-rentals.js,data_module,ph,220,ppm,"body: 'Date: Saturday 10am. Pre-turnover test: FC 0.8 ppm (low), pH 7.9 (high), TA 100 ppm (ok), CH 220 ppm (ok), CC 0.4 ppm (borderline). A",unspecified,chlorine,safety_guidance,scripts/data/academy-vacation-rentals.js:45,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-vacation-rentals.js,data_module,ph,0.4,ppm,"body: 'Date: Saturday 10am. Pre-turnover test: FC 0.8 ppm (low), pH 7.9 (high), TA 100 ppm (ok), CH 220 ppm (ok), CC 0.4 ppm (borderline). A",unspecified,chlorine,safety_guidance,scripts/data/academy-vacation-rentals.js:45,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-vacation-rentals.js,data_module,ph,2,ppm,"body: 'Date: Saturday 10am. Pre-turnover test: FC 0.8 ppm (low), pH 7.9 (high), TA 100 ppm (ok), CH 220 ppm (ok), CC 0.4 ppm (borderline). A",unspecified,chlorine,safety_guidance,scripts/data/academy-vacation-rentals.js:45,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-vacation-rentals.js,data_module,ph,8,oz,"body: 'Date: Saturday 10am. Pre-turnover test: FC 0.8 ppm (low), pH 7.9 (high), TA 100 ppm (ok), CH 220 ppm (ok), CC 0.4 ppm (borderline). A",unspecified,chlorine,safety_guidance,scripts/data/academy-vacation-rentals.js:45,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-vacation-rentals.js,data_module,ph,2.5,ppm,"body: 'Date: Saturday 10am. Pre-turnover test: FC 0.8 ppm (low), pH 7.9 (high), TA 100 ppm (ok), CH 220 ppm (ok), CC 0.4 ppm (borderline). A",unspecified,chlorine,safety_guidance,scripts/data/academy-vacation-rentals.js:45,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-vacation-rentals.js,data_module,ph,0.1,ppm,"body: 'Date: Saturday 10am. Pre-turnover test: FC 0.8 ppm (low), pH 7.9 (high), TA 100 ppm (ok), CH 220 ppm (ok), CC 0.4 ppm (borderline). A",unspecified,chlorine,safety_guidance,scripts/data/academy-vacation-rentals.js:45,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-vacation-rentals.js,data_module,free_chlorine,1,ppm,"body: 'Reviewing six months of pool logs for a busy vacation rental, the owner notices that free chlorine consistently drops below 1 ppm in ",pool,chlorine,troubleshooting,scripts/data/academy-vacation-rentals.js:149,"(data file, no direct generator)",claim,CONTEXTUAL
scripts/data/academy-vacation-rentals.js,data_module,ph,3,ppm,"body: 'The chemistry portion of the weekly inspection covers: free chlorine (1–3 ppm), combined chlorine (below 0.5 ppm), pH (7.2–7.6), tota",pool,chlorine,target_range,scripts/data/academy-vacation-rentals.js:237,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-vacation-rentals.js,data_module,ph,0.5,ppm,"body: 'The chemistry portion of the weekly inspection covers: free chlorine (1–3 ppm), combined chlorine (below 0.5 ppm), pH (7.2–7.6), tota",pool,chlorine,target_range,scripts/data/academy-vacation-rentals.js:237,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-vacation-rentals.js,data_module,ph,120,ppm,"body: 'The chemistry portion of the weekly inspection covers: free chlorine (1–3 ppm), combined chlorine (below 0.5 ppm), pH (7.2–7.6), tota",pool,chlorine,target_range,scripts/data/academy-vacation-rentals.js:237,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-vacation-rentals.js,data_module,free_chlorine,30,ppm,"'The shock dose for a green pool is 30 ppm FC — the pool volume calculator determines the exact chemical amount.',",pool,unspecified,shock,scripts/data/academy-vacation-rentals.js:282,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-vacation-rentals.js,data_module,ph,30,ppm,"body: 'Step 1: Lower pH to 7.2 (maximises chlorine activity). Step 2: For green water, brush all surfaces vigorously to break up algae biofi",unspecified,chlorine,shock,scripts/data/academy-vacation-rentals.js:294,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-vacation-rentals.js,data_module,ph,10,ppm,"body: 'Step 1: Lower pH to 7.2 (maximises chlorine activity). Step 2: For green water, brush all surfaces vigorously to break up algae biofi",unspecified,chlorine,shock,scripts/data/academy-vacation-rentals.js:294,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-vacation-rentals.js,data_module,ph,10,ppm,"body: 'Step 1: Lower pH to 7.2 (maximises chlorine activity). Step 2: For green water, brush all surfaces vigorously to break up algae biofi",unspecified,chlorine,shock,scripts/data/academy-vacation-rentals.js:294,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-vacation-rentals.js,data_module,ph,5,ppm,"body: 'Step 1: Lower pH to 7.2 (maximises chlorine activity). Step 2: For green water, brush all surfaces vigorously to break up algae biofi",unspecified,chlorine,shock,scripts/data/academy-vacation-rentals.js:294,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-vacation-rentals.js,data_module,ph,10,gallons,"body: 'Friday afternoon, a property manager arrives for turnover and finds the 18,000-gallon pool bright green. Guests checked out this morn",pool,chlorine,target_range,scripts/data/academy-vacation-rentals.js:305,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-vacation-rentals.js,data_module,ph,30,ppm,"body: 'Friday afternoon, a property manager arrives for turnover and finds the 18,000-gallon pool bright green. Guests checked out this morn",pool,chlorine,target_range,scripts/data/academy-vacation-rentals.js:305,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-vacation-rentals.js,data_module,ph,12,ppm,"body: 'Friday afternoon, a property manager arrives for turnover and finds the 18,000-gallon pool bright green. Guests checked out this morn",pool,chlorine,target_range,scripts/data/academy-vacation-rentals.js:305,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-vacation-rentals.js,data_module,ph,8,ppm,"body: 'Friday afternoon, a property manager arrives for turnover and finds the 18,000-gallon pool bright green. Guests checked out this morn",pool,chlorine,target_range,scripts/data/academy-vacation-rentals.js:305,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-vacation-rentals.js,data_module,ph,5,ppm,"body: 'Friday afternoon, a property manager arrives for turnover and finds the 18,000-gallon pool bright green. Guests checked out this morn",pool,chlorine,target_range,scripts/data/academy-vacation-rentals.js:305,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-water-balance.js,data_module,ph,2,ppm,body: 'Free chlorine exists in two forms in water: hypochlorous acid (HOCl) and hypochlorite ion (OCl-). HOCl is roughly 80 times more effec,pool,chlorine,troubleshooting,scripts/data/academy-water-balance.js:34,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-water-balance.js,data_module,ph,6,ppm,body: 'Free chlorine exists in two forms in water: hypochlorous acid (HOCl) and hypochlorite ion (OCl-). HOCl is roughly 80 times more effec,pool,chlorine,troubleshooting,scripts/data/academy-water-balance.js:34,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-water-balance.js,data_module,ph,3,ppm,"body: 'A pool maintains 3 ppm FC but keeps developing algae spots. pH testing shows 8.0. At pH 8.0, only 22% of FC is active HOCl — effectiv",pool,chlorine,troubleshooting,scripts/data/academy-water-balance.js:45,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-water-balance.js,data_module,ph,0.66,ppm,"body: 'A pool maintains 3 ppm FC but keeps developing algae spots. pH testing shows 8.0. At pH 8.0, only 22% of FC is active HOCl — effectiv",pool,chlorine,troubleshooting,scripts/data/academy-water-balance.js:45,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-water-balance.js,data_module,ph,3,ppm,"body: 'A pool maintains 3 ppm FC but keeps developing algae spots. pH testing shows 8.0. At pH 8.0, only 22% of FC is active HOCl — effectiv",pool,chlorine,troubleshooting,scripts/data/academy-water-balance.js:45,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-water-balance.js,data_module,ph,1.65,ppm,"body: 'A pool maintains 3 ppm FC but keeps developing algae spots. pH testing shows 8.0. At pH 8.0, only 22% of FC is active HOCl — effectiv",pool,chlorine,troubleshooting,scripts/data/academy-water-balance.js:45,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-water-balance.js,data_module,total_alkalinity,120,ppm,"'Target total alkalinity for pools is 80–120 ppm; for hot tubs, 80–120 ppm.',",hot_tub,unspecified,target_range,scripts/data/academy-water-balance.js:73,"(data file, no direct generator)",claim,CONTEXTUAL
scripts/data/academy-water-balance.js,data_module,total_alkalinity,120,ppm,"'Target total alkalinity for pools is 80–120 ppm; for hot tubs, 80–120 ppm.',",hot_tub,unspecified,target_range,scripts/data/academy-water-balance.js:73,"(data file, no direct generator)",claim,CONTEXTUAL
scripts/data/academy-water-balance.js,data_module,ph,120,ppm,"body: 'Total alkalinity measures the concentration of bicarbonate, carbonate, and hydroxide ions in pool water. These ions act as a chemical",pool,unspecified,troubleshooting,scripts/data/academy-water-balance.js:82,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-water-balance.js,data_module,ph,60,ppm,"body: 'Total alkalinity measures the concentration of bicarbonate, carbonate, and hydroxide ions in pool water. These ions act as a chemical",pool,unspecified,troubleshooting,scripts/data/academy-water-balance.js:82,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-water-balance.js,data_module,ph,80,ppm,"body: 'Low alkalinity (below 80 ppm) causes pH to swing unpredictably and makes the water mildly aggressive. Even after adding pH increaser,",unspecified,unspecified,target_range,scripts/data/academy-water-balance.js:87,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-water-balance.js,data_module,ph,120,ppm,"body: 'Low alkalinity (below 80 ppm) causes pH to swing unpredictably and makes the water mildly aggressive. Even after adding pH increaser,",unspecified,unspecified,target_range,scripts/data/academy-water-balance.js:87,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-water-balance.js,data_module,ph,200,ppm,"body: 'Low alkalinity (below 80 ppm) causes pH to swing unpredictably and makes the water mildly aggressive. Even after adding pH increaser,",unspecified,unspecified,target_range,scripts/data/academy-water-balance.js:87,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-water-balance.js,data_module,ph,1.5,lbs,"body: 'To raise total alkalinity: add sodium bicarbonate (sold as ""alkalinity increaser"" or baking soda). Add in doses of 1–1.5 lbs per 10,0",pool,unspecified,target_range,scripts/data/academy-water-balance.js:92,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-water-balance.js,data_module,ph,0,gallons,"body: 'To raise total alkalinity: add sodium bicarbonate (sold as ""alkalinity increaser"" or baking soda). Add in doses of 1–1.5 lbs per 10,0",pool,unspecified,target_range,scripts/data/academy-water-balance.js:92,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-water-balance.js,data_module,ph,45,ppm,body: 'A pool owner adds soda ash Monday and pH jumps to 7.8. By Wednesday it is back to 7.0. They add more soda ash. By Friday it is 7.7. T,pool,unspecified,target_range,scripts/data/academy-water-balance.js:98,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-water-balance.js,data_module,ph,90,ppm,body: 'A pool owner adds soda ash Monday and pH jumps to 7.8. By Wednesday it is back to 7.0. They add more soda ash. By Friday it is 7.7. T,pool,unspecified,target_range,scripts/data/academy-water-balance.js:98,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-water-balance.js,data_module,ph,2.7,lbs,body: 'A pool owner adds soda ash Monday and pH jumps to 7.8. By Wednesday it is back to 7.0. They add more soda ash. By Friday it is 7.7. T,pool,unspecified,target_range,scripts/data/academy-water-balance.js:98,"(data file, no direct generator)",claim,REQUIRES_REVIEW
scripts/data/academy-water-balance.js,data_module,calcium_hardness,400,ppm,"'Target calcium hardness: 200–400 ppm for plaster and concrete pools; 150–250 ppm for vinyl and fibreglass.',",unspecified,unspecified,target_range,scripts/data/academy-water-balance.js:125,"(data file, no direct generator)",claim,CONTEXTUAL
scripts/data/academy-water-balance.js,data_module,calcium_hardness,250,ppm,"'Target calcium hardness: 200–400 ppm for plaster and concrete pools; 150–250 ppm for vinyl and fibreglass.',",unspecified,unspecified,target_range,scripts/data/academy-water-balance.js:125,"(data file, no direct generator)",claim,CONTEXTUAL
