claim_id,entity_id,source_text,claim_type,parameter,value,unit,environment,scenario,extraction_status,scientific_review_status,source_registry_ids,review_required
"ec-salt-chlorinator-0127","salt-chlorinator","A salt chlorinator (also called a saltwater generator or SWCG) uses electrolysis to convert sodium chloride dissolved in pool water into hypochlorous acid — the same active disinfectant as manually added chlorine.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-salt-chlorinator-0128","salt-chlorinator","The cell consists of titanium plates coated with a precious metal catalyst.","material_property_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-salt-chlorinator-0129","salt-chlorinator","The pool still uses chlorine — it is simply generated on-site from salt rather than added directly.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-salt-chlorinator-0130","salt-chlorinator","Salt cells have a lifespan of 3–7 years depending on water chemistry and maintenance.","numeric_chemistry_claim","salt","3-7","","unspecified","unspecified","IMPOSSIBLE_MAPPING","AMBIGUOUS","","yes"
"ec-salt-chlorinator-0131","salt-chlorinator","The cell requires specific salt concentration (usually 2,700–3,400 ppm) and proper water chemistry to avoid premature calcium scaling of the plates.","numeric_chemistry_claim","salt","2700-3400","ppm","unspecified","unspecified","CORRECT_EXTRACTION","SUPPORTED_BY_CONTEXT","range-salt-generic-operating;range-salt-pentair","no"
"ec-automatic-chlorinator-0132","automatic-chlorinator","They automate baseline chlorine maintenance between manual chemical additions.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-automatic-chlorinator-0133","automatic-chlorinator","Because trichlor contains CYA (58% by weight), regular use of tablet feeders gradually accumulates CYA in the water.","numeric_chemistry_claim","cyanuric_acid","58","%","unspecified","unspecified","CORRECT_EXTRACTION","SUPPORTED","range-cya-public-pool-incident-response-max;range-cya-residential-routine-outdoor;range-cya-saltwater-outdoor;range-cya-hottub","no"
"ec-automatic-chlorinator-0134","automatic-chlorinator","Feeders should be set to maintain 1–3 ppm FC and supplemented with liquid chlorine or shock as needed.","numeric_chemistry_claim","free_chlorine","1-3","ppm","unspecified","unspecified","CORRECT_EXTRACTION","DIRECTLY_SUPPORTED","range-fc-pool-chlorine-no-cya;range-fc-pool-chlorine-with-cya;range-fc-hottub-chlorine-routine","no"
"ec-chemical-feeder-0135","chemical-feeder","Chemical feeders include erosion feeders (for solid products), peristaltic pump systems (for liquid chemicals), and ORP/pH automated controllers.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-chemical-feeder-0136","chemical-feeder","Automated chemical feed systems monitor ORP and pH in real time and inject the appropriate chemicals to maintain setpoints.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-chemical-feeder-0137","chemical-feeder","They reduce manual chemical handling and maintain more consistent water chemistry than periodic manual addition.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-cover-0138","cover","Pool covers serve multiple functions: safety (hard covers and nets prevent accidental entry), heat retention (solar and thermal covers reduce heat loss and heating costs), water conservation (reduce evaporation by up to 95%), chemical conservation (reduce UV degradation of chlorine and reduce debris-driven chemical demand), and debris exclusion (keep leaves and insects out).","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-cover-0139","cover","Safety covers are required by law in many jurisdictions for unattended residential pools.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-shock-treatment-0140","shock-treatment","Shock treatment (superchlorination) involves raising free chlorine to a high level — typically 10 ppm for maintenance, 10× the combined chlorine level for breakpoint chlorination, or 30 ppm for algae recovery — to eliminate combined chlorine, algae, bacteria, and other contaminants.","numeric_chemistry_claim","free_chlorine","10","ppm","unspecified","unspecified","CORRECT_EXTRACTION","REQUIRES_REVIEW","range-fc-pool-chlorine-no-cya;range-fc-pool-chlorine-with-cya;range-fc-hottub-chlorine-routine","yes"
"ec-shock-treatment-0141","shock-treatment","Shock treatment (superchlorination) involves raising free chlorine to a high level — typically 10 ppm for maintenance, 10× the combined chlorine level for breakpoint chlorination, or 30 ppm for algae recovery — to eliminate combined chlorine, algae, bacteria, and other contaminants.","numeric_chemistry_claim","combined_chlorine","10","","unspecified","unspecified","IMPOSSIBLE_MAPPING","AMBIGUOUS","","yes"
"ec-shock-treatment-0142","shock-treatment","Shock treatment (superchlorination) involves raising free chlorine to a high level — typically 10 ppm for maintenance, 10× the combined chlorine level for breakpoint chlorination, or 30 ppm for algae recovery — to eliminate combined chlorine, algae, bacteria, and other contaminants.","numeric_chemistry_claim","algae","30","ppm","unspecified","unspecified","IMPOSSIBLE_MAPPING","AMBIGUOUS","","yes"
"ec-shock-treatment-0143","shock-treatment","Use calcium hypochlorite (65%) or liquid chlorine (sodium hypochlorite) for chlorine shocking.","numeric_chemistry_claim","shock_treatment","65","%","unspecified","unspecified","CORRECT_EXTRACTION","SUPPORTED","range-shock-breakpoint-rule-of-thumb;range-shock-cdc-fecal-incident-response","no"
"ec-shock-treatment-0144","shock-treatment","Non-chlorine shock (potassium monopersulfate) oxidizes contaminants without adding chlorine — useful when swimming must resume quickly.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-shock-treatment-0145","shock-treatment","Always shock after dark to prevent UV degradation of the added chlorine.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-breakpoint-chlorination-0146","breakpoint-chlorination","Breakpoint chlorination is the process of adding enough chlorine to destroy all combined chlorine (chloramines) in pool water.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-breakpoint-chlorination-0147","breakpoint-chlorination","The breakpoint dose is approximately 10 times the current combined chlorine level.","numeric_chemistry_claim","combined_chlorine","10","","unspecified","unspecified","IMPOSSIBLE_MAPPING","AMBIGUOUS","","yes"
"ec-breakpoint-chlorination-0148","breakpoint-chlorination","Below this threshold, adding chlorine merely adds to combined chlorine; above it, all combined chlorine is oxidized and destroyed.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-breakpoint-chlorination-0149","breakpoint-chlorination","The term ""breakpoint"" describes the inflection point on the chlorine demand curve where adding more chlorine actually increases free chlorine rather than increasing combined chlorine.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-breakpoint-chlorination-0150","breakpoint-chlorination","Combined chlorine above 0.5 ppm is the trigger for breakpoint chlorination.","numeric_chemistry_claim","combined_chlorine","0.5","ppm","unspecified","unspecified","CORRECT_EXTRACTION","CONTEXTUAL","range-cc-pool-hottub-max","no"
"ec-backwashing-0151","backwashing","Backwashing is the process of reversing water flow through a sand or DE filter to dislodge and flush accumulated debris.","taxonomy_definition_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-backwashing-0152","backwashing","It is initiated when the filter pressure gauge reads 8–10 psi above the clean baseline.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-backwashing-0153","backwashing","The multiport valve is turned to ""Backwash,"" the pump is run until water runs clear (typically 2–5 minutes), then switched to ""Rinse"" for 30–60 seconds to reseat the sand before returning to ""Filter."" Backwashing removes water from the pool — factor this into water level management.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-backwashing-0154","backwashing","DE filters require adding fresh DE powder after backwashing to recharged the filter grids.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-winterization-0155","winterization","Winterization (pool closing) involves a specific sequence of steps to protect pool equipment and surfaces from freeze damage during cold weather: balancing water chemistry, adding winter chemicals (algaecide, scale inhibitor), draining water below skimmers and jets, blowing out plumbing lines, plugging returns, removing and storing equipment, and covering the pool.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-winterization-0156","winterization","Hot tub winterization involves either proper insulation and continuous low-level heating, or full draining.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-pool-opening-0157","pool-opening","Pool opening (spring start-up) is the systematic process of bringing a winterized pool back into service: removing the cover and cleaning it, removing winter plugs and reinstalling equipment, reconnecting the pump and filter, filling to proper water level, starting the pump and checking for leaks, then testing and balancing all water chemistry parameters before the first swim.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-pool-opening-0158","pool-opening","Pool opening chemistry typically requires more adjustment than weekly maintenance because water chemistry changes significantly during winter shutdown.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-pool-opening-0159","pool-opening","A complete water balance is the final step before opening for swimming.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-water-replacement-0160","water-replacement","Water replacement (partial or full drain and refill) is the only way to reduce CYA, calcium hardness, TDS, and salt when they exceed maximum levels.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-water-replacement-0161","water-replacement","A partial drain replaces a percentage of the water — a 50% drain reduces all dissolved compounds by 50%.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-water-replacement-0162","water-replacement","Hot tubs require complete water changes every 3–4 months due to high bather-to-water ratios that accelerate TDS and combined chlorine accumulation.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-water-replacement-0163","water-replacement","Pool partial drains are typically 25–50% and are triggered by CYA above 80 ppm, calcium above 500 ppm, or TDS above 3,000 ppm.","numeric_chemistry_claim","cyanuric_acid","80","ppm","pool","unspecified","CORRECT_EXTRACTION","SUPPORTED_BY_CONTEXT","range-cya-saltwater-outdoor","no"
"ec-water-replacement-0164","water-replacement","Pool partial drains are typically 25–50% and are triggered by CYA above 80 ppm, calcium above 500 ppm, or TDS above 3,000 ppm.","numeric_chemistry_claim","cyanuric_acid","500","ppm","pool","unspecified","CARRIED_CONTEXT","AMBIGUOUS","","yes"
"ec-water-replacement-0165","water-replacement","Pool partial drains are typically 25–50% and are triggered by CYA above 80 ppm, calcium above 500 ppm, or TDS above 3,000 ppm.","numeric_chemistry_claim","cyanuric_acid","3000","ppm","pool","unspecified","CARRIED_CONTEXT","AMBIGUOUS","","yes"
"ec-filtration-0166","filtration","Filtration is the continuous process of circulating pool water through a filter to remove suspended particles — algae, dust, debris, dead skin cells, and other particulate matter.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-filtration-0167","filtration","Effective filtration requires adequate pump flow rate, properly sized filter, regular cleaning, and sufficient daily pump run time.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-filtration-0168","filtration","Filtration does not replace chemical sanitization but works synergistically — the filter removes the physical matter that would otherwise increase chemical demand.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-testing-0169","testing","Water testing is the foundation of pool maintenance.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-testing-0170","testing","Accurate, regular testing of free chlorine, combined chlorine, pH, alkalinity, calcium hardness, and CYA enables correct chemical dosing.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-testing-0171","testing","Test methods include: test strips (fast but less precise), DPD liquid test kits (more accurate, color-based), digital photometric testers (highest accuracy), and professional testing by a pool store.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-testing-0172","testing","Testing frequency varies by parameter: FC and pH should be tested twice weekly; alkalinity and calcium monthly.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-testing-0173","testing","Test before every soak in a hot tub.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-sanitizing-0174","sanitizing","Sanitizing is the ongoing process of maintaining sufficient disinfectant (free chlorine, bromine, or alternative) to kill bacteria, viruses, and other pathogens in pool water.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-sanitizing-0175","sanitizing","Effective sanitization requires maintaining free chlorine above the minimum level for the current CYA concentration, ensuring pH is in the 7.2–7.6 range where HOCl is maximally effective, and providing adequate turnover for the disinfectant to contact all parts of the pool.","numeric_chemistry_claim","ph","7.2-7.6","ph_units","unspecified","unspecified","CORRECT_EXTRACTION","DIRECTLY_SUPPORTED","range-ph-pool-chlorine-routine;range-ph-hottub-chlorine-routine;range-ph-hottub-bromine-routine;range-ph-pool-narrow-operational","no"
"ec-sanitizing-0176","sanitizing","Sanitizing is distinct from oxidizing — both are needed for safe, clear pool water.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-oxidation-0177","oxidation","Oxidation is the chemical reaction that destroys organic matter, combined chlorine (chloramines), swimmer waste, and other contaminants in pool water.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-oxidation-0178","oxidation","While free chlorine both sanitizes (kills pathogens) and oxidizes (destroys organic matter), pools with high bather loads may have more oxidation demand than chlorine sanitization demand.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-oxidation-0179","oxidation","Non-chlorine oxidizers (potassium monopersulfate, hydrogen peroxide) can handle the oxidation load while preserving free chlorine for sanitization.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-oxidation-0180","oxidation","Regular oxidation keeps combined chlorine low, prevents chlorine odor, and maintains water clarity.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-balancing-0181","balancing","Water balancing is the comprehensive process of adjusting pH, total alkalinity, calcium hardness, CYA, and free chlorine to achieve a stable, safe, and non-damaging water chemistry.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-balancing-0182","balancing","The correct order matters: adjust alkalinity first (it determines how much acid/base is needed for pH), then pH, then calcium hardness, then CYA, then chlorine.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-balancing-0183","balancing","The final check is the LSI — if all individual parameters are in range, the LSI confirms the combination is balanced.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-balancing-0184","balancing","Properly balanced water protects equipment, surfaces, and swimmers.","material_property_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-maintenance-checklist-0185","maintenance-checklist","The Pool Maintenance Checklist is a free printable resource that guides residential pool owners through weekly pool care: testing water chemistry, adding chemicals, cleaning skimmer baskets, brushing walls, checking filter pressure, and verifying equipment operation.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-maintenance-checklist-0186","maintenance-checklist","Following a consistent checklist prevents the buildup of problems that lead to expensive treatments.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-maintenance-log-0187","maintenance-log","The Hot Tub Maintenance Log tracks daily and weekly spa chemistry readings, chemical doses, filter cleaning, and water change dates.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-chemical-log-0188","chemical-log","It is especially useful for vacation rental operators who must demonstrate chemical compliance and for multi-property managers tracking chemical costs.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-vacation-rental-checklist-0189","vacation-rental-checklist","The Vacation Rental Pool Turnover Checklist provides a structured protocol for testing, adjusting, and documenting pool chemistry at the start of each guest stay.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-vacation-rental-checklist-0190","vacation-rental-checklist","It covers safety equipment inspection, water chemistry testing, chemical additions, filter check, and safety communication to incoming guests.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-vacation-rental-checklist-0191","vacation-rental-checklist","Used consistently, it reduces liability exposure and ensures every guest has safe pool access.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-water-test-sheet-0192","water-test-sheet","The Water Test Log provides a structured format for recording all pool or hot tub chemistry test results over time: free chlorine, pH, alkalinity, calcium hardness, CYA, salt, and any notes on chemical additions or pool events.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-water-test-sheet-0193","water-test-sheet","Tracking readings over time reveals chemistry trends, helps diagnose recurring problems, and supports informed decisions about when water replacement is needed.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-opening-checklist-0194","opening-checklist","The Pool Opening Checklist guides pool owners through the spring startup process: removing the cover, reinstalling equipment, filling to proper level, starting the pump, and completing a full water balance before the first swim.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-opening-checklist-0195","opening-checklist","It provides space for recording test results and chemical additions during the opening process.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-closing-checklist-0196","closing-checklist","The Pool Closing Checklist provides a structured process for winterizing a pool: balancing chemistry, adding winter chemicals, lowering water level, blowing out plumbing, installing freeze plugs, removing equipment, and covering the pool.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-closing-checklist-0197","closing-checklist","Proper winterization prevents expensive freeze damage.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-emergency-reference-0198","emergency-reference","The Emergency Recovery Reference provides concise protocols for the most urgent pool chemistry situations: green pool recovery, zero chlorine restoration, chemical overdose response, and equipment failure response.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-cloudy-water-0199","cloudy-water","Cloudy water can result from low free chlorine (allowing algae or bacteria to proliferate), pH or alkalinity out of range (causing precipitation or flocculation), calcium carbonate precipitation (scaling, especially after shock), high TDS, poor filtration (pump run time too low, dirty filter, inadequate turnover), or dissolved metals.","material_property_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-cloudy-water-0200","cloudy-water","Start by testing all parameters, correcting chemistry, and running the filter continuously until clarity returns.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-green-water-0201","green-water","Green pool water is almost always caused by an algae bloom — typically green algae — resulting from insufficient free chlorine.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-green-water-0202","green-water","Contributing factors include CYA too high (reducing chlorine effectiveness), missed shock treatments, heavy rain (diluting chlorine), extended periods without service, or pump failure.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-green-water-0203","green-water","Treatment involves lowering pH to 7.2 to maximize chlorine activity, brushing all surfaces, shocking to 30 ppm FC, and running the filter 24 hours.","numeric_chemistry_claim","ph","7.2","ph_units","unspecified","unspecified","CORRECT_EXTRACTION","DIRECTLY_SUPPORTED","range-ph-pool-chlorine-routine;range-ph-hottub-chlorine-routine;range-ph-hottub-bromine-routine;range-ph-pool-narrow-operational","no"
"ec-green-water-0204","green-water","Treatment involves lowering pH to 7.2 to maximize chlorine activity, brushing all surfaces, shocking to 30 ppm FC, and running the filter 24 hours.","numeric_chemistry_claim","free_chlorine","30","ppm","unspecified","unspecified","CORRECT_EXTRACTION","REQUIRES_REVIEW","range-fc-pool-chlorine-no-cya;range-fc-pool-chlorine-with-cya;range-fc-hottub-chlorine-routine","yes"
"ec-green-water-0205","green-water","The water may turn grey as algae dies, then clear over 24–72 hours as the dead algae is filtered out.","numeric_chemistry_claim","algae","24-72","hours","unspecified","unspecified","IMPOSSIBLE_MAPPING","AMBIGUOUS","","yes"
"ec-foaming-0206","foaming","Foam on pool or hot tub water is caused by surfactants — substances that lower water surface tension.","material_property_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-foaming-0207","foaming","Mild foaming can be treated with an anti-foam agent as a temporary fix, but the underlying cause must be addressed: rinsing swimwear without soap, showering before entering, reducing algaecide dose, or changing the water if TDS is very high.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-scaling-0208","scaling","Scaling is the precipitation of calcium carbonate and other minerals onto pool surfaces, tile lines, plumbing, and equipment.","material_property_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-scaling-0209","scaling","It is caused by over-saturated water (positive LSI), which occurs when pH, calcium hardness, alkalinity, or temperature is too high.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-scaling-0210","scaling","Treatment requires lowering the LSI by adjusting pH, alkalinity, and calcium hardness.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-scaling-0211","scaling","Existing scale can be removed with acid washing or mechanical removal, but this should be done by a professional to avoid surface damage.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-corrosion-0212","corrosion","Corrosion occurs when pool water is under-saturated with calcium carbonate (negative LSI), causing it to aggressively dissolve calcium from plaster, grout, and metal surfaces.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-corrosion-0213","corrosion","Visible signs include pitting of plaster surfaces, etching of tile grout, staining from dissolved metals (green from copper, rust from iron), and corrosion of metal fittings.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-corrosion-0214","corrosion","Contributing factors include low pH, low alkalinity, low calcium hardness, and high water temperature.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-corrosion-0215","corrosion","Treatment involves raising the LSI by adjusting the relevant parameters.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-corrosion-0216","corrosion","Ongoing corrosion from a heater indicates the LSI needs attention immediately.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-algae-0217","algae","Algae are plant-like microorganisms that grow in pool water when free chlorine drops below effective levels.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-algae-0218","algae","Green algae is the most common and easiest to treat.","taxonomy_definition_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-algae-0219","algae","Black algae develops deep root structures that penetrate pool surfaces, making it the most difficult to eradicate.","material_property_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-algae-0220","algae","Algae growth is fueled by nutrients (especially phosphates), warm water, sunlight, and insufficient chlorine.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-algae-0221","algae","Prevention requires maintaining adequate free chlorine relative to CYA level at all times.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-strong-chlorine-smell-0222","strong-chlorine-smell","The ""strong chlorine smell"" associated with pools is not caused by too much free chlorine — it is caused by combined chlorine (chloramines).","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-strong-chlorine-smell-0223","strong-chlorine-smell","When free chlorine reacts with nitrogen compounds from bathers (urea, ammonia, amino acids), it forms chloramines that have a strong, distinctive odor and are irritating to eyes and respiratory tract.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-strong-chlorine-smell-0224","strong-chlorine-smell","Paradoxically, the solution is to add MORE chlorine (breakpoint chlorination) to destroy the chloramines, not less.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-strong-chlorine-smell-0225","strong-chlorine-smell","A well-maintained pool with low combined chlorine should have little to no chlorine smell.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-eye-irritation-0226","eye-irritation","Eye irritation from pool water is most commonly caused by chloramines (combined chlorine) or pH outside the 7.2–7.8 range.","numeric_chemistry_claim","ph","7.2-7.8","ph_units","pool","unspecified","CORRECT_EXTRACTION","DIRECTLY_SUPPORTED","range-ph-pool-chlorine-routine;range-ph-hottub-chlorine-routine;range-ph-hottub-bromine-routine;range-ph-pool-narrow-operational","no"
"ec-eye-irritation-0227","eye-irritation","Human tears have a pH of approximately 7.4 — water at the same pH is least irritating to eyes.","numeric_chemistry_claim","ph","7.4","ph_units","unspecified","unspecified","CORRECT_EXTRACTION","DIRECTLY_SUPPORTED","range-ph-pool-chlorine-routine;range-ph-hottub-chlorine-routine;range-ph-hottub-bromine-routine;range-ph-pool-narrow-operational","no"
"ec-eye-irritation-0228","eye-irritation","At lower pH, the water is acidic and irritating; at higher pH, chlorine effectiveness drops and chloramines accumulate.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-eye-irritation-0229","eye-irritation","The fix for chloramine-induced eye irritation is breakpoint chlorination.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-eye-irritation-0230","eye-irritation","The fix for pH-related eye irritation is adjusting pH to 7.2–7.6.","numeric_chemistry_claim","ph","7.2-7.6","ph_units","unspecified","unspecified","CORRECT_EXTRACTION","DIRECTLY_SUPPORTED","range-ph-pool-chlorine-routine;range-ph-hottub-chlorine-routine;range-ph-hottub-bromine-routine;range-ph-pool-narrow-operational","no"
"ec-skin-irritation-0231","skin-irritation","Skin irritation after pool or hot tub use can result from pH too far outside the neutral range (below 7.0 or above 8.0), high combined chlorine (chloramines), very high free chlorine (above 5 ppm), high bromine (above 10 ppm), or individual sensitivity to pool chemicals.","numeric_chemistry_claim","ph","7","ph_units","both","unspecified","CORRECT_EXTRACTION","DIRECTLY_SUPPORTED","range-ph-pool-chlorine-routine;range-ph-hottub-chlorine-routine;range-ph-hottub-bromine-routine","no"
"ec-skin-irritation-0232","skin-irritation","Skin irritation after pool or hot tub use can result from pH too far outside the neutral range (below 7.0 or above 8.0), high combined chlorine (chloramines), very high free chlorine (above 5 ppm), high bromine (above 10 ppm), or individual sensitivity to pool chemicals.","numeric_chemistry_claim","ph","8","ph_units","both","unspecified","CORRECT_EXTRACTION","NON_CLAIM","range-ph-pool-chlorine-routine;range-ph-hottub-chlorine-routine;range-ph-hottub-bromine-routine;range-ph-pool-narrow-operational","no"
