file_path,title_length_before,title_before,title_length_after,title_after,status,reason
"programmatic/shock/how-much-shock-for-5000-gallon-pool.html","99","How Much Shock for 5000 Gallon Pool (Exact Ounces) | Pool Water Chemistry Guide | WaterBalanceTools","55","How Much Shock for 5000 Gallon Pool | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"reference/datasets/chemical-properties/index.html","68","Chemical Properties | WaterBalanceTools Datasets | WaterBalanceTools","68","Chemical Properties | WaterBalanceTools Datasets | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"reference/datasets/confidence-levels/index.html","66","Confidence Levels | WaterBalanceTools Datasets | WaterBalanceTools","66","Confidence Levels | WaterBalanceTools Datasets | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"reference/datasets/conversion-factors/index.html","67","Conversion Factors | WaterBalanceTools Datasets | WaterBalanceTools","67","Conversion Factors | WaterBalanceTools Datasets | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"reference/datasets/index.html","67","Canonical Datasets | WaterBalanceTools Datasets | WaterBalanceTools","67","Canonical Datasets | WaterBalanceTools Datasets | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"reference/datasets/maintenance-schedules/index.html","70","Maintenance Schedules | WaterBalanceTools Datasets | WaterBalanceTools","70","Maintenance Schedules | WaterBalanceTools Datasets | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"reference/datasets/temperature-guidelines/index.html","71","Temperature Guidelines | WaterBalanceTools Datasets | WaterBalanceTools","71","Temperature Guidelines | WaterBalanceTools Datasets | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"reference/datasets/testing-frequency/index.html","66","Testing Frequency | WaterBalanceTools Datasets | WaterBalanceTools","66","Testing Frequency | WaterBalanceTools Datasets | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"reference/datasets/water-balance/index.html","68","Water Balance (LSI) | WaterBalanceTools Datasets | WaterBalanceTools","68","Water Balance (LSI) | WaterBalanceTools Datasets | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"resources/airbnb-pool-turnover-checklist.html","76","Vacation Rental Pool Turnover Checklist | Free Printable | WaterBalanceTools","76","Vacation Rental Pool Turnover Checklist | Free Printable | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
