url,file_path,cluster,originality_score,originality_evidence,usefulness_score,usefulness_evidence,completeness_score,completeness_evidence,specificity_score,specificity_evidence,accuracy_risk_score,accuracy_risk_evidence,repetition_score,repetition_evidence,search_intent_match_score,search_intent_match_evidence,user_task_completion_score,user_task_completion_evidence,aeo_answer_quality_score,aeo_answer_quality_evidence,trust_signals_score,trust_signals_evidence,overall_quality_score
https://waterbalancetools.com/entities/calcium-chloride,entities/calcium-chloride.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=215; task-support signals=[none].,2,"word_count=215, heading_count=23.",2,1 sentence(s) with numeric ranges/units detected on page.,2,1 chemistry claim(s) detected; external sources exist sitewide.,2,Page participates in 2 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=86 chars, h1_count=1.",1,word_count=215; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.8
https://waterbalancetools.com/entities/calcium-hardness,entities/calcium-hardness.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=409; task-support signals=[none].,3,"word_count=409, heading_count=42.",3,4 sentence(s) with numeric ranges/units detected on page.,2,4 chemistry claim(s) detected; external sources exist sitewide.,0,Page participates in 6 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=95 chars, h1_count=1.",1,word_count=409; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.8
https://waterbalancetools.com/entities/calcium-hypochlorite,entities/calcium-hypochlorite.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=267; task-support signals=[none].,2,"word_count=267, heading_count=28.",3,4 sentence(s) with numeric ranges/units detected on page.,2,4 chemistry claim(s) detected; external sources exist sitewide.,1,Page participates in 3 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=84 chars, h1_count=1.",1,word_count=267; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.8
https://waterbalancetools.com/entities/cartridge-filter,entities/cartridge-filter.html,entities,2,"Max 6-word-shingle Jaccard similarity to sibling page ""entities/de-filter.html"" in cluster ""entities"" is 0.26.",1,word_count=239; task-support signals=[none].,2,"word_count=239, heading_count=23.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,1,Page participates in 3 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=104 chars, h1_count=1.",1,word_count=239; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.5
https://waterbalancetools.com/entities/cdc,entities/cdc.html,entities,3,"Max 6-word-shingle Jaccard similarity to sibling page ""entities/epa.html"" in cluster ""entities"" is 0.15.",1,word_count=139; task-support signals=[none].,1,"word_count=139, heading_count=12.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,2,Page participates in 1 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=112 chars, h1_count=1.",1,word_count=139; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.6
https://waterbalancetools.com/entities/chemical-feeder,entities/chemical-feeder.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=170; task-support signals=[none].,1,"word_count=170, heading_count=13.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,1,Page participates in 3 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=74 chars, h1_count=1.",1,word_count=170; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.5
https://waterbalancetools.com/entities/chemical-log,entities/chemical-log.html,entities,3,"Max 6-word-shingle Jaccard similarity to sibling page ""entities/water-test-sheet.html"" in cluster ""entities"" is 0.22.",1,word_count=180; task-support signals=[none].,1,"word_count=180, heading_count=18.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,2,Page participates in 2 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=85 chars, h1_count=1.",1,word_count=180; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.6
https://waterbalancetools.com/entities/closing-checklist,entities/closing-checklist.html,entities,3,"Max 6-word-shingle Jaccard similarity to sibling page ""entities/pool-opening.html"" in cluster ""entities"" is 0.16.",1,word_count=142; task-support signals=[none].,1,"word_count=142, heading_count=15.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,2,Page participates in 2 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=58 chars, h1_count=1.",1,word_count=142; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.6
https://waterbalancetools.com/entities/cloudy-water,entities/cloudy-water.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=294; task-support signals=[none].,2,"word_count=294, heading_count=30.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,0,Page participates in 6 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=94 chars, h1_count=1.",1,word_count=294; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.5
https://waterbalancetools.com/entities/combined-chlorine,entities/combined-chlorine.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=336; task-support signals=[none].,2,"word_count=336, heading_count=38.",3,3 sentence(s) with numeric ranges/units detected on page.,2,3 chemistry claim(s) detected; external sources exist sitewide.,1,Page participates in 3 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=88 chars, h1_count=1.",1,word_count=336; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.8
https://waterbalancetools.com/entities/commercial-pool,entities/commercial-pool.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=259; task-support signals=[none].,2,"word_count=259, heading_count=26.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,1,Page participates in 4 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=85 chars, h1_count=1.",1,word_count=259; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.6
https://waterbalancetools.com/entities/concrete-pool,entities/concrete-pool.html,entities,3,"Max 6-word-shingle Jaccard similarity to sibling page ""entities/fiberglass-pool.html"" in cluster ""entities"" is 0.20.",1,word_count=237; task-support signals=[none].,2,"word_count=237, heading_count=23.",2,2 sentence(s) with numeric ranges/units detected on page.,2,2 chemistry claim(s) detected; external sources exist sitewide.,1,Page participates in 4 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=85 chars, h1_count=1.",1,word_count=237; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.7
https://waterbalancetools.com/entities/copper,entities/copper.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=197; task-support signals=[none].,1,"word_count=197, heading_count=16.",3,3 sentence(s) with numeric ranges/units detected on page.,2,3 chemistry claim(s) detected; external sources exist sitewide.,2,Page participates in 2 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=107 chars, h1_count=1.",1,word_count=197; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.8
https://waterbalancetools.com/entities/corrosion,entities/corrosion.html,entities,3,"Max 6-word-shingle Jaccard similarity to sibling page ""entities/scaling.html"" in cluster ""entities"" is 0.23.",1,word_count=333; task-support signals=[none].,2,"word_count=333, heading_count=32.",2,1 sentence(s) with numeric ranges/units detected on page.,2,1 chemistry claim(s) detected; external sources exist sitewide.,1,Page participates in 5 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=80 chars, h1_count=1.",1,word_count=333; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.7
https://waterbalancetools.com/entities/cover,entities/cover.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=225; task-support signals=[none].,2,"word_count=225, heading_count=17.",2,1 sentence(s) with numeric ranges/units detected on page.,2,1 chemistry claim(s) detected; external sources exist sitewide.,2,Page participates in 2 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=91 chars, h1_count=1.",1,word_count=225; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.8
https://waterbalancetools.com/entities/cyanuric-acid,entities/cyanuric-acid.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=331; task-support signals=[none].,2,"word_count=331, heading_count=37.",3,3 sentence(s) with numeric ranges/units detected on page.,2,3 chemistry claim(s) detected; external sources exist sitewide.,2,Page participates in 2 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=82 chars, h1_count=1.",1,word_count=331; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.9
https://waterbalancetools.com/entities/de-filter,entities/de-filter.html,entities,2,"Max 6-word-shingle Jaccard similarity to sibling page ""entities/sand-filter.html"" in cluster ""entities"" is 0.28.",1,word_count=270; task-support signals=[none].,2,"word_count=270, heading_count=23.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,1,Page participates in 4 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=97 chars, h1_count=1.",1,word_count=270; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.5
https://waterbalancetools.com/entities/emergency-reference,entities/emergency-reference.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=192; task-support signals=[none].,1,"word_count=192, heading_count=22.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,1,Page participates in 3 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=74 chars, h1_count=1.",1,word_count=192; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.5
https://waterbalancetools.com/entities/epa,entities/epa.html,entities,3,"Max 6-word-shingle Jaccard similarity to sibling page ""entities/nsf.html"" in cluster ""entities"" is 0.17.",1,word_count=128; task-support signals=[none].,1,"word_count=128, heading_count=9.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,2,Page participates in 1 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=88 chars, h1_count=1.",1,word_count=128; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.6
https://waterbalancetools.com/entities/eye-irritation,entities/eye-irritation.html,entities,3,"Max 6-word-shingle Jaccard similarity to sibling page ""entities/skin-irritation.html"" in cluster ""entities"" is 0.24.",1,word_count=211; task-support signals=[none].,2,"word_count=211, heading_count=23.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,2,Page participates in 2 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=61 chars, h1_count=1.",1,word_count=211; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.7
https://waterbalancetools.com/entities/fiberglass-pool,entities/fiberglass-pool.html,entities,2,"Max 6-word-shingle Jaccard similarity to sibling page ""entities/vinyl-pool.html"" in cluster ""entities"" is 0.27.",1,word_count=193; task-support signals=[none].,1,"word_count=193, heading_count=18.",2,1 sentence(s) with numeric ranges/units detected on page.,2,1 chemistry claim(s) detected; external sources exist sitewide.,1,Page participates in 3 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=85 chars, h1_count=1.",1,word_count=193; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.5
https://waterbalancetools.com/entities/filtration,entities/filtration.html,entities,3,"Max 6-word-shingle Jaccard similarity to sibling page ""entities/de-filter.html"" in cluster ""entities"" is 0.21.",1,word_count=350; task-support signals=[none].,2,"word_count=350, heading_count=35.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,1,Page participates in 5 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=73 chars, h1_count=1.",1,word_count=350; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.6
https://waterbalancetools.com/entities/flow-rate,entities/flow-rate.html,entities,3,"Max 6-word-shingle Jaccard similarity to sibling page ""entities/turnover-time.html"" in cluster ""entities"" is 0.20.",1,word_count=290; task-support signals=[none].,2,"word_count=290, heading_count=27.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,1,Page participates in 3 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=78 chars, h1_count=1.",1,word_count=290; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.6
https://waterbalancetools.com/entities/foaming,entities/foaming.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=207; task-support signals=[none].,2,"word_count=207, heading_count=13.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,1,Page participates in 3 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=91 chars, h1_count=1.",1,word_count=207; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.6
https://waterbalancetools.com/entities/free-chlorine,entities/free-chlorine.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=457; task-support signals=[none].,3,"word_count=457, heading_count=49.",2,2 sentence(s) with numeric ranges/units detected on page.,2,2 chemistry claim(s) detected; external sources exist sitewide.,1,Page participates in 5 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=66 chars, h1_count=1.",1,word_count=457; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.8
https://waterbalancetools.com/entities/gallons,entities/gallons.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=209; task-support signals=[none].,2,"word_count=209, heading_count=23.",2,1 sentence(s) with numeric ranges/units detected on page.,2,1 chemistry claim(s) detected; external sources exist sitewide.,2,Page participates in 1 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=64 chars, h1_count=1.",1,word_count=209; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.8
https://waterbalancetools.com/entities/green-water,entities/green-water.html,entities,3,"Max 6-word-shingle Jaccard similarity to sibling page ""entities/algae.html"" in cluster ""entities"" is 0.21.",1,word_count=308; task-support signals=[none].,2,"word_count=308, heading_count=30.",2,1 sentence(s) with numeric ranges/units detected on page.,2,1 chemistry claim(s) detected; external sources exist sitewide.,1,Page participates in 4 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=77 chars, h1_count=1.",1,word_count=308; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.7
https://waterbalancetools.com/entities/heater,entities/heater.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=217; task-support signals=[none].,2,"word_count=217, heading_count=16.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,1,Page participates in 3 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=86 chars, h1_count=1.",1,word_count=217; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.6
https://waterbalancetools.com/entities/high-chlorine,entities/high-chlorine.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=205; task-support signals=[none].,2,"word_count=205, heading_count=15.",3,3 sentence(s) with numeric ranges/units detected on page.,2,3 chemistry claim(s) detected; external sources exist sitewide.,2,Page participates in 2 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=89 chars, h1_count=1.",1,word_count=205; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.9
https://waterbalancetools.com/entities/high-ph,entities/high-ph.html,entities,3,"Max 6-word-shingle Jaccard similarity to sibling page ""entities/low-ph.html"" in cluster ""entities"" is 0.21.",1,word_count=303; task-support signals=[none].,2,"word_count=303, heading_count=29.",2,2 sentence(s) with numeric ranges/units detected on page.,2,2 chemistry claim(s) detected; external sources exist sitewide.,1,Page participates in 5 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=87 chars, h1_count=1.",1,word_count=303; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.7
https://waterbalancetools.com/entities/hot-tub,entities/hot-tub.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=370; task-support signals=[none].,2,"word_count=370, heading_count=37.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,1,Page participates in 5 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=75 chars, h1_count=1.",1,word_count=370; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.6
https://waterbalancetools.com/entities/hydrogen-peroxide,entities/hydrogen-peroxide.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=190; task-support signals=[none].,1,"word_count=190, heading_count=14.",2,2 sentence(s) with numeric ranges/units detected on page.,2,2 chemistry claim(s) detected; external sources exist sitewide.,2,Page participates in 2 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=87 chars, h1_count=1.",1,word_count=190; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.7
https://waterbalancetools.com/entities/,entities/index.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=1657; task-support signals=[none].,3,"word_count=1657, heading_count=12.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,2,Page participates in 1 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=160 chars, h1_count=1.",1,word_count=1657; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.8
https://waterbalancetools.com/entities/indoor-pool,entities/indoor-pool.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=199; task-support signals=[none].,1,"word_count=199, heading_count=19.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,2,Page participates in 2 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=77 chars, h1_count=1.",1,word_count=199; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.6
https://waterbalancetools.com/entities/iron,entities/iron.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=192; task-support signals=[none].,1,"word_count=192, heading_count=15.",2,2 sentence(s) with numeric ranges/units detected on page.,2,2 chemistry claim(s) detected; external sources exist sitewide.,2,Page participates in 1 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=78 chars, h1_count=1.",1,word_count=192; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.7
https://waterbalancetools.com/entities/lamotte,entities/lamotte.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=125; task-support signals=[none].,1,"word_count=125, heading_count=10.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,2,Page participates in 1 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=92 chars, h1_count=1.",1,word_count=125; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.6
https://waterbalancetools.com/entities/liquid-chlorine,entities/liquid-chlorine.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=236; task-support signals=[none].,2,"word_count=236, heading_count=27.",3,3 sentence(s) with numeric ranges/units detected on page.,2,3 chemistry claim(s) detected; external sources exist sitewide.,2,Page participates in 2 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=87 chars, h1_count=1.",1,word_count=236; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.9
https://waterbalancetools.com/entities/liters,entities/liters.html,entities,3,"Max 6-word-shingle Jaccard similarity to sibling page ""entities/unit-gallons.html"" in cluster ""entities"" is 0.16.",1,word_count=160; task-support signals=[none].,1,"word_count=160, heading_count=17.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,2,Page participates in 2 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=66 chars, h1_count=1.",1,word_count=160; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.6
https://waterbalancetools.com/entities/low-chlorine,entities/low-chlorine.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=288; task-support signals=[none].,2,"word_count=288, heading_count=30.",2,1 sentence(s) with numeric ranges/units detected on page.,2,1 chemistry claim(s) detected; external sources exist sitewide.,1,Page participates in 4 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=82 chars, h1_count=1.",1,word_count=288; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.7
https://waterbalancetools.com/entities/low-ph,entities/low-ph.html,entities,3,"Max 6-word-shingle Jaccard similarity to sibling page ""entities/high-ph.html"" in cluster ""entities"" is 0.21.",1,word_count=269; task-support signals=[none].,2,"word_count=269, heading_count=28.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,1,Page participates in 4 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=81 chars, h1_count=1.",1,word_count=269; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.6
https://waterbalancetools.com/entities/lsi,entities/lsi.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=376; task-support signals=[none].,2,"word_count=376, heading_count=34.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,0,Page participates in 6 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=84 chars, h1_count=1.",1,word_count=376; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.5
https://waterbalancetools.com/entities/maintenance-checklist,entities/maintenance-checklist.html,entities,3,"Max 6-word-shingle Jaccard similarity to sibling page ""entities/water-test-sheet.html"" in cluster ""entities"" is 0.17.",1,word_count=195; task-support signals=[none].,1,"word_count=195, heading_count=23.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,1,Page participates in 3 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=97 chars, h1_count=1.",1,word_count=195; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.5
https://waterbalancetools.com/entities/maintenance-log,entities/maintenance-log.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=174; task-support signals=[none].,1,"word_count=174, heading_count=21.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,2,Page participates in 2 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=97 chars, h1_count=1.",1,word_count=174; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.6
https://waterbalancetools.com/entities/manganese,entities/manganese.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=168; task-support signals=[none].,1,"word_count=168, heading_count=12.",2,2 sentence(s) with numeric ranges/units detected on page.,2,2 chemistry claim(s) detected; external sources exist sitewide.,2,Page participates in 2 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=69 chars, h1_count=1.",1,word_count=168; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.7
https://waterbalancetools.com/entities/muriatic-acid,entities/muriatic-acid.html,entities,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=302; task-support signals=[none].,2,"word_count=302, heading_count=32.",2,2 sentence(s) with numeric ranges/units detected on page.,2,2 chemistry claim(s) detected; external sources exist sitewide.,1,Page participates in 3 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=79 chars, h1_count=1.",1,word_count=302; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.7
https://waterbalancetools.com/entities/nsf,entities/nsf.html,entities,3,"Max 6-word-shingle Jaccard similarity to sibling page ""entities/epa.html"" in cluster ""entities"" is 0.17.",1,word_count=120; task-support signals=[none].,1,"word_count=120, heading_count=9.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,3,Page participates in 0 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=87 chars, h1_count=1.",1,word_count=120; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.7
https://waterbalancetools.com/entities/opening-checklist,entities/opening-checklist.html,entities,3,"Max 6-word-shingle Jaccard similarity to sibling page ""entities/closing-checklist.html"" in cluster ""entities"" is 0.16.",1,word_count=153; task-support signals=[none].,1,"word_count=153, heading_count=16.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,2,Page participates in 2 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=59 chars, h1_count=1.",1,word_count=153; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.6
