url,page_type,entity_or_term,current_word_count,current_sections,primary_intent,search_answer_present,definition_present,context_present,chemistry_claims_present,source_present,related_tools_present,internal_links,schema_types,thinness_reason,priority,recommended_action
"https://waterbalancetools.com/glossary/glossary/breakpoint-chlorination","glossary-term","Breakpoint Chlorination","216","definition","what is Breakpoint Chlorination","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/sanitizer","glossary-term","Sanitizer","166","definition","what is Sanitizer","yes","yes","yes","no","no","yes","4","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/oxidizer","glossary-term","Oxidizer","163","definition","what is Oxidizer","yes","yes","yes","no","no","yes","2","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/shock","glossary-term","Shock","237","definition","what is Shock","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/ph","glossary-term","pH","236","definition","what is pH","yes","yes","yes","yes","no","yes","4","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/total-alkalinity","glossary-term","Total Alkalinity","237","definition","what is Total Alkalinity","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/calcium-hardness","glossary-term","Calcium Hardness","197","definition","what is Calcium Hardness","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/cyanuric-acid","glossary-term","Cyanuric Acid","227","definition","what is Cyanuric Acid","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/langelier-saturation-index","glossary-term","Langelier Saturation Index","230","definition","what is Langelier Saturation Index","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/orp","glossary-term","ORP (Oxidation-Reduction Potential)","200","definition","what is ORP (Oxidation-Reduction Potential)","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/total-dissolved-solids","glossary-term","Total Dissolved Solids","240","definition","what is Total Dissolved Solids","yes","yes","yes","yes","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/filter-pressure","glossary-term","Filter Pressure","183","definition","what is Filter Pressure","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/backwashing","glossary-term","Backwashing","225","definition","what is Backwashing","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/pump-turnover","glossary-term","Pump Turnover","231","definition","what is Pump Turnover","yes","yes","yes","no","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/skimmer","glossary-term","Skimmer","214","definition","what is Skimmer","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/cartridge-filter","glossary-term","Cartridge Filter","208","definition","what is Cartridge Filter","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/sand-filter","glossary-term","Sand Filter","214","definition","what is Sand Filter","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/superchlorination","glossary-term","Superchlorination","227","definition","what is Superchlorination","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/chloramine","glossary-term","Chloramine","207","definition","what is Chloramine","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/dichlor","glossary-term","Dichlor","220","definition","what is Dichlor","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/trichlor","glossary-term","Trichlor","224","definition","what is Trichlor","yes","yes","yes","yes","no","yes","4","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/calcium-hypochlorite","glossary-term","Calcium Hypochlorite","210","definition","what is Calcium Hypochlorite","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/sodium-hypochlorite","glossary-term","Sodium Hypochlorite","212","definition","what is Sodium Hypochlorite","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/bromine","glossary-term","Bromine","234","definition","what is Bromine","yes","yes","yes","no","no","yes","2","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/bcdmh","glossary-term","BCDMH","211","definition","what is BCDMH","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/salt-chlorination","glossary-term","Salt Chlorination","182","definition","what is Salt Chlorination","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/uv-sanitization","glossary-term","UV Sanitization","188","definition","what is UV Sanitization","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/ozone","glossary-term","Ozone","206","definition","what is Ozone","yes","yes","yes","yes","no","no","0","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/muriatic-acid","glossary-term","Muriatic Acid","204","definition","what is Muriatic Acid","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/sodium-carbonate","glossary-term","Sodium Carbonate","202","definition","what is Sodium Carbonate","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/sodium-bicarbonate","glossary-term","Sodium Bicarbonate","209","definition","what is Sodium Bicarbonate","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/sodium-bisulfate","glossary-term","Sodium Bisulfate","206","definition","what is Sodium Bisulfate","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/ph-bounce","glossary-term","pH Bounce","178","definition","what is pH Bounce","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/chlorine-stabilizer","glossary-term","Chlorine Stabilizer","213","definition","what is Chlorine Stabilizer","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/hypochlorous-acid","glossary-term","Hypochlorous Acid","195","definition","what is Hypochlorous Acid","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/algae-bloom","glossary-term","Algae Bloom","187","definition","what is Algae Bloom","yes","yes","yes","no","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/green-algae","glossary-term","Green Algae","186","definition","what is Green Algae","yes","yes","yes","no","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/black-algae","glossary-term","Black Algae","178","definition","what is Black Algae","yes","yes","yes","no","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/mustard-algae","glossary-term","Mustard Algae","192","definition","what is Mustard Algae","yes","yes","yes","yes","no","yes","2","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/biofilm","glossary-term","Biofilm","182","definition","what is Biofilm","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/algaecide","glossary-term","Algaecide","189","definition","what is Algaecide","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/clarifier","glossary-term","Clarifier","183","definition","what is Clarifier","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/flocculant","glossary-term","Flocculant","197","definition","what is Flocculant","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/metal-sequestrant","glossary-term","Metal Sequestrant","196","definition","what is Metal Sequestrant","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/scale-inhibitor","glossary-term","Scale Inhibitor","165","definition","what is Scale Inhibitor","yes","yes","yes","yes","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/dpd-test","glossary-term","DPD Test","178","definition","what is DPD Test","yes","yes","yes","yes","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/oto-test","glossary-term","OTO Test","179","definition","what is OTO Test","yes","yes","yes","yes","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/test-strip","glossary-term","Test Strip","190","definition","what is Test Strip","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/reagent","glossary-term","Reagent","176","definition","what is Reagent","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/parts-per-million","glossary-term","Parts Per Million","223","definition","what is Parts Per Million","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/turbidity","glossary-term","Turbidity","177","definition","what is Turbidity","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/bather-load","glossary-term","Bather Load","206","definition","what is Bather Load","yes","yes","yes","yes","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/chlorine-demand","glossary-term","Chlorine Demand","205","definition","what is Chlorine Demand","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/pool-volume","glossary-term","Pool Volume","211","definition","what is Pool Volume","yes","yes","yes","no","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/pool-pump","glossary-term","Pool Pump","221","definition","what is Pool Pump","yes","yes","yes","no","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/de-filter","glossary-term","DE Filter","215","definition","what is DE Filter","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/gpm","glossary-term","GPM (Gallons Per Minute)","213","definition","what is GPM (Gallons Per Minute)","yes","yes","yes","no","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/aggressive-water","glossary-term","Aggressive Water","173","definition","what is Aggressive Water","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/scaling-water","glossary-term","Scaling Water","168","definition","what is Scaling Water","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/total-hardness","glossary-term","Total Hardness","199","definition","what is Total Hardness","yes","yes","yes","yes","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/phosphates","glossary-term","Phosphates","210","definition","what is Phosphates","yes","yes","yes","yes","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/iron","glossary-term","Iron (Pool Water)","196","definition","what is Iron (Pool Water)","yes","yes","yes","yes","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/copper","glossary-term","Copper (Pool Water)","194","definition","what is Copper (Pool Water)","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/winterization","glossary-term","Winterization","223","definition","what is Winterization","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/dilution","glossary-term","Dilution","189","definition","what is Dilution","yes","yes","yes","no","no","yes","2","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/multiport-valve","glossary-term","Multiport Valve","187","definition","what is Multiport Valve","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/main-drain","glossary-term","Main Drain","202","definition","what is Main Drain","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/return-jet","glossary-term","Return Jet","180","definition","what is Return Jet","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/saturation-index","glossary-term","Saturation Index","200","definition","what is Saturation Index","yes","yes","yes","no","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/evaporation","glossary-term","Evaporation","185","definition","what is Evaporation","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/partial-drain","glossary-term","Partial Drain","212","definition","what is Partial Drain","yes","yes","yes","no","no","yes","2","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/pool-turnover-rate","glossary-term","Pool Turnover Rate","189","definition","what is Pool Turnover Rate","yes","yes","yes","no","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/pink-slime","glossary-term","Pink Slime","197","definition","what is Pink Slime","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/water-temperature","glossary-term","Water Temperature","202","definition","what is Water Temperature","yes","yes","yes","yes","no","no","2","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/pressure-gauge","glossary-term","Pressure Gauge","178","definition","what is Pressure Gauge","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/dead-algae","glossary-term","Dead Algae","187","definition","what is Dead Algae","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/opening-chemical-kit","glossary-term","Opening Chemical Kit","199","definition","what is Opening Chemical Kit","yes","yes","yes","no","no","yes","2","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/closing-chemical-kit","glossary-term","Closing Chemical Kit","168","definition","what is Closing Chemical Kit","yes","yes","yes","no","no","yes","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/chemical-compatibility","glossary-term","Chemical Compatibility","166","definition","what is Chemical Compatibility","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/carbon-dioxide","glossary-term","Carbon Dioxide","187","definition","what is Carbon Dioxide","yes","yes","yes","yes","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/ammonia","glossary-term","Ammonia (Pool Water)","186","definition","what is Ammonia (Pool Water)","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/conductivity","glossary-term","Conductivity","176","definition","what is Conductivity","yes","yes","yes","no","no","yes","2","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/shock-dosage","glossary-term","Shock Dosage","204","definition","what is Shock Dosage","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/pool-volume-reference","glossary-term","Pool Volume Reference","168","definition","what is Pool Volume Reference","yes","yes","yes","no","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/bicarbonate-alkalinity","glossary-term","Bicarbonate Alkalinity","213","definition","what is Bicarbonate Alkalinity","yes","yes","yes","yes","no","no","2","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/saturated-ph","glossary-term","Saturated pH","192","definition","what is Saturated pH","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/water-balance-checklist","glossary-term","Water Balance Checklist","191","definition","what is Water Balance Checklist","yes","yes","yes","no","no","yes","2","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/pool-chemistry-reference","glossary-term","Pool Chemistry Reference","167","definition","what is Pool Chemistry Reference","yes","yes","yes","no","no","yes","2","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/chemical-log","glossary-term","Chemical Log","210","definition","what is Chemical Log","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/pool-shock-schedule","glossary-term","Pool Shock Schedule","183","definition","what is Pool Shock Schedule","yes","yes","yes","no","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/water-test-log","glossary-term","Water Test Log","195","definition","what is Water Test Log","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/pool-maintenance-schedule","glossary-term","Pool Maintenance Schedule","171","definition","what is Pool Maintenance Schedule","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/breakpoint-dose","glossary-term","Breakpoint Dose","209","definition","what is Breakpoint Dose","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/colorimetric-test","glossary-term","Colorimetric Test","187","definition","what is Colorimetric Test","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/chemical-storage","glossary-term","Chemical Storage","181","definition","what is Chemical Storage","yes","yes","yes","no","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/pool-safety-equipment","glossary-term","Pool Safety Equipment","193","definition","what is Pool Safety Equipment","yes","yes","yes","yes","no","no","1","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/ph-increaser","glossary-term","pH Increaser","214","definition","what is pH Increaser","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
